Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
AG-919-I13	94.42	0.05	Neural Network (Specific Model)	11	0.965	131525	300.34767025089604	1037790	0.3	1116	15	250845	None
AG-919-L02	94.17	0.07	Neural Network (Specific Model)	11	0.963	217209	302.98026315789474	1144269	0.3	1216	16	223292	None
AG-919-M05	98.77	0.23	Neural Network (Specific Model)	11	0.965	170351	301.63603603603605	1036903	0.3	1110	16	265155	None
AG-919-O02	92.61	0.03	Neural Network (Specific Model)	11	0.963	112648	296.4748653500898	1025326	0.3	1114	27	150247	None
AG-920-D05	89.49	0.15	Neural Network (Specific Model)	11	0.962	81143	298.2915407854985	1228166	0.29	1324	35	377512	None
AG-920-I06	87.03	0.03	Neural Network (Specific Model)	11	0.964	76802	294.6965452847806	978849	0.29	1071	28	173499	None
AG-920-I23	88.96	0.01	Neural Network (Specific Model)	11	0.967	77601	300.2192242833052	1101300	0.29	1186	30	207375	None
AG-920-J04	87.18	0.04	Neural Network (Specific Model)	11	0.961	84787	295.1714285714286	1125663	0.3	1225	25	251579	None
AG-920-L11	97.75	0.01	Gradient Boost (General Model)	11	0.961	156592	306.726090283091	1247720	0.33	1307	19	198324	None
AG-920-L20	96.34	0.11	Neural Network (Specific Model)	11	0.96	151727	304.6358253145818	1282473	0.3	1351	32	227375	None
AH-287-C13	90.22	0.04	Neural Network (Specific Model)	11	0.967	114312	298.80682839173403	1028149	0.3	1113	24	171322	None
AH-287-E08	86.93	0.05	Neural Network (Specific Model)	11	0.964	68391	298.50363636363636	1018888	0.28	1100	34	156119	None
AH-287-J18	91.97	0.01	Neural Network (Specific Model)	11	0.963	68887	297.64843049327357	1030379	0.29	1115	26	146876	None
AH-321-D17	94.73	0.02	Neural Network (Specific Model)	11	0.963	110389	301.7100085543199	1095062	0.3	1169	26	191886	None
AH-321-L23	88.73	0.02	Neural Network (Specific Model)	11	0.963	82916	299.56396396396394	1032268	0.28	1110	38	165481	None
AH-321-M13	96.76	0.02	Neural Network (Specific Model)	11	0.964	136272	297.2106969205835	1137314	0.3	1234	24	298993	None
AH-321-N11	87.05	0.05	Neural Network (Specific Model)	11	0.961	271025	295.5229276895944	1042751	0.29	1134	14	274333	None
AH-324-B10	91.68	0.01	Neural Network (Specific Model)	11	0.964	163214	301.7269338303821	1004259	0.29	1073	17	427293	None
AH-324-J07	94.47	0.11	Neural Network (Specific Model)	11	0.964	87761	304.97256317689533	1309982	0.29	1385	36	170641	None
ARS1	96.81	8.43	Gradient Boost (General Model)	11	0.951	30360	290.05263157894734	1300718	0.31	1425	60	87593	None
HIMB1437	99.97	0.06	Neural Network (Specific Model)	11	0.963	1221307	308.7103610675039	1221307	0.29	1274	1	1221307	None
HIMB1444	99.85	0.1	Neural Network (Specific Model)	11	0.964	374569	301.9426111908178	1305448	0.29	1394	8	635019	None
HIMB1456	99.96	0.17	Neural Network (Specific Model)	11	0.965	187405	304.80949057920446	1353489	0.29	1433	17	312343	None
HIMB1463	99.85	3.42	Neural Network (Specific Model)	11	0.965	36211	296.56832087015636	1352106	0.29	1471	100	114314	None
HIMB1483	99.87	0.0	Neural Network (Specific Model)	11	0.966	1084247	305.3516053249804	1207531	0.29	1277	2	1084247	None
HIMB1485	99.82	0.09	Neural Network (Specific Model)	11	0.964	961822	310.3994583615437	1422091	0.29	1477	2	961822	None
HIMB1492	92.46	0.5	Neural Network (Specific Model)	11	0.961	6962	272.40996168582376	1327020	0.29	1566	271	42525	None
HIMB1493	99.94	0.09	Neural Network (Specific Model)	11	0.964	1434686	310.8957632817754	1434686	0.29	1487	1	1434686	None
HIMB1494	99.75	0.08	Neural Network (Specific Model)	11	0.964	1017910	305.56413612565444	1448273	0.29	1528	2	1017910	None
HIMB1505	99.96	0.07	Neural Network (Specific Model)	11	0.962	1182647	307.43007730147576	1360308	0.29	1423	2	1182647	None
HIMB1513	99.87	0.11	Neural Network (Specific Model)	11	0.965	1440378	310.18024032042723	1440378	0.29	1498	1	1440378	None
HIMB1517	99.97	5.17	Neural Network (Specific Model)	11	0.965	109563	296.5124633431085	1254225	0.3	1364	22	267052	None
HIMB1520	99.95	0.0	Neural Network (Specific Model)	11	0.966	1324447	307.85971223021585	1324447	0.29	1390	1	1324447	None
HIMB1521	99.27	0.08	Neural Network (Specific Model)	11	0.964	96283	306.1238348868176	1426620	0.29	1502	34	151189	None
HIMB1527	99.3	0.0	Neural Network (Specific Model)	11	0.964	736407	310.0674401740392	1326576	0.29	1379	2	736407	None
HIMB1542	99.67	0.16	Neural Network (Specific Model)	11	0.964	796544	308.82663989290495	1430821	0.29	1494	2	796544	None
HIMB1549	99.9	0.0	Neural Network (Specific Model)	11	0.964	1335968	309.4066091954023	1335968	0.29	1392	1	1335968	None
HIMB1552	99.81	0.12	Neural Network (Specific Model)	11	0.966	1429048	311.84324324324325	1429048	0.29	1480	1	1429048	None
HIMB1565	99.97	0.05	Neural Network (Specific Model)	11	0.965	1064769	301.6423690205011	1231642	0.3	1317	4	1064769	None
HIMB1587	99.87	0.05	Neural Network (Specific Model)	11	0.964	815068	307.39460154241647	1483982	0.29	1556	2	815068	None
HIMB1602	86.07	0.05	Neural Network (Specific Model)	11	0.956	7022	278.69331395348837	1200562	0.31	1376	257	29305	None
HIMB1636	99.81	0.16	Neural Network (Specific Model)	11	0.966	1436164	315.44625850340134	1436164	0.29	1470	1	1436164	None
HIMB1641	99.84	0.13	Neural Network (Specific Model)	11	0.966	1438405	314.7079945799458	1438405	0.29	1476	1	1438405	None
HIMB1662	99.93	0.09	Neural Network (Specific Model)	11	0.965	1421355	309.4888588791357	1421355	0.29	1481	1	1421355	None
HIMB1715	97.6	0.05	Neural Network (Specific Model)	11	0.964	59426	299.99786476868326	1308457	0.3	1405	36	177081	None
HIMB1723	99.73	0.08	Neural Network (Specific Model)	11	0.965	1475205	310.9425212279556	1475205	0.29	1531	1	1475205	None
HIMB1746	99.89	0.05	Neural Network (Specific Model)	11	0.962	271456	301.5269922879177	1459268	0.29	1556	8	490964	None
HIMB1748	99.59	4.4	Neural Network (Specific Model)	11	0.966	861536	314.53492884864164	1506003	0.29	1546	6	861536	None
HIMB1782	99.97	0.14	Neural Network (Specific Model)	11	0.966	855577	305.0565789473684	1436179	0.29	1520	2	855577	None
HIMB1835	91.79	0.18	Neural Network (Specific Model)	11	0.965	7766	275.12718600953895	1072188	0.3	1258	229	26662	None
HIMB1838	99.11	0.09	Neural Network (Specific Model)	11	0.963	39679	302.28772478498826	1200830	0.3	1279	71	137420	None
HIMB1863	99.92	1.11	Neural Network (Specific Model)	11	0.963	78266	305.06384615384616	1231137	0.3	1300	22	174881	None
HIMB2104	99.98	0.0	Neural Network (Specific Model)	11	0.964	249324	310.58113509192646	1205064	0.3	1251	7	516316	None
HIMB2187	99.96	0.15	Neural Network (Specific Model)	11	0.963	898854	305.43620414673046	1188940	0.29	1254	2	898854	None
HIMB2200	99.86	0.03	Neural Network (Specific Model)	11	0.964	95189	304.1518691588785	1211436	0.3	1284	24	238713	None
HIMB2201	99.97	0.21	Neural Network (Specific Model)	11	0.967	1359742	305.54937413073714	1359742	0.29	1438	1	1359742	None
HIMB2204	99.63	0.02	Neural Network (Specific Model)	11	0.963	782013	308.15555555555557	1249462	0.3	1305	2	782013	None
HIMB2215	99.22	0.02	Neural Network (Specific Model)	11	0.964	176987	305.5437645236251	1224130	0.29	1291	10	234220	None
HIMB2226	99.8	0.02	Neural Network (Specific Model)	11	0.965	659910	305.39651070578907	1193257	0.29	1261	2	659910	None
HIMB2250	99.87	0.15	Neural Network (Specific Model)	11	0.966	1330391	306.8515346181299	1330391	0.29	1401	1	1330391	None
HIMB4	99.98	0.06	Neural Network (Specific Model)	11	0.96	1382291	304.53397391901166	1382291	0.29	1457	1	1382291	None
HIMB5	100.0	0.26	Neural Network (Specific Model)	11	0.963	1343202	301.8848569434752	1343202	0.29	1433	1	1343202	None
HTCC1002	99.27	0.05	Neural Network (Specific Model)	11	0.949	1324008	305.77374909354603	1328618	0.3	1379	4	1324008	None
HTCC1013	99.28	0.04	Neural Network (Specific Model)	11	0.956	741014	307.1129985228951	1301122	0.3	1354	5	741014	None
HTCC1016	99.62	0.05	Neural Network (Specific Model)	11	0.954	794419	305.2538745387454	1297098	0.3	1355	4	794419	None
HTCC1040	99.55	0.34	Neural Network (Specific Model)	11	0.961	1274624	305.0618479880775	1274624	0.3	1342	1	1274624	None
AG-917-D09	87.92	0.44	Neural Network (Specific Model)	11	0.967	76456	312.2452380952381	1216591	0.3	1260	33	127757	None
AG-917-I17	85.12	0.06	Neural Network (Specific Model)	11	0.961	311940	309.3371522094926	1176634	0.3	1222	14	563189	None
AG-917-J06	89.89	0.09	Neural Network (Specific Model)	11	0.969	118977	300.940632228219	1205267	0.29	1297	29	202769	None
AG-917-K06	96.81	0.03	Neural Network (Specific Model)	11	0.964	299169	301.8692913385827	1189543	0.29	1270	20	315274	None
AG-918-B06	92.23	0.02	Neural Network (Specific Model)	11	0.967	98257	307.8038079470199	1150377	0.3	1208	32	332127	None
AG-918-E02	91.67	0.13	Neural Network (Specific Model)	11	0.966	139783	304.2725914861837	1261292	0.29	1339	26	293732	None
AG-918-G06	95.71	0.16	Neural Network (Specific Model)	11	0.965	199075	305.3434816549571	1212273	0.29	1281	13	259158	None
AG-918-G22	99.33	0.05	Neural Network (Specific Model)	11	0.968	197824	307.59090909090907	1358899	0.29	1430	25	490095	None
AG-918-K09	90.07	0.05	Neural Network (Specific Model)	11	0.962	218186	299.6003223207091	1155979	0.3	1241	19	360188	None
AG-918-K13	95.04	0.84	Neural Network (Specific Model)	11	0.967	72577	301.27346041055716	1271315	0.29	1364	37	205514	None
AG-918-L07	86.06	0.09	Neural Network (Specific Model)	11	0.962	108489	299.99209486166006	1179481	0.3	1265	16	322204	None
AG-920-L07	96.36	0.01	Neural Network (Specific Model)	11	0.965	237511	302.9085418464193	1087656	0.29	1159	11	308488	None
AG-920-L19	92.32	0.03	Neural Network (Specific Model)	11	0.965	124969	298.19827586206895	1071527	0.29	1160	25	185866	None
AH-287-B07	92.18	0.5	Neural Network (Specific Model)	11	0.963	93640	301.6915306915307	1206709	0.29	1287	31	213346	None
AH-287-G05	91.01	0.0	Neural Network (Specific Model)	11	0.962	188396	306.2603201347936	1130256	0.3	1187	27	199237	None
AH-287-O09	88.29	0.13	Neural Network (Specific Model)	11	0.961	107350	304.2159739201304	1161492	0.29	1227	29	254059	None
AH-321-A17	89.94	0.17	Neural Network (Specific Model)	11	0.967	119919	298.7761194029851	1176597	0.29	1273	31	253755	None
AH-321-P04	92.98	0.01	Neural Network (Specific Model)	11	0.965	61493	302.81410256410254	1024646	0.28	1092	43	190331	None
AH-324-E14	85.19	0.0	Neural Network (Specific Model)	11	0.967	96315	304.0379981464319	1014264	0.29	1079	27	229144	None
AH-324-F03	97.13	0.01	Neural Network (Specific Model)	11	0.964	118672	302.24326404926865	1217759	0.29	1299	29	299162	None
AH-324-K07	89.54	0.09	Neural Network (Specific Model)	11	0.962	92534	301.6378091872792	1061141	0.29	1132	27	208270	None
AH-324-K09	89.56	0.05	Neural Network (Specific Model)	11	0.966	75556	304.25899912203687	1073370	0.29	1139	49	153391	None
HIMB1488	99.94	0.19	Neural Network (Specific Model)	11	0.963	1537287	304.4772447724477	1537287	0.29	1626	1	1537287	None
HIMB1490	97.48	0.11	Neural Network (Specific Model)	11	0.963	84191	306.97997237569064	1381468	0.3	1448	34	220655	None
HIMB1506	99.99	0.06	Neural Network (Specific Model)	11	0.964	1538266	308.81246105919	1538266	0.29	1605	1	1538266	None
HIMB1556	99.79	0.15	Neural Network (Specific Model)	11	0.966	1464126	312.4937210839392	1464126	0.29	1513	1	1464126	None
HIMB1559	99.83	0.09	Neural Network (Specific Model)	11	0.964	1489298	306.28079132099555	1489298	0.29	1567	1	1489298	None
HIMB1564	99.98	0.01	Neural Network (Specific Model)	11	0.967	1339865	309.49071428571426	1339865	0.28	1400	1	1339865	None
HIMB1577	99.79	0.1	Neural Network (Specific Model)	11	0.965	1444414	307.8137384412153	1444414	0.29	1514	1	1444414	None
HIMB1593	99.77	0.1	Neural Network (Specific Model)	11	0.965	1431236	310.184811827957	1431236	0.29	1488	1	1431236	None
HIMB1597	99.85	0.08	Neural Network (Specific Model)	11	0.964	1489004	308.4607969151671	1489004	0.29	1556	1	1489004	None
HIMB1611	99.9	0.11	Neural Network (Specific Model)	11	0.964	1453538	306.6319580877538	1453538	0.29	1527	1	1453538	None
HIMB1631	99.87	0.1	Neural Network (Specific Model)	11	0.965	1444470	307.596699669967	1444470	0.29	1515	1	1444470	None
HIMB1685	99.72	0.1	Neural Network (Specific Model)	11	0.965	1455495	307.5694626474443	1455495	0.29	1526	1	1455495	None
HIMB1701	99.99	0.3	Neural Network (Specific Model)	11	0.964	1485366	309.5229476405947	1485366	0.29	1547	1	1485366	None
HIMB1702	99.76	0.15	Neural Network (Specific Model)	11	0.967	1444148	313.4116856950974	1444148	0.29	1489	1	1444148	None
HIMB1710	99.86	0.14	Neural Network (Specific Model)	11	0.965	1435827	313.4318030605456	1459696	0.29	1503	3	1435827	None
HIMB1758	99.88	0.1	Neural Network (Specific Model)	11	0.964	1458764	307.4054937867887	1458764	0.29	1529	1	1458764	None
HIMB1765	99.62	0.16	Neural Network (Specific Model)	11	0.965	1436910	308.6371504660453	1436910	0.29	1502	1	1436910	None
HIMB2211	99.98	0.13	Neural Network (Specific Model)	11	0.964	1460105	308.2284789644013	1477755	0.29	1545	2	1460105	None
HIMB2305	99.71	0.34	Neural Network (Specific Model)	11	0.966	173722	306.8664812239221	1366736	0.29	1438	29	286769	None
HTCC7211	99.91	0.08	Neural Network (Specific Model)	11	0.963	1456888	303.82253886010363	1456888	0.29	1544	1	1456888	None
HTCC7214	99.99	0.21	Neural Network (Specific Model)	11	0.963	1375060	309.3046820405311	1375060	0.29	1431	1	1375060	None
MED1116	86.22	1.56	Neural Network (Specific Model)	11	0.961	49855	289.43698347107437	870948	0.29	968	21	145779	None
