genome	bac120_taxon	bac120_parent_taxon	bac120_node	bac120_support	bac120_descendants	bac120_target_seeds	bac120_primary_seeds	scg165_taxon	scg165_parent_taxon	scg165_node	scg165_support	scg165_descendants	scg165_target_seeds	scg165_primary_seeds	rank	concordant_taxon	concordant_parent	dual_tree_support	assignment_confidence	decision
AG-917-E05	Pelagibacteraceae	NA	950	1	3	2	2	Pelagibacteraceae	NA	952	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-917-E14	Cosmipelagibacteraceae	NA	1006	0.61	10	6	6	Cosmipelagibacteraceae	NA	1013	0.98	7	4	4	Family	Cosmipelagibacteraceae	NA	0.61	topology_provisional	topology_provisional
AG-917-F16	Pelagibacteraceae	NA	959	0.96	3	3	3	Pelagibacteraceae	NA	956	1	4	3	3	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
AG-917-F18	Cosmipelagibacteraceae	NA	1002	0.62	2	2	2	Cosmipelagibacteraceae	NA	1000	1	3	3	3	Family	Cosmipelagibacteraceae	NA	0.62	topology_provisional	topology_provisional
AG-917-I17	Pelagibacteraceae	NA	688	1	4	4	4	Pelagibacteraceae	NA	687	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-917-J06	Pelagibacteraceae	NA	560	0.94	47	35	35	Pelagibacteraceae	NA	565	0.88	8	5	5	Family	Pelagibacteraceae	NA	0.88	topology_provisional	topology_provisional
AG-917-K06	Pelagibacteraceae	NA	794	0.74	3	2	2	Pelagibacteraceae	NA	779	0.87	15	13	13	Family	Pelagibacteraceae	NA	0.74	topology_provisional	topology_provisional
AG-917-K20	Cosmipelagibacteraceae	NA	1001	0.53	3	3	3	Cosmipelagibacteraceae	NA	999	1	2	2	2	Family	Cosmipelagibacteraceae	NA	0.53	topology_provisional	topology_provisional
AG-917-M15	Pelagibacteraceae	NA	975	0.84	3	3	3	Pelagibacteraceae	NA	973	1	8	6	6	Family	Pelagibacteraceae	NA	0.84	topology_provisional	topology_provisional
AG-917-M22	Pelagibacteraceae	NA	676	0.93	2	2	1	Pelagibacteraceae	NA	675	0.88	3	3	2	Family	Pelagibacteraceae	NA	0.88	topology_provisional	topology_provisional
AG-917-O20	Pelagibacteraceae	NA	778	0.89	27	23	23	Pelagibacteraceae	NA	794	0.88	9	8	8	Family	Pelagibacteraceae	NA	0.88	topology_provisional	topology_provisional
AG-917-P07	Pelagibacteraceae	NA	674	1	2	2	1	Pelagibacteraceae	NA	674	0.84	2	2	1	Family	Pelagibacteraceae	NA	0.84	topology_provisional	topology_provisional
AG-918-B06	Pelagibacteraceae	NA	898	1	2	2	2	Pelagibacteraceae	NA	894	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-918-E02	Pelagibacteraceae	NA	928	0.96	4	2	2	Pelagibacteraceae	NA	922	0.87	2	2	2	Family	Pelagibacteraceae	NA	0.87	topology_provisional	topology_provisional
AG-918-G06	Pelagibacteraceae	NA	782	0.69	22	20	20	Pelagibacteraceae	NA	782	0.99	3	2	2	Family	Pelagibacteraceae	NA	0.69	topology_provisional	topology_provisional
AG-918-G15	Pelagibacteraceae	NA	948	0.96	7	5	5	Pelagibacteraceae	NA	949	1	4	2	2	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
AG-918-G22	Pelagibacteraceae	NA	905	0.91	5	3	3	Pelagibacteraceae	NA	937	1	2	2	2	Family	Pelagibacteraceae	NA	0.91	topology_provisional	topology_provisional
AG-918-K09	Pelagibacteraceae	NA	687	1	5	5	5	Pelagibacteraceae	NA	686	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-918-K13	Pelagibacteraceae	NA	939	0.76	6	6	6	Pelagibacteraceae	NA	927	0.87	8	2	2	Family	Pelagibacteraceae	NA	0.76	topology_provisional	topology_provisional
AG-918-L07	Pelagibacteraceae	NA	675	1	2	2	2	Pelagibacteraceae	NA	670	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-918-L21	Pelagibacteraceae	NA	690	0.99	2	2	2	Pelagibacteraceae	NA	686	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AG-918-M15	Cosmipelagibacteraceae	NA	1011	1	2	2	2	Cosmipelagibacteraceae	NA	1018	1	2	2	2	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
AG-918-N23	Cosmipelagibacteraceae	NA	995	1	2	2	2	Cosmipelagibacteraceae	NA	994	1	2	2	2	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
AG-919-A21	Pelagibacteraceae	NA	721	0.96	24	18	18	Pelagibacteraceae	NA	717	1	98	60	60	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
AG-919-C02	Pelagibacteraceae	NA	803	1	2	2	2	Pelagibacteraceae	NA	801	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-919-F03	Pelagibacteraceae	NA	811	1	4	4	4	Pelagibacteraceae	NA	761	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-919-F21	Cosmipelagibacteraceae	NA	1000	0.65	2	2	2	Cosmipelagibacteraceae	NA	1001	1	2	2	2	Family	Cosmipelagibacteraceae	NA	0.65	topology_provisional	topology_provisional
AG-919-I13	Cosmipelagibacteraceae	NA	1006	0.61	10	6	6	Cosmipelagibacteraceae	NA	1009	0.87	5	3	3	Family	Cosmipelagibacteraceae	NA	0.61	topology_provisional	topology_provisional
AG-919-L02	Pelagibacteraceae	NA	796	0.94	2	2	2	Pelagibacteraceae	NA	790	1	2	2	2	Family	Pelagibacteraceae	NA	0.94	topology_provisional	topology_provisional
AG-919-M05	Cosmipelagibacteraceae	NA	1006	0.61	10	6	6	Cosmipelagibacteraceae	NA	1007	0.87	3	2	2	Family	Cosmipelagibacteraceae	NA	0.61	topology_provisional	topology_provisional
AG-919-O02	Pelagibacteraceae	NA	741	1	4	3	3	Pelagibacteraceae	NA	741	0.94	4	3	3	Family	Pelagibacteraceae	NA	0.94	topology_provisional	topology_provisional
AG-920-D05	Pelagibacteraceae	NA	577	0.96	2	2	2	Pelagibacteraceae	NA	565	0.88	8	5	5	Family	Pelagibacteraceae	NA	0.88	topology_provisional	topology_provisional
AG-920-I06	Pelagibacteraceae	NA	972	1	9	7	7	Pelagibacteraceae	NA	973	1	8	6	6	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AG-920-I23	Pelagibacteraceae	NA	874	1	90	59	58	Pelagibacteraceae	NA	873	0.8	90	59	58	Family	Pelagibacteraceae	NA	0.8	topology_provisional	topology_provisional
AG-920-J04	Pelagibacteraceae	NA	679	0.98	2	2	2	Pelagibacteraceae	NA	688	1	2	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
AG-920-L07	Cosmipelagibacteraceae	NA	1027	0.98	3	2	2	Cosmipelagibacteraceae	NA	1027	1	3	2	2	Family	Cosmipelagibacteraceae	NA	0.98	topology_high	topology_high
AG-920-L19	Pelagibacteraceae	NA	978	0.99	2	2	2	Pelagibacteraceae	NA	977	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AG-920-L20	Pelagibacteraceae	NA	923	0.81	6	4	4	Pelagibacteraceae	NA	925	1	3	2	2	Family	Pelagibacteraceae	NA	0.81	topology_provisional	topology_provisional
AH-287-B07	Pelagibacteraceae	NA	585	0.53	2	2	2	Pelagibacteraceae	NA	606	0.95	2	2	2	Family	Pelagibacteraceae	NA	0.53	topology_provisional	topology_provisional
AH-287-C13	Cosmipelagibacteraceae	NA	1002	0.62	2	2	2	Cosmipelagibacteraceae	NA	999	1	2	2	2	Family	Cosmipelagibacteraceae	NA	0.62	topology_provisional	topology_provisional
AH-287-E08	Pelagibacteraceae	NA	759	0.94	46	34	34	Pelagibacteraceae	NA	802	1	10	4	4	Family	Pelagibacteraceae	NA	0.94	topology_provisional	topology_provisional
AH-287-E17	Pelagibacteraceae	NA	583	0.99	6	4	4	Pelagibacteraceae	NA	608	0.99	3	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-287-E19	Cosmipelagibacteraceae	NA	1017	1	2	2	2	Cosmipelagibacteraceae	NA	1019	1	2	2	2	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
AH-287-G05	Pelagibacteraceae	NA	792	1	2	2	2	Pelagibacteraceae	NA	785	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AH-287-J18	Pelagibacteraceae	NA	743	1	2	2	2	Pelagibacteraceae	NA	743	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AH-287-O09	Pelagibacteraceae	NA	948	0.96	7	5	5	Pelagibacteraceae	NA	952	1	2	2	2	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
AH-321-A17	Pelagibacteraceae	NA	583	0.99	6	4	4	Pelagibacteraceae	NA	605	0.99	6	4	4	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-321-D17	Pelagibacteraceae	NA	791	1	3	3	3	Pelagibacteraceae	NA	786	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-321-I23	Cosmipelagibacteraceae	NA	1008	0.8	5	4	4	Cosmipelagibacteraceae	NA	991	1	30	23	23	Family	Cosmipelagibacteraceae	NA	0.8	topology_provisional	topology_provisional
AH-321-L23	Pelagibacteraceae	NA	773	1	2	2	2	Pelagibacteraceae	NA	806	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AH-321-M13	Pelagibacteraceae	NA	792	1	2	2	2	Pelagibacteraceae	NA	786	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-321-N11	Pelagibacteraceae	NA	707	0.99	38	23	23	Pelagibacteraceae	NA	706	1	109	65	65	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-321-P04	Pelagibacteraceae	NA	773	1	2	2	2	Pelagibacteraceae	NA	806	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AH-324-B10	Pelagibacteraceae	NA	977	1	3	3	3	Pelagibacteraceae	NA	976	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
AH-324-E14	Pelagibacteraceae	NA	860	0.98	4	2	2	Pelagibacteraceae	NA	861	1	4	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
AH-324-F03	Pelagibacteraceae	NA	583	0.99	6	4	4	Pelagibacteraceae	NA	608	0.99	3	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-324-J07	Pelagibacteraceae	NA	585	0.53	2	2	2	Pelagibacteraceae	NA	606	0.95	2	2	2	Family	Pelagibacteraceae	NA	0.53	topology_provisional	topology_provisional
AH-324-K07	Pelagibacteraceae	NA	707	0.99	38	23	23	Pelagibacteraceae	NA	706	1	109	65	65	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-324-K09	Pelagibacteraceae	NA	899	1	56	39	38	Pelagibacteraceae	NA	898	0.99	56	39	38	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
AH-324-N03	Pelagibacteraceae	NA	583	0.99	6	4	4	Pelagibacteraceae	NA	608	0.99	3	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
BACL5_MAG-120820-bin39	Pelagibacteraceae	NA	553	0.99	262	193	189	Pelagibacteraceae	NA	553	1	262	193	189	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
BACL5_MAG-121015-bin10	Pelagibacteraceae	NA	553	0.99	262	193	189	Pelagibacteraceae	NA	553	1	262	193	189	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
Baikal-G1	Pelagibacteraceae	NA	553	0.99	262	193	189	Pelagibacteraceae	NA	553	1	262	193	189	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
CPC289	Fontibacteriaceae	NA	1046	1	8	6	6	Fontibacteriaceae	NA	1046	1	8	6	6	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
ETNP2013_S02_SV82_300m_MAG_01	Cosmipelagibacteraceae	NA	1030	1	9	6	6	Cosmipelagibacteraceae	NA	1030	1	9	6	6	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
FZCC0015	Pelagibacteraceae	NA	566	0.65	6	5	5	Pelagibacteraceae	NA	573	0.96	2	2	2	Family	Pelagibacteraceae	NA	0.65	topology_provisional	topology_provisional
GOM-A1	Pelagibacteraceae	NA	912	1	3	3	2	Pelagibacteraceae	NA	911	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB058	Cosmipelagibacteraceae	NA	995	1	2	2	2	Cosmipelagibacteraceae	NA	994	1	2	2	2	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
HIMB083	Pelagibacteraceae	NA	567	1	5	4	4	Pelagibacteraceae	NA	563	1	10	7	7	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB109	Fontibacteriaceae	NA	1051	0.95	3	3	3	Fontibacteriaceae	NA	1051	1	3	3	3	Family	Fontibacteriaceae	NA	0.95	topology_high	topology_high
HIMB114	Fontibacteriaceae	NA	1052	1	2	2	2	Fontibacteriaceae	NA	1052	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
HIMB122	Pelagibacteraceae	NA	632	0.92	2	2	2	Pelagibacteraceae	NA	631	0.82	2	2	2	Family	Pelagibacteraceae	NA	0.82	topology_provisional	topology_provisional
HIMB123	Pelagibacteraceae	NA	570	1	2	2	2	Pelagibacteraceae	NA	597	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1321	Pelagibacteraceae	NA	713	0.98	2	2	2	Pelagibacteraceae	NA	714	1	2	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB140	Pelagibacteraceae	NA	654	1	3	3	3	Pelagibacteraceae	NA	647	0.95	4	4	4	Family	Pelagibacteraceae	NA	0.95	topology_high	topology_high
HIMB1402	Pelagibacteraceae	NA	801	0.95	2	2	2	Pelagibacteraceae	NA	798	1	2	2	2	Family	Pelagibacteraceae	NA	0.95	topology_high	topology_high
HIMB1409	Pelagibacteraceae	NA	592	1	3	2	2	Pelagibacteraceae	NA	585	1	3	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1412	Pelagibacteraceae	NA	814	1	7	7	7	Pelagibacteraceae	NA	814	1	7	7	7	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1413	Pelagibacteraceae	NA	592	1	3	2	2	Pelagibacteraceae	NA	585	1	3	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1420	Pelagibacteraceae	NA	815	1	6	6	6	Pelagibacteraceae	NA	815	1	6	6	6	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1427	Pelagibacteraceae	NA	816	1	5	5	5	Pelagibacteraceae	NA	816	1	5	5	5	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1430	Pelagibacteraceae	NA	656	1	3	3	3	Pelagibacteraceae	NA	649	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1436	Pelagibacteraceae	NA	732	0.93	3	2	2	Pelagibacteraceae	NA	731	1	7	5	5	Family	Pelagibacteraceae	NA	0.93	topology_provisional	topology_provisional
HIMB1437	Pelagibacteraceae	NA	796	0.94	2	2	2	Pelagibacteraceae	NA	793	0.87	10	9	9	Family	Pelagibacteraceae	NA	0.87	topology_provisional	topology_provisional
HIMB1444	Pelagibacteraceae	NA	580	0.93	4	4	4	Pelagibacteraceae	NA	590	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.93	topology_provisional	topology_provisional
HIMB1456	Pelagibacteraceae	NA	606	0.98	5	3	3	Pelagibacteraceae	NA	567	0.83	4	3	3	Family	Pelagibacteraceae	NA	0.83	topology_provisional	topology_provisional
HIMB1463	Pelagibacteraceae	NA	818	1	2	2	2	Pelagibacteraceae	NA	818	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1483	Pelagibacteraceae	NA	778	0.89	27	23	23	Pelagibacteraceae	NA	802	1	10	4	4	Family	Pelagibacteraceae	NA	0.89	topology_provisional	topology_provisional
HIMB1485	Pelagibacteraceae	NA	636	0.99	2	2	2	Pelagibacteraceae	NA	622	0.98	4	4	4	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1488	Pelagibacteraceae	NA	659	1	3	3	3	Pelagibacteraceae	NA	626	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1490	Pelagibacteraceae	NA	628	1	2	2	2	Pelagibacteraceae	NA	657	0.98	2	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1491	Pelagibacteraceae	NA	628	1	2	2	2	Pelagibacteraceae	NA	657	0.98	2	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1492	Pelagibacteraceae	NA	638	1	4	4	4	Pelagibacteraceae	NA	634	1	4	4	4	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1493	Pelagibacteraceae	NA	639	0.99	3	3	3	Pelagibacteraceae	NA	636	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1494	Pelagibacteraceae	NA	630	1	2	2	2	Pelagibacteraceae	NA	656	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1495	Pelagibacteraceae	NA	630	1	2	2	2	Pelagibacteraceae	NA	656	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1505	Pelagibacteraceae	NA	715	1	2	2	2	Pelagibacteraceae	NA	715	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1506	Pelagibacteraceae	NA	660	0.99	2	2	2	Pelagibacteraceae	NA	627	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1507	Pelagibacteraceae	NA	658	0.91	4	4	4	Pelagibacteraceae	NA	632	0.84	15	15	15	Family	Pelagibacteraceae	NA	0.84	topology_provisional	topology_provisional
HIMB1509	Pelagibacteraceae	NA	618	0.96	14	14	14	Pelagibacteraceae	NA	631	0.82	2	2	2	Family	Pelagibacteraceae	NA	0.82	topology_provisional	topology_provisional
HIMB1513	Pelagibacteraceae	NA	655	1	2	2	2	Pelagibacteraceae	NA	652	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1517	Fontibacteriaceae	NA	1050	0.95	4	4	4	Fontibacteriaceae	NA	1050	1	4	4	4	Family	Fontibacteriaceae	NA	0.95	topology_high	topology_high
HIMB1518	Pelagibacteraceae	NA	639	0.99	3	3	3	Pelagibacteraceae	NA	635	1	3	3	3	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1520	Pelagibacteraceae	NA	819	1	2	2	2	Pelagibacteraceae	NA	819	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1521	Pelagibacteraceae	NA	655	1	2	2	2	Pelagibacteraceae	NA	652	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1526	Pelagibacteraceae	NA	644	0.99	7	7	7	Pelagibacteraceae	NA	643	0.84	3	3	3	Family	Pelagibacteraceae	NA	0.84	topology_provisional	topology_provisional
HIMB1527	Pelagibacteraceae	NA	713	0.98	2	2	2	Pelagibacteraceae	NA	714	1	2	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1542	Pelagibacteraceae	NA	650	0.99	2	2	2	Pelagibacteraceae	NA	654	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1549	Pelagibacteraceae	NA	714	0.98	3	3	3	Pelagibacteraceae	NA	712	1	5	5	5	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1552	Pelagibacteraceae	NA	645	0.99	6	6	6	Pelagibacteraceae	NA	643	0.84	3	3	3	Family	Pelagibacteraceae	NA	0.84	topology_provisional	topology_provisional
HIMB1556	Pelagibacteraceae	NA	645	0.99	6	6	6	Pelagibacteraceae	NA	645	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1559	Pelagibacteraceae	NA	625	1	3	3	3	Pelagibacteraceae	NA	659	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1564	Pelagibacteraceae	NA	818	1	2	2	2	Pelagibacteraceae	NA	818	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1565	Fontibacteriaceae	NA	1052	1	2	2	2	Fontibacteriaceae	NA	1052	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
HIMB1573	Pelagibacteraceae	NA	624	0.99	4	4	4	Pelagibacteraceae	NA	651	1	3	3	3	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1577	Pelagibacteraceae	NA	634	1	2	2	2	Pelagibacteraceae	NA	655	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1587	Pelagibacteraceae	NA	625	1	3	3	3	Pelagibacteraceae	NA	660	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1593	Pelagibacteraceae	NA	629	0.98	3	3	3	Pelagibacteraceae	NA	617	0.98	40	40	40	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1597	Pelagibacteraceae	NA	625	1	3	3	3	Pelagibacteraceae	NA	660	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1602	Pelagibacteraceae	NA	612	0.98	50	50	50	Pelagibacteraceae	NA	624	0.98	2	2	2	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB1611	Pelagibacteraceae	NA	657	0.83	2	2	2	Pelagibacteraceae	NA	648	1	3	3	3	Family	Pelagibacteraceae	NA	0.83	topology_provisional	topology_provisional
HIMB1623	Pelagibacteraceae	NA	661	1	2	2	2	Pelagibacteraceae	NA	661	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1631	Pelagibacteraceae	NA	634	1	2	2	2	Pelagibacteraceae	NA	655	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1636	Pelagibacteraceae	NA	645	0.99	6	6	6	Pelagibacteraceae	NA	642	0.82	4	4	4	Family	Pelagibacteraceae	NA	0.82	topology_provisional	topology_provisional
HIMB1641	Pelagibacteraceae	NA	645	0.99	6	6	6	Pelagibacteraceae	NA	643	0.84	3	3	3	Family	Pelagibacteraceae	NA	0.84	topology_provisional	topology_provisional
HIMB1662	Pelagibacteraceae	NA	642	1	9	9	9	Pelagibacteraceae	NA	638	1	9	9	9	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1685	Pelagibacteraceae	NA	622	0.97	3	3	3	Pelagibacteraceae	NA	658	0.99	4	4	4	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
HIMB1695	Pelagibacteraceae	NA	650	0.99	2	2	2	Pelagibacteraceae	NA	654	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1701	Pelagibacteraceae	NA	631	0.77	3	3	3	Pelagibacteraceae	NA	628	0.85	2	2	2	Family	Pelagibacteraceae	NA	0.77	topology_provisional	topology_provisional
HIMB1702	Pelagibacteraceae	NA	645	0.99	6	6	6	Pelagibacteraceae	NA	645	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1709	Pelagibacteraceae	NA	661	1	2	2	2	Pelagibacteraceae	NA	661	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1710	Pelagibacteraceae	NA	645	0.99	6	6	6	Pelagibacteraceae	NA	641	0.96	5	5	5	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
HIMB1715	Pelagibacteraceae	NA	632	0.92	2	2	2	Pelagibacteraceae	NA	623	0.98	3	3	3	Family	Pelagibacteraceae	NA	0.92	topology_provisional	topology_provisional
HIMB1723	Pelagibacteraceae	NA	641	0.92	10	10	10	Pelagibacteraceae	NA	637	1	10	10	10	Family	Pelagibacteraceae	NA	0.92	topology_provisional	topology_provisional
HIMB1746	Pelagibacteraceae	NA	652	0.55	7	7	7	Pelagibacteraceae	NA	653	1	3	3	3	Family	Pelagibacteraceae	NA	0.55	topology_provisional	topology_provisional
HIMB1748	Pelagibacteraceae	NA	643	1	8	8	8	Pelagibacteraceae	NA	640	1	6	6	6	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB1758	Pelagibacteraceae	NA	657	0.83	2	2	2	Pelagibacteraceae	NA	649	1	2	2	2	Family	Pelagibacteraceae	NA	0.83	topology_provisional	topology_provisional
HIMB1765	Pelagibacteraceae	NA	627	0.8	3	3	3	Pelagibacteraceae	NA	621	0.98	5	5	5	Family	Pelagibacteraceae	NA	0.8	topology_provisional	topology_provisional
HIMB1770	Pelagibacteraceae	NA	639	0.99	3	3	3	Pelagibacteraceae	NA	636	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB1782	Pelagibacteraceae	NA	633	0.76	3	3	3	Pelagibacteraceae	NA	628	0.85	2	2	2	Family	Pelagibacteraceae	NA	0.76	topology_provisional	topology_provisional
HIMB1835	Pelagibacteraceae	NA	793	0.75	2	2	2	Pelagibacteraceae	NA	790	1	2	2	2	Family	Pelagibacteraceae	NA	0.75	topology_provisional	topology_provisional
HIMB1838	Pelagibacteraceae	NA	801	0.95	2	2	2	Pelagibacteraceae	NA	798	1	2	2	2	Family	Pelagibacteraceae	NA	0.95	topology_high	topology_high
HIMB1863	Pelagibacteraceae	NA	794	0.74	3	2	2	Pelagibacteraceae	NA	791	0.88	2	2	2	Family	Pelagibacteraceae	NA	0.74	topology_provisional	topology_provisional
HIMB2104	Pelagibacteraceae	NA	790	0.96	2	2	2	Pelagibacteraceae	NA	791	0.88	2	2	2	Family	Pelagibacteraceae	NA	0.88	topology_provisional	topology_provisional
HIMB2187	Pelagibacteraceae	NA	743	1	2	2	2	Pelagibacteraceae	NA	743	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB2200	Pelagibacteraceae	NA	790	0.96	2	2	2	Pelagibacteraceae	NA	788	1	4	4	4	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
HIMB2201	Pelagibacteraceae	NA	599	0.71	3	2	2	Pelagibacteraceae	NA	590	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.71	topology_provisional	topology_provisional
HIMB2204	Pelagibacteraceae	NA	803	1	2	2	2	Pelagibacteraceae	NA	801	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB2211	Pelagibacteraceae	NA	660	0.99	2	2	2	Pelagibacteraceae	NA	627	1	2	2	2	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
HIMB2215	Pelagibacteraceae	NA	793	0.75	2	2	2	Pelagibacteraceae	NA	800	0.89	3	3	3	Family	Pelagibacteraceae	NA	0.75	topology_provisional	topology_provisional
HIMB2226	Pelagibacteraceae	NA	738	0.98	3	2	2	Pelagibacteraceae	NA	723	1	19	15	15	Family	Pelagibacteraceae	NA	0.98	topology_high	topology_high
HIMB2250	Pelagibacteraceae	NA	591	0.92	4	3	3	Pelagibacteraceae	NA	589	0.89	3	3	3	Family	Pelagibacteraceae	NA	0.89	topology_provisional	topology_provisional
HIMB2304	Pelagibacteraceae	NA	590	0.86	2	2	2	Pelagibacteraceae	NA	597	0.99	2	2	2	Family	Pelagibacteraceae	NA	0.86	topology_provisional	topology_provisional
