genome_id	genome_size_bp	gc_percent	n_contigs	n50	min_contig_length	max_contig_length	n_proteins	median_protein_length	mean_protein_length	p95_protein_length	max_protein_length	COG_coverage	KO_coverage	Pfam_coverage	any_annotation_coverage	completeness	contamination	completeness_model	translation_table	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_gc_content	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	checkm2_notes	quality_class	clade_1	clade_2	subclade	subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	genome_type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-912-D10	977418	29.72	17	167923	2201	258375	1029	266	301.75413022351796	668.7999999999975	1500	89.69873663751214	64.43148688046647	91.15646258503402	93.39164237123421	88.07	0.02	Neural Network (Specific Model)	11	0.966	167923	301.11725452812203	977418	0.3	1049	17	258375	None	Medium completeness	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-F16	1149025	29.66	21	144492	3944	279236	1211	271	299.25681255161027	635.5	1500	89.09991742361684	60.611065235342686	90.09083402146986	92.89843104872007	87.23	0.06	Neural Network (Specific Model)	11	0.961	144492	300.24634146341464	1149025	0.3	1230	21	279236	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-I02	1329628	29.27	25	152748	2218	552676	1372	283	308.35714285714283	670	1498	88.26530612244898	59.54810495626822	89.43148688046647	91.98250728862973	94.92	0.05	Neural Network (Specific Model)	11	0.966	152748	309.2485590778098	1329628	0.29	1388	25	552676	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-L11	1227411	29.17	24	123596	2185	305184	1279	281	305.9921813917123	638.1999999999998	1501	88.7412040656763	61.923377638780295	89.44487881157154	93.19781078967944	93.41	0.25	Neural Network (Specific Model)	11	0.969	123596	305.0928626247122	1227411	0.29	1303	24	305184	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-P19	918826	29.74	29	84482	2009	215402	959	266	301.0573514077164	641.0999999999999	1498	89.05109489051095	64.12930135557873	90.61522419186653	93.11783107403545	86.52	0.06	Neural Network (Specific Model)	11	0.968	84482	301.5116514690983	918826	0.3	987	29	215402	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-A04	1082829	29.67	24	117126	2083	355117	1154	266	296.4471403812825	626.0999999999995	1500	88.30155979202773	60.74523396880416	89.34142114384748	92.46100519930675	86.43	0.04	Neural Network (Specific Model)	11	0.961	117126	294.84406779661015	1082829	0.3	1180	24	355117	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-C02	1101650	29.23	24	280282	2637	311546	1150	273.5	302.72347826086957	654.0999999999999	2007	86.52173913043478	57.130434782608695	87.04347826086956	90.69565217391305	86.01	0.04	Neural Network (Specific Model)	11	0.963	280282	301.76785714285717	1101650	0.29	1176	24	311546	None	Medium completeness	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-C03	1206204	29.94	18	128479	2238	286396	1278	272.5	299.11267605633805	634.4499999999996	1500	88.57589984350548	62.284820031298906	90.5320813771518	93.0359937402191	96.04	0.01	Neural Network (Specific Model)	11	0.961	128479	300.08359133126936	1206204	0.3	1292	18	286396	None	High completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-F03	1168283	29.57	30	115981	2079	195666	1234	268	299.39951377633713	639.3499999999999	1501	89.38411669367909	63.290113452188	89.87034035656401	93.19286871961103	92.51	0.06	Neural Network (Specific Model)	11	0.968	115981	301.17131474103587	1168283	0.3	1255	30	195666	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-G10	1100860	29.21	21	140189	4008	159663	1134	285	306.49029982363317	636.6999999999998	1380	88.09523809523809	58.730158730158735	89.41798941798942	92.32804232804233	86.13	0.1	Neural Network (Specific Model)	11	0.967	140189	306.7474137931035	1100860	0.29	1160	21	159663	None	Medium completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-I06	1025754	30.05	11	238785	2112	390641	1089	268	300.81083562901745	646.5999999999999	1498	88.33792470156106	64.37098255280074	89.34802571166207	92.28650137741047	97.15	0	Neural Network (Specific Model)	11	0.967	238785	302.2231329690346	1025754	0.3	1098	11	390641	None	High completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-I09	1277773	29.05	25	150566	2184	341909	1330	283	306.47593984962407	647.1999999999998	1498	89.54887218045113	59.17293233082707	91.12781954887218	93.60902255639097	91	0.08	Neural Network (Specific Model)	11	0.969	150566	304.76747608535686	1277773	0.29	1359	25	341909	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-I14	1047064	29.51	18	165018	2984	230704	1108	266	300.3889891696751	639	1498	87.99638989169675	63.08664259927797	88.98916967509025	91.87725631768953	94.62	0.01	Neural Network (Specific Model)	11	0.964	165018	300.30782918149464	1047064	0.3	1124	18	230704	None	High completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-L03	1286243	29.01	22	280477	2026	393861	1343	280	304.3581533879375	640.8999999999999	1501	88.23529411764706	60.31273268801192	89.94787788533135	92.62844378257633	96.09	0.07	Neural Network (Specific Model)	11	0.964	280477	303.4546120058565	1286243	0.29	1366	22	393861	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-M13	1178293	29.24	25	94991	3100	188198	1251	272	299.9672262190248	641	1501	88.96882494004797	62.11031175059952	89.92805755395683	93.20543565147882	93.3	0.16	Neural Network (Specific Model)	11	0.97	94991	300.0054945054945	1178293	0.29	1274	25	188198	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-N09	1149903	29.1	34	74189	2219	177310	1190	279.5	305.82941176470587	651	1498	88.8235294117647	59.57983193277311	89.49579831932773	92.60504201680672	85.97	0.09	Neural Network (Specific Model)	11	0.968	74189	305.7838948233361	1149903	0.29	1217	34	177310	None	Medium completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-O18	1198263	29.36	36	104974	2043	185755	1251	280	303.2126298960831	627.5	1498	88.72901678657075	59.2326139088729	90.24780175859313	92.9656274980016	87.07	0.79	Neural Network (Specific Model)	11	0.964	104974	302.0406885758998	1198263	0.29	1278	36	185755	None	Medium completeness	I	Ib	Ib.2.a	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-A09	967393	29.74	25	92585	2047	132485	1008	268.5	303.531746031746	649.9499999999999	1508	89.38492063492063	62.40079365079365	90.87301587301587	93.75	86.61	0.07	Neural Network (Specific Model)	11	0.963	92585	301.4671179883946	967393	0.3	1034	25	132485	None	Medium completeness	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-B14	1203512	29.3	39	96833	2032	220215	1257	271	301.08830548926016	647.0000000000002	1501	88.8623707239459	60.46141607000796	89.65791567223548	92.76054097056485	85.46	0.02	Neural Network (Specific Model)	11	0.966	96833	300.9620449264136	1203512	0.29	1291	39	220215	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-I16	987761	29.64	22	94048	2387	204144	1049	266	299.534795042898	643.7999999999997	1499	89.32316491897045	62.53574833174452	90.08579599618685	92.46901811248809	90.28	0	Neural Network (Specific Model)	11	0.971	94048	298.16449814126395	987761	0.3	1076	22	204144	None	High completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-J05	1040584	29.62	17	135292	2503	312145	1077	279	307.07056638811514	642.3999999999999	1498	90.15784586815228	62.48839368616528	91.55060352831941	93.87186629526462	89.94	0.04	Neural Network (Specific Model)	11	0.965	135292	306.99908592321754	1040584	0.3	1094	17	312145	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-L04	1093237	29.37	49	95884	2121	213738	1144	260	300.1215034965035	650.2499999999995	1659	88.2867132867133	61.36363636363637	88.72377622377621	91.87062937062937	86.02	0.02	Neural Network (Specific Model)	11	0.965	95884	297.9619932432432	1093237	0.29	1184	49	213738	None	Medium completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-L20	1170260	29.36	22	127263	2016	200049	1216	275	306.6167763157895	688.5	1650	86.5953947368421	60.0328947368421	86.92434210526315	90.625	87.04	0.01	Neural Network (Specific Model)	11	0.966	127263	305.46526655896605	1170260	0.29	1238	22	200049	None	Medium completeness	I	Ib	Ib.5	Ib.N11	Pelagibacterales	Pelagibacteraceae	Rubeuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-N11	957587	29.66	19	186740	3058	317596	1030	263	294.84368932038836	641.55	1498	88.54368932038835	62.62135922330098	89.2233009708738	92.71844660194175	89.56	0	Neural Network (Specific Model)	11	0.968	186740	294.53371320037985	957587	0.3	1053	19	317596	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-P23	1077147	29.92	27	103388	2097	394474	1135	275	300.29251101321586	624.8999999999999	1500	88.81057268722466	60.792951541850215	89.86784140969164	93.03964757709251	85.29	0.04	Neural Network (Specific Model)	11	0.966	103388	300.2001725625539	1077147	0.3	1159	27	394474	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-915-G13	1237317	29.32	31	95700	2111	199353	1288	283	303.9402173913044	634.8999999999992	1498	86.18012422360249	57.8416149068323	87.73291925465838	90.13975155279503	89.62	0.5	Neural Network (Specific Model)	11	0.964	95700	303.00987091875476	1237317	0.29	1317	31	199353	None	Medium completeness	I	Ib	Ib.2.a	Ib.2.N7	Pelagibacterales	Pelagibacteraceae	Parvipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-915-G14	1317965	29.25	27	143409	3034	366624	1356	278	306.3414454277286	655.5	1498	88.05309734513274	59.21828908554573	89.38053097345133	91.8141592920354	94.07	0.07	Neural Network (Specific Model)	11	0.967	143409	306.6652267818574	1317965	0.29	1389	27	366624	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-915-K13	1246338	29.66	17	662762	2160	662762	1322	272.5	300.1800302571861	631.9000000000001	1500	88.42662632375189	59.98487140695915	89.63691376701966	92.4357034795764	97.62	0.11	Neural Network (Specific Model)	11	0.963	662762	300.48014981273406	1246338	0.3	1335	17	662762	None	High completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-A16	1130222	29.38	27	62464	2505	192374	1173	268	302.8542199488491	646.7999999999997	1618	87.7237851662404	61.21057118499573	88.15004262574595	91.38959931798807	92.07	0.04	Neural Network (Specific Model)	11	0.963	62464	303.1875	1130222	0.29	1200	27	192374	None	High completeness	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-A21	1044250	28.72	25	93472	2113	133158	1090	265	302.3422018348624	678.0999999999999	1616	87.06422018348624	60.91743119266055	88.34862385321101	91.37614678899084	86.38	0	Neural Network (Specific Model)	11	0.963	93472	301.47222222222223	1044250	0.29	1116	25	133158	None	Medium completeness	I	Ib	Ib.4	Ib.4.I	Pelagibacterales	Pelagibacteraceae	Passimpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-B06	1176935	29.14	36	72404	2329	147800	1222	280	303.5229132569558	645	1498	88.1342062193126	59.08346972176759	89.36170212765957	92.3076923076923	89.69	0.55	Neural Network (Specific Model)	11	0.965	72404	301.8060413354531	1176935	0.29	1258	36	147800	None	Medium completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-B15	1243303	29.71	29	114099	2026	210185	1286	290	306.8584758942457	623	1498	88.95800933125972	59.64230171073095	90.51321928460342	93.31259720062208	85.85	0.2	Neural Network (Specific Model)	11	0.965	114099	304.2837632776935	1243303	0.3	1318	29	210185	None	Medium completeness	I	Ib	Ib.2.a	Ib.2.I	Pelagibacterales	Pelagibacteraceae	Stellipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-D16	1020762	29.53	29	100062	2123	264275	1088	259.5	294.51746323529414	646.2499999999993	1390	85.56985294117648	60.11029411764706	86.48897058823529	89.52205882352942	87.26	0.03	Neural Network (Specific Model)	11	0.963	100062	294.4816472694718	1020762	0.3	1117	29	264275	None	Medium completeness	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-E17	992364	30.09	19	106588	2012	150439	1053	270	299.019943019943	637.8	1498	88.6039886039886	63.53276353276354	91.16809116809117	93.35232668566002	86.08	0.07	Neural Network (Specific Model)	11	0.965	106588	298.4109972041006	992364	0.3	1073	19	150439	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-E19	1246502	29.5	32	100056	2130	147879	1312	273	300.5083841463415	642.8000000000002	1498	87.8810975609756	59.14634146341463	88.71951219512195	91.23475609756098	92.41	0.01	Neural Network (Specific Model)	11	0.965	100056	301.31161048689137	1246502	0.29	1335	32	147879	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-G03	934332	29.46	23	151849	2011	225151	964	269	306.62759336099583	650.8499999999999	1499	90.04149377593362	64.31535269709543	90.24896265560166	92.9460580912863	88.58	0	Neural Network (Specific Model)	11	0.965	151849	305.90872210953347	934332	0.29	986	23	225151	None	Medium completeness	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-G09	1266004	29.66	19	130771	2137	355070	1317	286	307.7152619589977	646.2000000000003	3261	88.23082763857252	58.921791951404714	89.82536066818527	92.55884586180714	87	0.15	Neural Network (Specific Model)	11	0.967	130771	306.64767616191904	1266004	0.3	1334	19	355070	None	Medium completeness	I	Ib	Ib.2.a	Ib.2.N7	Pelagibacterales	Pelagibacteraceae	Parvipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-G19	1130393	28.8	11	201226	4686	469734	1201	264	299.1781848459617	641	1501	87.67693588676103	61.53205661948377	89.00915903413822	92.2564529558701	94.48	0.02	Neural Network (Specific Model)	11	0.963	201226	299.89456342668865	1130393	0.29	1214	11	469734	None	High completeness	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	undulae	Pachiadaki et al., (2019)	TRUE	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-J11	1103182	29.04	23	117465	2046	241751	1183	264	298.96449704142015	679.8999999999999	1594	86.81318681318682	59.594251901944205	88.25021132713441	91.29332206255283	87.77	0	Neural Network (Specific Model)	11	0.969	117465	298.7719298245614	1103182	0.29	1197	23	241751	None	Medium completeness	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-L11	1096508	29.21	29	150132	2384	242359	1131	282	307.0680813439434	646.5	1498	88.06366047745358	60.56587091069849	89.12466843501326	91.95402298850574	86.6	0.01	Neural Network (Specific Model)	11	0.966	150132	306.2800345721694	1096508	0.29	1157	29	242359	None	Medium completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
