genome	Clade1	type	Subclade	Family	Genus	Species	original_Subclade	original_Subgroup	original_Family	original_Genus	original_Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_SAR11_165_crown_node	Subclade_SAR11_165_crown_node	Genus_SAR11_165_crown_node	Family_SAR11_165_crown_support	Subclade_SAR11_165_crown_support	Genus_SAR11_165_crown_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
HIMB1746	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1542	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1695	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1577	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1631	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1715	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1701	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1782	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1602	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-G02	I	SAG	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	612	612	612	0.99	0.99	0.99	NA	NA	NA
HIMB1623	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1709	I	isolate	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-359-C09	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-359-M21	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-J04	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-904-F17	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-915-K13	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-E08	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	ANI>=95% and AAI>=95% with AG-899-N21	ANI>=95% and AAI>=95% with AG-899-N21	ANI>=95% and AAI>=95% with AG-899-N21	ANI>=95% and AAI>=95% with AG-899-N21	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	NA	NA	NA	NA	NA	NA	AG-899-N21	97.8451	97.31
AG-899-N21	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-P23	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	ANI>=95% and AAI>=95% with AG-359-M21	ANI>=95% and AAI>=95% with AG-359-M21	ANI>=95% and AAI>=95% with AG-359-M21	ANI>=95% and AAI>=95% with AG-359-M21	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	NA	NA	NA	NA	NA	NA	AG-359-M21	96.95975	96.9
AG-917-M22	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-414-O11	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-C03	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-C08	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-C11	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	ANI>=95% and AAI>=95% with AG-917-P07	ANI>=95% and AAI>=95% with AG-917-P07	ANI>=95% and AAI>=95% with AG-917-P07	ANI>=95% and AAI>=95% with AG-917-P07	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	NA	NA	NA	NA	NA	NA	AG-917-P07	99.7288	99.83
AG-917-P07	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-A04	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-L07	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-911-G03	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	ANI>=95% and AAI>=95% with AG-917-P07	ANI>=95% and AAI>=95% with AG-917-P07	ANI>=95% and AAI>=95% with AG-917-P07	ANI>=95% and AAI>=95% with AG-917-P07	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	NA	NA	NA	NA	NA	NA	AG-917-P07	96.46755	96.46
AG-430-E20	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED08	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-F16	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-D02	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-C14	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-L21	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-M15	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-I17	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-K09	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	atlanticus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-I15	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED22	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-470-D02	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	690	690	690	0.98	0.98	0.98	NA	NA	NA
AG-891-J07	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-457-B14	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	690	690	690	0.98	0.98	0.98	NA	NA	NA
AG-899-J02	I	SAG	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Angustipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-J21	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	782	782	782	0.99	0.99	0.99	NA	NA	NA
AG-894-B07	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-N18	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-L02	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1437	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	aumakalihii	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	aumakalihii	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-905-E10	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	767	NA	NA	1	NA	NA	NA	NA	NA
AG-917-K06	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1863	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-G05	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-321-M13	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-321-D17	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2104	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2200	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-G06	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2215	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-C02	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2204	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-C15	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-896-K10	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-F09	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-O08	I	SAG	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1402	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1838	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1835	I	isolate	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Ia.4.II	Ia.4.II	Pelagibacteraceae	Lacunipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-O20	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	767	NA	NA	1	NA	NA	NA	NA	NA
AG-905-G04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	767	NA	NA	1	NA	NA	NA	NA	NA
