Orthogroup	gene_id	Accession_number	db_source	pident	alnlen	qcovhsp	scovhsp	evalue	bitscore
OG0000552	HTCC9565_01170	A0ABX1T4Q6	TrEMBL	100	184	100	100	8.73e-131	373
OG0000553	HTCC1002_01166	Q4FPF0	TrEMBL	100	91	100	100	2.4699999999999996e-54	172
OG0000554	HTCC9565_00268	A0ABX1T0X2	TrEMBL	100	187	100	100	2.13e-128	367
OG0000555	NP1_00923	A0A6H1Q467	TrEMBL	100	331	100	100	4.319999999999999e-227	629
OG0000556	HTCC1062_00376	Q4FNP2	TrEMBL	100	508	100	100	0	922
OG0000557	NP1_00092	A0A6H1Q0P6	TrEMBL	100	281	100	100	6.53e-206	571
OG0000558	HTCC1002_00358	Q1V2W8	TrEMBL	100	191	100	100	3.26e-134	382
OG0000559	HTCC1062_01128	Q4FLL2	Swiss-Prot	100	1363	100	100	0	2639
OG0000560	NP1_00729	A0A6H1Q1R4	TrEMBL	100	280	100	100	5.729999999999999e-195	543
OG0000561	HTCC1062_01081	Q4FLQ9	TrEMBL	100	216	100	100	2.63e-150	425
OG0000562	HTCC1016_00811	Q4FM80	TrEMBL	100	637	100	100	0	1236
OG0000563	HTCC1040_00310	A0A6H1Q1Y3	TrEMBL	100	83	100	100	1.3899999999999998e-54	172
OG0000564	HTCC1002_00256	Q1UZ78	TrEMBL	100	430	100	100	2.56e-301	825
OG0000565	HTCC9565_01085	A0ABX1T1G3	TrEMBL	100	206	100	100	5.349999999999999e-145	411
OG0000566	NP1_00585	A0A6H1Q1D5	TrEMBL	100	432	100	100	7.029999999999999e-284	781
OG0000567	HTCC1016_00173	Q4FP28	Swiss-Prot	100	320	100	100	2.31e-226	620
OG0000568	HTCC9565_01253	A0ABX1T3D5	TrEMBL	100	265	100	100	2.1299999999999998e-178	500
OG0000569	HTCC9565_01237	A0ABX1T3D2	TrEMBL	100	149	100	100	5.81e-103	300
OG0000570	NP1_00238	A0A6H1Q1Z9	TrEMBL	100	258	100	100	2.08e-186	520
OG0000571	NP1_01296	A0A6H1Q4W7	TrEMBL	100	339	100	100	5.599999999999999e-243	670
OG0000572	NP1_01164	A0A6H1Q457	TrEMBL	100	196	100	100	2.11e-137	391
OG0000573	NP1_00893	A0A6H1Q2U0	TrEMBL	100	517	100	100	0	996
OG0000574	HTCC1013_00207	Q4FMQ1	TrEMBL	100	342	100	100	4.27e-244	673
OG0000575	AG-422-B15_00617	Q6UCR9	TrEMBL	100	102	100	100	5.69e-65	200
OG0000576	HTCC1002_01038	Q1V101	TrEMBL	100	333	100	100	2.0899999999999993e-235	650
OG0000577	HTCC9565_00994	A0ABX1T150	TrEMBL	100	207	100	100	5.71e-136	388
OG0000578	NP1_00116	A0A6H1Q1A8	TrEMBL	100	457	100	100	6.69e-274	758
OG0000579	HTCC9565_00401	A0ABX1SZI9	TrEMBL	100	389	100	100	5.59e-266	732
OG0000580	NP1_01269	A0A6H1Q3H0	TrEMBL	100	304	100	100	1.6099999999999998e-213	592
OG0000581	HTCC9565_01355	A0ABX1T256	TrEMBL	100	372	100	100	8.01e-271	743
OG0000582	HTCC1062_00663	Q4FMW8	Swiss-Prot	100	521	100	100	0	1019
OG0000583	HTCC9565_00047	A0ABX1SZW6	TrEMBL	100	79	100	100	2.5e-44	146
OG0000584	HTCC9565_00998	A0ABX1T2N5	TrEMBL	100	453	100	100	0	925
OG0000585	HTCC1002_01062	Q4FP46	Swiss-Prot	100	327	100	100	3.319999999999999e-234	640
OG0000586	NP1_01049	A0A6H1Q2L5	TrEMBL	100	651	100	100	0	1291
OG0000587	HTCC1062_00950	Q4FM33	TrEMBL	100	163	100	100	3.5099999999999996e-104	304
OG0000588	NP1_01137	A0A6H1Q4G8	TrEMBL	100	279	100	100	6.52e-205	568
OG0000589	HTCC1062_00519	Q4FNA7	TrEMBL	100	731	100	100	0	1471
OG0000590	HTCC1002_00662	Q4FN14	TrEMBL	100	270	100	100	1.3299999999999998e-179	504
OG0000591	NP1_00615	A0A6H1Q3D2	TrEMBL	100	81	100	100	3.3599999999999996e-43	144
OG0000592	HTCC1002_00928	Q1V1B0	TrEMBL	100	213	100	100	2.6199999999999997e-144	410
OG0000593	HTCC1002_00182	Q4FLN4	Swiss-Prot	100	118	100	100	1.99e-73	216
OG0000594	NP1_00018	A0A6H1Q058	TrEMBL	100	402	100	100	5.599999999999999e-268	738
OG0000595	NP1_00319	A0A6H1Q2J8	TrEMBL	100	793	100	99.9	0	1508
OG0000596	HTCC9565_01133	A0ABX1T3D6	TrEMBL	100	701	100	100	0	1254
OG0000597	HTCC9565_00342	A0ABX1T3D7	TrEMBL	100	251	100	100	2.9399999999999997e-178	499
OG0000598	NP1_00802	A0A6H1Q2B7	TrEMBL	100	114	100	100	1.0399999999999999e-68	211
OG0000599	HTCC9565_00593	A0ABX1T014	TrEMBL	100	106	100	100	8.23e-69	210
OG0000600	NP1_01046	A0A6H1Q2V6	TrEMBL	100	968	100	100	0	1940
OG0000601	HTCC9565_01048	A0ABX1T5A8	TrEMBL	100	176	100	100	7.829999999999999e-121	347
OG0000602	HTCC1062_00004	Q4FPN1	Swiss-Prot	100	313	100	100	1.1299999999999999e-218	600
OG0000603	HTCC9565_00425	A0ABX1T328	TrEMBL	100	282	100	100	1.84e-192	537
OG0000604	HTCC1002_00910	Q1V1C8	TrEMBL	100	200	100	100	7.33e-140	397
OG0000605	HTCC1002_00170	Q4FLM2	Swiss-Prot	100	97	100	100	2.5699999999999997e-66	197
OG0000606	HTCC9565_00901	A0ABX1T0V9	TrEMBL	100	415	100	100	3.1599999999999996e-292	801
OG0000607	AG-422-B15_00620	Q6UCR6	TrEMBL	100	123	100	100	1.27e-80	241
OG0000608	NP1_01038	A0A6H1Q374	TrEMBL	100	127	100	100	6.2e-83	248
OG0000609	HTCC1040_00933	Q4FLP7	TrEMBL	100	271	100	100	3.06e-190	531
OG0000610	HTCC1002_00780	Q4FNC6	TrEMBL	100	96	100	100	9.4e-59	184
OG0000611	NP1_01047	A0A6H1Q4J3	TrEMBL	100	425	100	100	1.1899999999999998e-292	803
OG0000612	AG-414-E02_00113	A0A383BJH2	TrEMBL	88.4	43	24.2	100	3.68e-16	78.2
OG0000613	AG-439-D15_00173	A4GJN3	TrEMBL	100	205	100	100	2.8599999999999993e-144	409
OG0000614	HTCC1013_00269	Q4FMW4	TrEMBL	100	418	100	100	6.029999999999999e-303	828
OG0000615	HTCC9565_00739	A0ABX1T4F8	TrEMBL	100	374	100	100	2.769999999999999e-247	684
OG0000616	HTCC1002_00127	Q1UZK1	TrEMBL	100	459	100	100	0	946
OG0000617	HTCC1062_00204	Q4FP63	TrEMBL	100	392	100	100	1.54e-285	782
OG0000618	HTCC9565_00568	A0ABX1SZY5	TrEMBL	100	347	100	100	2.4899999999999998e-250	689
OG0000619	HTCC1002_00156	Q4FLK8	Swiss-Prot	100	141	100	100	2.0699999999999998e-95	274
OG0000620	HTCC1002_00221	Q4FLS2	Swiss-Prot	100	156	100	100	5.49e-105	299
OG0000621	HTCC9565_00778	A0ABX1T0J4	TrEMBL	100	345	100	100	1.1699999999999998e-238	659
OG0000622	NP1_01258	A0A6H1Q5J9	TrEMBL	100	336	100	100	1.3999999999999998e-230	638
OG0000623	HTCC9565_00140	A0ABX1T1D2	TrEMBL	100	268	100	100	2.14e-184	516
OG0000624	HTCC1002_00960	Q4FNU5	TrEMBL	100	114	100	100	4.41e-79	237
OG0000625	HTCC9565_00417	A0ABX1SZJ7	TrEMBL	100	163	100	100	1.28e-115	333
OG0000626	NP1_00872	A0A6H1Q418	TrEMBL	100	287	100	100	2.9799999999999998e-205	570
OG0000627	HTCC1002_00855	Q1V1I4	TrEMBL	100	141	100	100	1.45e-90	268
OG0000628	HTCC1002_00173	Q4FLM5	Swiss-Prot	100	136	100	100	9.63e-94	269
OG0000629	AG-349-L17_00069	A4GJP0	TrEMBL	100	131	100	100	9.4e-89	263
OG0000630	HTCC1062_00195	Q4FP72	TrEMBL	100	321	100	100	1.18e-219	609
OG0000631	HTCC1062_00915	Q4FM69	TrEMBL	100	273	100	100	1.77e-190	531
OG0000632	HTCC1062_00931	Q4FM53	Swiss-Prot	100	330	100	100	1.7799999999999996e-235	644
OG0000633	HTCC1002_01192	Q1V0J6	TrEMBL	100	439	100	100	8.72e-305	845
OG0000634	HTCC1002_00622	Q4FMX5	TrEMBL	100	404	100	100	7.31e-305	834
OG0000635	NP1_01419	A0A6H1Q3Z8	TrEMBL	100	202	100	100	4.9499999999999996e-139	395
OG0000636	HTCC9565_01282	A0ABX1T3H8	TrEMBL	100	202	100	100	5.589999999999999e-145	410
OG0000637	HTCC1002_00379	Q1V2U7	TrEMBL	100	444	100	100	0	872
OG0000638	NP1_00240	A0A6H1Q2C3	TrEMBL	100	133	100	100	1.0899999999999998e-88	263
OG0000639	HTCC9565_01165	A0ABX1T1M8	TrEMBL	100	330	100	100	5.299999999999999e-232	641
OG0000640	HTCC1002_01249	Q1V0E1	TrEMBL	100	247	100	100	2.1599999999999996e-178	499
OG0000641	HTCC1002_00651	Q4FN04	TrEMBL	100	337	100	100	7e-236	652
OG0000642	NP1_00956	A0A6H1Q2M2	TrEMBL	100	213	100	100	1.21e-149	423
OG0000643	HTCC1016_01012	Q4FLN0	Swiss-Prot	100	184	100	100	3.29e-131	368
OG0000644	HTCC1002_00175	A0A6H1Q034	TrEMBL	100	78	100	100	5.0499999999999997e-48	155
OG0000645	HTCC9565_01067	A0ABX1T377	TrEMBL	100	63	100	100	1.8799999999999998e-32	115
OG0000646	HTCC1062_00302	Q4FNW5	TrEMBL	100	496	100	100	0	1016
OG0000647	HTCC9565_01291	A0ABX1T1Z2	TrEMBL	100	210	100	100	2.9599999999999995e-144	409
OG0000648	HTCC9565_00769	A0ABX1T3I1	TrEMBL	100	182	100	100	1.24e-120	347
OG0000649	HTCC1002_00123	Q1UZK5	TrEMBL	100	500	100	100	0	988
OG0000650	HTCC1002_00300	Q1UZ38	TrEMBL	100	419	100	98.4	3.869999999999999e-299	819
OG0000651	HTCC9565_00890	A0ABX1T3V7	TrEMBL	100	267	100	100	1.8199999999999996e-180	506
OG0000652	HTCC9565_00696	A0ABX1T2T9	TrEMBL	100	351	100	100	2.2399999999999997e-255	702
OG0000653	HTCC9565_00695	A0ABX1T260	TrEMBL	100	252	100	100	1.69e-173	487
OG0000654	HTCC9565_00422	A0ABX1T2K6	TrEMBL	100	849	100	100	0	1741
OG0000655	HTCC9565_00316	A0ABX1T1T0	TrEMBL	100	170	100	100	2.55e-114	330
OG0000656	LSUCC0530_00473	A0A845S9H7	TrEMBL	100	122	100	100	1.13e-78	236
OG0000657	NP1_00378	A0A6H1Q330	TrEMBL	100	256	100	100	9.489999999999998e-182	508
OG0000658	HTCC9565_00087	A0ABX1SYN8	TrEMBL	100	296	100	100	1.1099999999999998e-200	559
OG0000659	HTCC9565_01164	A0ABX1T3I4	TrEMBL	100	315	100	100	3.42e-225	623
OG0000660	HTCC1002_00644	Q1V232	TrEMBL	100	295	100	100	3.79e-212	588
OG0000661	HTCC1013_00181	A0A6H1Q309	TrEMBL	100	110	100	100	1.39e-71	218
OG0000662	ETNP2013_S02_SV82_300m_MAG_01_00268	A0A381SX22	TrEMBL	100	246	100	100	8.139999999999999e-178	497
OG0000663	HTCC9565_00602	A0ABX1T1H6	TrEMBL	100	115	100	100	2.55e-74	225
OG0000664	HTCC1002_00395	Q4FM89	TrEMBL	100	202	100	100	1.3199999999999998e-143	407
OG0000665	NP1_00271	A0A6H1Q229	TrEMBL	100	100	100	100	2.0099999999999995e-55	176
OG0000666	NP1_00178	A0A6H1Q0B6	TrEMBL	100	336	100	100	3.739999999999999e-235	650
OG0000667	HTCC1062_00086	Q4FPI2	TrEMBL	100	141	100	100	3.5700000000000004e-91	270
OG0000668	HTCC9565_00255	A0ABX1T2L2	TrEMBL	100	434	100	100	5.890000000000001e-305	845
OG0000669	HTCC9565_00900	A0ABX1T2S1	TrEMBL	100	244	100	100	1.8999999999999996e-166	468
OG0000670	HTCC1062_00243	Q4FP24	TrEMBL	100	108	100	100	5.970000000000001e-63	196
OG0000671	HTCC9565_01246	A0ABX1T1V6	TrEMBL	100	484	100	100	0	940
OG0000672	NP1_00584	A0A6H1Q1Z8	TrEMBL	100	383	100	100	6.49e-262	721
OG0000673	NP1_00895	A0A6H1Q2G5	TrEMBL	100	333	100	100	6.41e-230	636
OG0000674	AG-917-K06_01085	A4GJZ7	TrEMBL	100	203	100	100	8.86e-138	392
OG0000675	HTCC1002_00118	Q1UZL0	TrEMBL	100	645	100	100	0	1294
OG0000676	HTCC9565_00800	A0ABX1T4L4	TrEMBL	100	255	100	100	3.53e-172	484
OG0000677	HTCC1002_00754	Q1V1S9	TrEMBL	100	366	100	100	1.77e-255	704
OG0000678	HTCC1002_00937	Q4FNS3	Swiss-Prot	100	274	100	100	3.7199999999999994e-193	532
OG0000679	NP1_00089	A0A6H1Q1K7	TrEMBL	100	236	100	100	1.01e-157	446
OG0000680	HTCC9565_00700	A0ABX1T275	TrEMBL	100	225	100	100	4.88e-155	438
OG0000681	HTCC1002_00374	Q4FM68	Swiss-Prot	100	283	100	100	2.3899999999999997e-189	523
OG0000682	HTCC9565_01115	A0ABX1T517	TrEMBL	100	585	100	100	0	1157
OG0000683	HTCC9565_00049	A0ABX1T0C4	TrEMBL	100	310	100	100	7.329999999999999e-213	591
OG0000684	NP1_00062	A0A6H1Q161	TrEMBL	100	227	100	100	3.599999999999999e-167	469
OG0000685	NP1_00057	A0A6H1Q1V0	TrEMBL	100	237	100	100	8.029999999999999e-160	451
OG0000686	HTCC1002_01081	Q4FP65	TrEMBL	100	183	100	100	6.339999999999998e-119	343
OG0000687	HTCC1002_01109	Q1V0S9	TrEMBL	100	391	100	100	3.2599999999999997e-220	617
OG0000688	HTCC9565_00006	A0ABX1T1X6	TrEMBL	100	124	100	100	7.289999999999999e-94	275
OG0000689	HTCC1002_01296	Q4FKX1	TrEMBL	100	84	100	100	5.199999999999999e-55	174
OG0000690	NP1_00503	A0A6H1Q157	TrEMBL	100	220	100	98.2	6.109999999999999e-152	430
OG0000691	HTCC1002_01194	Q4FPH8	TrEMBL	100	145	100	100	4.1199999999999996e-92	272
OG0000692	NP1_01132	A0A6H1Q346	TrEMBL	100	420	100	100	7.5499999999999996e-298	815
OG0000693	HTCC1002_00879	Q1V1G0	TrEMBL	100	251	100	100	1.9099999999999997e-174	489
OG0000694	HTCC1062_00428	Q4FNJ1	TrEMBL	100	826	100	100	0	1625
OG0000695	HTCC1002_00631	Q1V245	TrEMBL	100	290	100	100	3.32e-199	555
OG0000696	HTCC1062_00914	Q4FM70	TrEMBL	100	1138	100	100	0	2201
OG0000697	NP1_00157	A0A6H1Q0I7	TrEMBL	100	329	100	100	5.329999999999999e-236	651
OG0000698	HTCC9565_01359	A0ABX1T579	TrEMBL	100	184	100	100	3.02e-122	352
OG0000699	NP1_01418	A0A6H1Q4U3	TrEMBL	100	155	100	100	3.0699999999999995e-110	319
OG0000700	HTCC9565_01285	A0ABX1T3V1	TrEMBL	100	173	100	100	9.59e-125	357
OG0000701	HTCC9565_01267	A0ABX1T3G3	TrEMBL	100	410	100	100	1.8899999999999998e-270	745
OG0000702	HTCC9565_01239	A0ABX1T4W0	TrEMBL	100	100	100	100	3.89e-62	193
OG0000703	HTCC1062_00951	Q4FM32	TrEMBL	100	167	100	100	2.37e-113	328
OG0000704	HTCC9565_01197	A0ABX1T3L5	TrEMBL	100	94	100	100	1.1099999999999999e-56	179
OG0000705	HTCC9565_00675	A0ABX1T4A6	TrEMBL	100	165	100	100	2.78e-111	322
OG0000706	HTCC9565_00261	A0ABX1SZ53	TrEMBL	100	287	100	100	5.77e-203	564
OG0000707	NP1_00967	A0A6H1Q2N0	TrEMBL	100	207	100	100	3.4799999999999997e-146	414
OG0000708	HTCC9565_00398	A0ABX1T1C8	TrEMBL	100	136	100	100	1.17e-89	265
OG0000709	HTCC1002_00177	Q4FLM9	Swiss-Prot	100	82	100	100	4.38e-49	152
OG0000710	HTCC1002_00537	Q4FMN2	TrEMBL	100	141	100	100	6.41e-94	276
OG0000711	HTCC1002_00757	Q1V1S6	TrEMBL	100	143	100	100	3.29e-97	285
OG0000712	HTCC1002_00259	Q1UZ75	TrEMBL	100	92	100	100	1.2100000000000002e-59	186
OG0000713	HTCC1002_00224	Q1UZB0	TrEMBL	100	200	100	100	4.76e-136	388
OG0000714	NP1_00214	A0A6H1Q1J7	TrEMBL	100	204	100	100	8.189999999999999e-139	395
OG0000715	HTCC1002_00254	Q1UZ80	TrEMBL	100	340	100	100	2.9999999999999996e-243	671
OG0000716	HTCC9565_01114	A0ABX1T3X1	TrEMBL	100	173	100	100	4.919999999999999e-118	340
OG0000717	NP1_01156	A0A6H1Q2W4	TrEMBL	100	283	100	100	7.86e-199	553
OG0000718	NP1_00937	A0A6H1Q4N2	TrEMBL	100	189	100	100	1.5400000000000002e-122	353
OG0000719	HTCC1002_01135	Q1V0Q3	TrEMBL	100	579	100	100	0	1069
OG0000720	HTCC9565_00630	A0ABX1T461	TrEMBL	100	217	100	100	3.71e-146	415
OG0000721	HTCC1002_00142	Q4FLJ9	TrEMBL	100	256	100	100	1.1599999999999999e-191	533
OG0000722	HTCC1062_00232	Q4FP35	Swiss-Prot	100	185	100	100	3.38e-120	340
OG0000723	HTCC1002_00276	Q1UZ60	TrEMBL	100	254	100	98.4	2.5899999999999997e-179	502
OG0000724	HTCC9565_01137	A0ABX1T1I8	TrEMBL	100	334	100	100	1.4199999999999998e-238	658
OG0000725	HTCC1002_01190	Q4FPH4	TrEMBL	100	256	100	100	5.96e-185	516
OG0000726	AG-422-B15_00624	A4GJK5	TrEMBL	100	168	100	100	8.219999999999999e-110	319
OG0000727	HTCC9565_01173	A0ABX1T367	TrEMBL	100	513	100	100	0	1041
OG0000728	HTCC1002_00964	Q4FNU9	TrEMBL	100	118	100	100	2.07e-79	238
OG0000729	HTCC1013_00476	Q4FNG6	TrEMBL	100	86	100	90.5	2.11e-50	162
OG0000730	HTCC1002_00397	Q4FM91	Swiss-Prot	100	122	100	100	9.34e-83	240
OG0000731	HTCC1062_00905	Q4FM79	TrEMBL	100	497	100	100	0	942
OG0000732	HTCC1013_00879	Q4FLU8	TrEMBL	100	125	100	100	4.23e-80	240
OG0000733	HTCC1016_00665	Q4FMP1	TrEMBL	100	72	100	100	9.95e-41	137
OG0000734	HTCC1062_01087	Q4FLQ3	TrEMBL	100	428	100	100	2.19e-301	825
OG0000735	HTCC1062_01042	Q4FLU7	TrEMBL	100	102	100	100	1.06e-60	189
OG0000736	HTCC9565_00839	A0ABX1T0Q4	TrEMBL	100	432	100	100	1.48e-301	826
OG0000737	HTCC1013_01206	Q4FKX2	TrEMBL	100	98	100	100	4.24e-65	200
OG0000738	HTCC1002_01108	Q1V0T0	TrEMBL	100	294	100	100	1.6699999999999998e-210	584
OG0000739	NP1_00301	A0A6H1Q2W0	TrEMBL	100	248	100	100	8.05e-170	477
OG0000740	HTCC9565_00779	A0ABX1T2E1	TrEMBL	100	405	100	100	7.230000000000001e-277	761
OG0000741	NP1_00759	A0A6H1Q1U3	TrEMBL	100	209	100	100	3.4699999999999997e-147	417
OG0000742	HTCC1062_00527	Q4FN99	Swiss-Prot	100	357	100	100	3.63e-244	668
OG0000743	HTCC9565_00408	A0ABX1T1C1	TrEMBL	100	383	100	100	1.3699999999999999e-263	726
OG0000744	NP1_00322	A0A6H1Q0Y4	TrEMBL	100	486	100	100	3.76e-304	837
OG0000745	NP1_00003	A0A6H1Q1C3	TrEMBL	100	129	100	100	2.41e-81	244
OG0000746	NP1_00511	A0A6H1Q337	TrEMBL	100	814	100	100	0	1598
OG0000747	HTCC1002_01324	Q1V067	TrEMBL	100	415	100	100	6.49e-301	823
OG0000748	HTCC9565_00030	A0ABX1T2K3	TrEMBL	100	163	100	100	5.199999999999999e-106	309
OG0000749	HTCC1062_00954	Q4FM29	TrEMBL	100	451	100	100	0	867
OG0000750	NP1_00232	A0A6H1Q0G5	TrEMBL	100	246	100	100	1.9e-167	471
OG0000751	NP1_00231	A0A6H1Q125	TrEMBL	100	236	100	100	3.1599999999999997e-161	454
OG0000752	HTCC9565_00684	A0ABX1T0A3	TrEMBL	100	424	100	100	1.13e-301	825
OG0000753	NP1_01166	A0A6H1Q2X3	TrEMBL	100	326	100	100	1.1099999999999997e-231	640
OG0000754	HTCC9565_00423	A0ABX1T1D5	TrEMBL	100	153	100	100	1.25e-99	292
OG0000755	HTCC1016_00367	Q4FNI6	TrEMBL	100	295	100	100	7.8799999999999995e-205	570
OG0000756	HTCC9565_00596	A0ABX1T032	TrEMBL	100	168	100	100	5.729999999999998e-101	296
OG0000757	HTCC9565_00460	A0ABX1SZP0	TrEMBL	100	540	100	100	0	1094
OG0000758	HTCC9565_00043	A0ABX1SYJ6	TrEMBL	100	310	100	100	3.89e-208	579
OG0000759	HTCC9565_01190	A0ABX1T380	TrEMBL	100	164	100	100	7.099999999999999e-109	316
OG0000760	HTCC9565_00753	A0ABX1T3G5	TrEMBL	100	124	100	100	1.4199999999999998e-82	246
OG0000761	HTCC9565_01087	A0ABX1T390	TrEMBL	100	270	100	100	1.84e-186	521
OG0000762	NP1_00576	A0A6H1Q1M0	TrEMBL	100	145	100	100	2.1299999999999998e-94	278
OG0000763	LSUCC0530_00410	A0A964UY24	TrEMBL	100	76	100	100	8.53e-46	150
OG0000764	HTCC1013_00969	Q4FLK9	Swiss-Prot	100	229	100	100	2.7099999999999993e-159	442
OG0000765	NP1_00882	A0A6H1Q428	TrEMBL	100	142	100	100	6.91e-94	276
OG0000766	NP1_00048	A0A6H1Q0K5	TrEMBL	100	298	100	100	4.789999999999999e-212	588
OG0000767	HTCC1002_00326	Q1UZ13	TrEMBL	100	346	100	100	3.829999999999999e-249	686
OG0000768	HTCC9565_00052	A0ABX1SYK4	TrEMBL	100	152	100	100	4.0200000000000006e-91	270
OG0000769	HTCC1002_00140	Q4FLJ7	Swiss-Prot	100	260	100	100	3.9999999999999997e-181	500
OG0000770	HTCC9565_01006	A0ABX1T323	TrEMBL	100	80	100	100	5.819999999999999e-48	155
OG0000771	NP1_01086	A0A6H1Q2Z7	TrEMBL	100	153	100	100	9.56e-104	302
OG0000772	HTCC9565_01052	A0ABX1T359	TrEMBL	100	121	100	100	5.38e-63	197
OG0000773	NP1_00230	A0A6H1Q2B2	TrEMBL	100	68	100	100	4.7499999999999996e-35	122
OG0000774	HTCC1002_00966	Q4FNV1	TrEMBL	100	86	100	100	7.85e-60	186
OG0000775	HTCC9565_00513	A0ABX1T2V9	TrEMBL	100	272	100	100	6.479999999999999e-197	548
OG0000776	HTCC1002_00465	Q1V2L2	TrEMBL	100	377	100	100	1.14e-268	738
OG0000777	HTCC9565_01160	A0ABX1T574	TrEMBL	100	705	100	100	0	1410
OG0000778	NP1_01303	A0A6H1Q4I5	TrEMBL	100	413	100	100	2.17e-305	857
OG0000779	HTCC9565_01008	A0ABX1T190	TrEMBL	100	430	100	100	6.5499999999999986e-304	832
OG0000780	HTCC9565_00115	A0ABX1SYR9	TrEMBL	100	440	100	100	0	868
OG0000781	HTCC9565_00931	A0ABX1T2V2	TrEMBL	100	235	100	100	2.4699999999999997e-153	434
OG0000782	NP1_00291	A0A6H1Q0Y5	TrEMBL	100	183	100	100	1.5599999999999995e-119	345
OG0000783	HTCC1013_00009	Q1V2X1	TrEMBL	100	246	100	100	1.8399999999999998e-174	489
OG0000784	HTCC1062_00960	Q4FM24	TrEMBL	100	426	100	100	1.6699999999999998e-304	833
OG0000785	HTCC1002_00868	Q1V1H1	TrEMBL	100	38	100	100	1.7e-20	83.6
OG0000786	HTCC9565_01042	A0ABX1T194	TrEMBL	100	248	100	100	9.499999999999999e-178	497
OG0000787	HTCC1002_00408	Q1V2S1	TrEMBL	100	183	100	100	7.46e-127	363
OG0000788	HTCC9565_00664	A0ABX1T232	TrEMBL	100	311	100	100	1.91e-204	570
OG0000789	NP1_01114	A0A6H1Q366	TrEMBL	100	226	100	100	1.7099999999999997e-160	452
OG0000790	HTCC9565_01204	A0ABX1T399	TrEMBL	100	316	100	100	3.0399999999999993e-224	620
OG0000791	HTCC1062_01031	Q4FLV8	TrEMBL	100	300	100	100	4.339999999999999e-200	558
OG0000792	HTCC9565_00051	A0ABX1T226	TrEMBL	100	91	100	100	4.269999999999999e-55	174
OG0000793	HTCC9565_01226	A0ABX1T5D2	TrEMBL	100	381	100	100	3.91e-262	722
OG0000794	NP1_00235	A0A6H1Q1L8	TrEMBL	100	577	100	100	0	1142
OG0000795	HTCC9565_01199	A0ABX1T1U6	TrEMBL	100	254	100	100	3.659999999999999e-169	476
OG0000796	HTCC9565_01140	A0ABX1T337	TrEMBL	100	63	100	100	7.029999999999999e-37	126
OG0000797	HTCC1002_00677	Q4FN29	TrEMBL	100	148	100	100	2.89e-73	225
OG0000798	HTCC1002_00647	Q1V229	TrEMBL	100	887	100	100	0	1718
OG0000799	HTCC9565_00452	A0ABX1T2P1	TrEMBL	100	167	100	100	1.3799999999999998e-121	348
OG0000800	HTCC9565_01101	A0ABX1T1G0	TrEMBL	100	472	100	100	0	897
OG0000801	HTCC1002_00010	Q1UZX1	TrEMBL	100	339	100	100	3.78e-241	665
OG0000802	NP1_00229	A0A6H1Q0P8	TrEMBL	100	73	100	100	7.79e-43	142
OG0000803	HTCC9565_01194	A0ABX1T5A2	TrEMBL	100	202	100	100	1.26e-141	402
OG0000804	HTCC1013_00882	Q4FLU5	Swiss-Prot	100	60	100	100	1.0699999999999998e-37	122
OG0000805	HTCC1002_01159	Q1V0M9	TrEMBL	100	358	100	100	2.0200000000000002e-266	731
OG0000806	HTCC1002_00489	Q1V2I8	TrEMBL	100	334	100	100	8.929999999999999e-242	666
OG0000807	HTCC1002_00144	Q4FLK1	TrEMBL	100	249	100	100	6.929999999999998e-176	493
OG0000808	HTCC1002_00410	Q1V2R9	TrEMBL	100	141	100	100	1.99e-97	285
OG0000809	HTCC1002_00270	Q1UZ65	TrEMBL	100	93	100	100	7.56e-59	184
OG0000810	HTCC1002_01137	Q4FPC1	TrEMBL	100	134	100	100	1.3699999999999999e-87	260
OG0000811	HTCC1002_01127	Q1V0R1	TrEMBL	100	150	100	100	5.13e-93	275
OG0000812	HTCC1002_00794	Q1V1P0	TrEMBL	100	465	100	100	0	915
OG0000813	HTCC1062_00596	Q4FN35	Swiss-Prot	100	207	100	100	1.4699999999999999e-143	401
OG0000814	HTCC9565_00293	A0ABX1SZ77	TrEMBL	100	428	100	100	7.309999999999999e-300	821
OG0000815	HTCC1002_00603	Q1V273	TrEMBL	100	414	100	100	1.23e-305	845
OG0000816	HTCC9565_01331	A0ABX1T3K4	TrEMBL	100	292	100	100	3.9299999999999995e-208	578
OG0000817	NP1_01264	A0A6H1Q4T8	TrEMBL	100	431	100	100	2.4699999999999997e-304	833
OG0000818	HTCC9565_00594	A0ABX1T1W2	TrEMBL	100	162	100	100	1.6799999999999997e-106	310
OG0000819	HTCC9565_01010	A0ABX1T166	TrEMBL	100	232	100	100	7.769999999999999e-160	451
OG0000820	NP1_00303	A0A6H1Q100	TrEMBL	100	471	100	100	0	874
OG0000821	NP1_00155	A0A6H1Q0V6	TrEMBL	100	222	100	100	3.569999999999999e-151	428
OG0000822	HTCC9565_01119	A0ABX1T1H5	TrEMBL	100	243	100	100	7.229999999999999e-175	489
OG0000823	HTCC1013_01357	Q4FPC8	TrEMBL	100	220	100	100	4.379999999999999e-160	450
OG0000824	AG-422-C21_01212	Q6UCS2	TrEMBL	100	97	100	93.3	2.54e-58	183
OG0000825	HTCC1002_00570	Q4FMR5	Swiss-Prot	100	121	100	100	1.9700000000000002e-79	232
