Orthogroup	gene_id	genome	Accession_number	db_source	structure_match_type	pident	qcovhsp	scovhsp	evalue	bitscore	afdb_available	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME
OG0001362	HTCC1002_00486	HTCC1002	Q1V2J1	TrEMBL	Close sequence match	100	100	100	3.09e-238	656	TRUE	NA	NA	NA	NA	NA
OG0001362	NP1_00413	NP1	A0A6H1Q2G6	TrEMBL	Close sequence match	100	95	99.7	2.3e-231	638	TRUE	NA	NA	NA	NA	NA
OG0001363	HTCC8051_00479	HTCC8051	A0A382K470	TrEMBL	Homologous structure reference	76.4	99.4	100	1.28e-218	610	TRUE	NA	NA	COG5485	SnoaL	Secondary metabolites biosynthesis, transport and catabolism
OG0001363	AG-404-P13_00921	AG-404-P13	A0A5B2VXY7	TrEMBL	Homologous structure reference	45	82	84.3	3e-84	268	TRUE	NA	NA	COG5485	SnoaL	Secondary metabolites biosynthesis, transport and catabolism
OG0001363	HIMB123_01320	HIMB123	A0A1W2D2F5	TrEMBL	Homologous structure reference	44.8	81.7	85.1	1.32e-85	272	TRUE	NA	NA	COG5485	SnoaL	Secondary metabolites biosynthesis, transport and catabolism
OG0001363	AG-457-B14_00195	AG-457-B14	A0A3S8U3Q5	TrEMBL	Homologous structure reference	44.2	80.1	84.2	1e-79	257	TRUE	NA	NA	COG5485	SnoaL	Secondary metabolites biosynthesis, transport and catabolism
OG0001364	HIMB1526_00474	HIMB1526	A0A1H1JW49	TrEMBL	Homologous structure reference	50.4	96.2	82.6	2.4e-95	294	TRUE	NA	NA	COG5285	PhyH	Secondary metabolites biosynthesis, transport and catabolism
OG0001364	HIMB1526_00474	HIMB1526	A0A656QRW0	TrEMBL	Homologous structure reference	48.9	96.2	82.6	5.84e-91	283	TRUE	NA	NA	COG5285	PhyH	Secondary metabolites biosynthesis, transport and catabolism
OG0001364	HIMB1526_00474	HIMB1526	A0A158CFX7	TrEMBL	Homologous structure reference	47.9	96.2	85.1	8.53e-91	282	TRUE	NA	NA	COG5285	PhyH	Secondary metabolites biosynthesis, transport and catabolism
OG0001364	HIMB1526_00474	HIMB1526	A0AA37IAN1	TrEMBL	Homologous structure reference	47.1	96.2	82.8	5.66e-91	283	TRUE	NA	NA	COG5285	PhyH	Secondary metabolites biosynthesis, transport and catabolism
OG0001365	AG-337-G06_00486	AG-337-G06	A0A4Q1KC10	TrEMBL	Homologous structure reference	62.3	98.1	99	2.5e-90	273	TRUE	NA	NA	COG0637	YcjU	Carbohydrate transport and metabolism
OG0001365	AG-337-G06_00486	AG-337-G06	A0A844GC92	TrEMBL	Homologous structure reference	62.2	99.1	98.6	1.95e-90	273	TRUE	NA	NA	COG0637	YcjU	Carbohydrate transport and metabolism
OG0001365	AG-337-G06_00486	AG-337-G06	A0AAP4Q0R0	TrEMBL	Homologous structure reference	61.6	96.2	96.7	2.58e-90	273	TRUE	NA	NA	COG0637	YcjU	Carbohydrate transport and metabolism
OG0001365	AG-337-G06_00486	AG-337-G06	D4H583	TrEMBL	Homologous structure reference	61.5	98.6	97.7	2.02e-90	273	TRUE	NA	NA	COG0637	YcjU	Carbohydrate transport and metabolism
OG0001365	AG-337-G06_00486	AG-337-G06	A0A345D9B4	TrEMBL	Homologous structure reference	61.4	98.1	98.1	2.19e-89	271	TRUE	NA	NA	COG0637	YcjU	Carbohydrate transport and metabolism
OG0001366	HIMB1488_00011	HIMB1488	A0A0R2U274	TrEMBL	Close sequence match	93.9	90.1	98.4	2.34e-150	429	TRUE	K05801	DnaJ like chaperone protein	COG1076	DjlA	Posttranslational modification, protein turnover, chaperones
OG0001367	HTCC1062_01343	HTCC1062	Q4FL02	TrEMBL	Close sequence match	100	100	100	3.72e-91	290	TRUE	NA	NA	COG1196	Smc	Cell cycle control, cell division, chromosome partitioning
OG0001367	HTCC1002_01327	HTCC1002	Q1V064	TrEMBL	Close sequence match	100	100	100	1.67e-89	285	TRUE	NA	NA	COG1196	Smc	Cell cycle control, cell division, chromosome partitioning
OG0001369	HTCC1002_00840	HTCC1002	Q1V1J8	TrEMBL	Close sequence match	100	100	100	9.58e-204	566	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001369	HTCC1013_00495	HTCC1013	Q4FNI2	TrEMBL	Close sequence match	100	100	100	5.54e-203	565	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001369	NP1_00841	NP1	A0A6H1Q2B6	TrEMBL	Close sequence match	100	100	100	2.26e-202	563	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001370	SAG-MED01_01184	SAG-MED01	A0A075GFR4	TrEMBL	Close sequence match	98.2	100	100	8.66e-67	206	TRUE	NA	NA	NA	NA	NA
OG0001370	ME-31_00091	ME-31	A0A966HKP3	TrEMBL	Close sequence match	95.7	100	100	3.6e-70	214	TRUE	NA	NA	NA	NA	NA
OG0001371	HTCC1062_01238	HTCC1062	Q4FLA8	TrEMBL	Close sequence match	100	100	100	3.75e-177	494	TRUE	NA	NA	COG1262	YfmG	Posttranslational modification, protein turnover, chaperones
OG0001371	HTCC1002_00022	HTCC1002	Q1UZV9	TrEMBL	Close sequence match	100	100	100	2.17e-176	493	TRUE	NA	NA	COG1262	YfmG	Posttranslational modification, protein turnover, chaperones
OG0001371	ME-31_00085	ME-31	A0A966M1Q6	TrEMBL	Close sequence match	94.3	100	100	6.18e-159	448	TRUE	NA	NA	COG1262	YfmG	Posttranslational modification, protein turnover, chaperones
OG0001372	AG-899-O02_01074	AG-899-O02	A0A101KN66	TrEMBL	Homologous structure reference	48.1	86.7	88.1	2e-10	59.7	TRUE	NA	NA	NA	NA	NA
OG0001372	AG-896-F06_00107	AG-896-F06	A0AB36R0J9	TrEMBL	Homologous structure reference	44.4	98.4	99.5	1.59e-99	310	TRUE	NA	NA	COG1680	AmpC	Defense mechanisms
OG0001372	AH-287-F15_00638	AH-287-F15	E7C8N4	TrEMBL	Homologous structure reference	44.1	95.9	97.9	1.93e-97	304	TRUE	NA	NA	COG1680	AmpC	Defense mechanisms
OG0001372	AG-905-M05_01058	AG-905-M05	A0A271K6H6	TrEMBL	Homologous structure reference	43.9	98.4	98.9	9.85e-95	297	TRUE	NA	NA	COG1680	AmpC	Defense mechanisms
OG0001373	AG-457-M14_00690	AG-457-M14	A0A6L8LEJ0	TrEMBL	Homologous structure reference	81.4	100	100	1.4e-123	356	TRUE	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	COG0605	SodA	Inorganic ion transport and metabolism
OG0001373	AG-457-M14_00690	AG-457-M14	A0A099F0N5	TrEMBL	Homologous structure reference	80.4	100	100	1.63e-122	353	TRUE	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	COG0605	SodA	Inorganic ion transport and metabolism
OG0001373	AG-457-M14_00690	AG-457-M14	A0A521DZP2	TrEMBL	Homologous structure reference	80.4	100	100	1.63e-122	353	TRUE	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	COG0605	SodA	Inorganic ion transport and metabolism
OG0001374	AG-422-C20_00480	AG-422-C20	A0A382IUM7	TrEMBL	Homologous structure reference	45.4	98.8	98.8	9.47e-33	123	TRUE	NA	NA	NA	NA	NA
OG0001375	AG-911-E02_00989	AG-911-E02	A0A2N3KW78	TrEMBL	Homologous structure reference	44	97.1	97.4	8.49e-73	233	TRUE	NA	NA	COG1305	YebA	Posttranslational modification, protein turnover, chaperones
OG0001375	AG-422-C21_00417	AG-422-C21	A0A853L3Z2	TrEMBL	Homologous structure reference	43.8	97.1	97.4	1.17e-72	233	TRUE	NA	NA	COG1305	YebA	Posttranslational modification, protein turnover, chaperones
OG0001375	AG-337-G06_00141	AG-337-G06	A0A085U154	TrEMBL	Homologous structure reference	43.8	97.1	97.4	1.55e-72	233	TRUE	NA	NA	COG1305	YebA	Posttranslational modification, protein turnover, chaperones
OG0001376	NP1_00779	NP1	A0A6H1Q1W6	TrEMBL	Close sequence match	100	97.7	100	7.21e-248	682	TRUE	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	COG0270	Dcm	Replication, recombination and repair
OG0001377	NP1_00194	NP1	A0A6H1Q0C3	TrEMBL	Close sequence match	100	100	100	0	1092	TRUE	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	COG0608	RecJ	Replication, recombination and repair
OG0001377	HTCC1002_00267	HTCC1002	Q1UZ68	TrEMBL	Close sequence match	100	100	100	0	1091	TRUE	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	COG0608	RecJ	Replication, recombination and repair
OG0001377	HTCC1062_01017	HTCC1062	Q4FLX1	TrEMBL	Close sequence match	100	100	100	0	1088	TRUE	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	COG0608	RecJ	Replication, recombination and repair
OG0001378	HTCC1062_00048	HTCC1062	Q4FPQ0	TrEMBL	Close sequence match	100	100	100	1.32e-71	218	TRUE	NA	NA	NA	NA	NA
OG0001378	NP1_01242	NP1	A0A6H1Q569	TrEMBL	Close sequence match	100	100	100	1.32e-71	218	TRUE	NA	NA	NA	NA	NA
OG0001378	NP1_01233	NP1	A0A6H1Q3E2	TrEMBL	Close sequence match	100	100	100	1.87e-71	218	TRUE	NA	NA	NA	NA	NA
OG0001378	HTCC1002_01235	HTCC1002	Q1V0F3	TrEMBL	Close sequence match	100	100	100	2.66e-71	217	TRUE	NA	NA	NA	NA	NA
OG0001379	ETNP2013_S02_SV82_300m_MAG_01_00325	ETNP2013_S02_SV82_300m_MAG_01	A0A381S5C4	TrEMBL	Close sequence match	98.4	83.1	83.1	7.6e-36	125	TRUE	NA	NA	NA	NA	NA
OG0001380	AG-464-P13_00645	AG-464-P13	A0A382G1N9	TrEMBL	Homologous structure reference	61.5	100	98	5.55e-43	148	TRUE	NA	NA	NA	NA	NA
OG0001381	AG-447-N21_00193	AG-447-N21	A0A381TZX3	TrEMBL	Close sequence match	90.7	94.4	100	1.09e-213	596	TRUE	K23535	general nucleoside transport system permease protein	COG4603	NupP	Nucleotide transport and metabolism
OG0001382	AG-896-F06_01331	AG-896-F06	A0A381U3I6	TrEMBL	Homologous structure reference	87.6	100	100	5.6e-228	633	TRUE	K07335	basic membrane protein A and related proteins	COG1744	Med	Signal transduction mechanisms
OG0001382	AG-414-B08_01172	AG-414-B08	A0A640VJZ1	TrEMBL	Homologous structure reference	87.4	99.7	99.1	3.19e-200	561	TRUE	K07335	basic membrane protein A and related proteins	COG1744	Med	Signal transduction mechanisms
OG0001382	AG-414-B08_01172	AG-414-B08	A0A037ZJJ6	TrEMBL	Homologous structure reference	86.8	99.7	99.4	1.25e-199	559	TRUE	K07335	basic membrane protein A and related proteins	COG1744	Med	Signal transduction mechanisms
OG0001382	AG-414-B08_01172	AG-414-B08	A0A9Q3WF34	TrEMBL	Homologous structure reference	86.8	97.6	100	7.38e-199	557	TRUE	K07335	basic membrane protein A and related proteins	COG1744	Med	Signal transduction mechanisms
OG0001383	MED602_00091	MED602	A0A0H4J1F3	TrEMBL	Homologous structure reference	51.2	89.6	91.1	7.35e-178	524	TRUE	NA	NA	COG0366	AmyA	Carbohydrate transport and metabolism
OG0001383	MED602_00091	MED602	B6BVX9	TrEMBL	Homologous structure reference	51	89.6	91.1	2.27e-179	528	TRUE	NA	NA	COG0366	AmyA	Carbohydrate transport and metabolism
OG0001383	AG-894-A09_00495	AG-894-A09	A0A5R9IPE2	TrEMBL	Homologous structure reference	47.7	90.3	92	4.54e-175	517	TRUE	NA	NA	COG0366	AmyA	Carbohydrate transport and metabolism
OG0001383	AG-894-A09_00495	AG-894-A09	A0A2K8KNA6	TrEMBL	Homologous structure reference	47.5	89.6	90.1	6.41e-172	509	TRUE	NA	NA	COG0366	AmyA	Carbohydrate transport and metabolism
OG0001383	AG-894-A09_00495	AG-894-A09	A0A3A3EIP2	TrEMBL	Homologous structure reference	47	89.6	90.5	4.58e-170	505	TRUE	NA	NA	COG0366	AmyA	Carbohydrate transport and metabolism
OG0001384	HTCC1002_00057	HTCC1002	Q1UZS5	TrEMBL	Close sequence match	100	100	100	1.94e-97	285	TRUE	NA	NA	COG3791	NA	Function unknown
OG0001385	HTCC1062_01205	HTCC1062	Q4FLE0	TrEMBL	Close sequence match	100	100	100	2.89e-89	264	TRUE	NA	NA	COG0537	HinT	Nucleotide transport and metabolism
OG0001385	HTCC1002_00053	HTCC1002	Q1UZS9	TrEMBL	Close sequence match	100	100	100	4.1e-89	264	TRUE	NA	NA	COG0537	HinT	Nucleotide transport and metabolism
OG0001385	NP1_00028	NP1	A0A6H1Q069	TrEMBL	Close sequence match	100	99.2	100	7.14e-87	258	TRUE	NA	NA	COG0537	HinT	Nucleotide transport and metabolism
OG0001386	AG-896-C18_00008	AG-896-C18	A0A150WTR1	TrEMBL	Homologous structure reference	50.8	99.6	99.2	3.36e-83	259	TRUE	NA	NA	COG2175	TauD	Secondary metabolites biosynthesis, transport and catabolism
OG0001386	AG-894-B06_00114	AG-894-B06	A0A511QEN7	TrEMBL	Homologous structure reference	45.6	91.8	90.8	2.06e-94	296	TRUE	NA	NA	COG2175	TauD	Secondary metabolites biosynthesis, transport and catabolism
OG0001386	AG-905-M05_00732	AG-905-M05	A0A6J7E8E4	TrEMBL	Homologous structure reference	45.1	91.8	91.6	5.66e-94	294	TRUE	NA	NA	COG2175	TauD	Secondary metabolites biosynthesis, transport and catabolism
OG0001387	NP1_00414	NP1	A0A6H1Q165	TrEMBL	Close sequence match	100	100	100	3.79e-166	468	TRUE	NA	NA	NA	NA	NA
OG0001387	HTCC1062_00804	HTCC1062	Q4FMH7	TrEMBL	Close sequence match	100	84.1	100	1.7e-128	370	TRUE	NA	NA	NA	NA	NA
OG0001388	AG-447-L10_00562	AG-447-L10	A0A381TYG9	TrEMBL	Homologous structure reference	80.6	94.8	99.7	3.9e-135	394	TRUE	K23536	general nucleoside transport system permease protein	COG1079	NupQ	Nucleotide transport and metabolism
OG0001388	AG-894-L17_00406	AG-894-L17	A0A8G2BDP1	TrEMBL	Homologous structure reference	57.9	94.2	95.4	4.62e-110	331	TRUE	K23536	general nucleoside transport system permease protein	COG1079	NupQ	Nucleotide transport and metabolism
OG0001388	AG-337-G11_00960	AG-337-G11	A0A822UYL7	TrEMBL	Homologous structure reference	57.3	94.2	95.1	8.42e-106	320	TRUE	K23536	general nucleoside transport system permease protein	COG1079	NupQ	Nucleotide transport and metabolism
OG0001388	AG-426-F15_00017	AG-426-F15	A0A0M2RG78	TrEMBL	Homologous structure reference	57.2	94.2	95.4	8.7e-108	325	TRUE	K23536	general nucleoside transport system permease protein	COG1079	NupQ	Nucleotide transport and metabolism
OG0001389	AG-337-G04_00584	AG-337-G04	A0A1U7JIW8	TrEMBL	Homologous structure reference	33.7	91.6	94.9	1.61e-27	118	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0001389	AG-900-I19_00767	AG-900-I19	A0A382G1S5	TrEMBL	Homologous structure reference	32.9	98	98.4	6.85e-35	138	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0001389	AG-349-O05_01141	AG-349-O05	A0A286HMN8	TrEMBL	Homologous structure reference	31.4	82.5	82.4	3.15e-06	59.3	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0001389	AG-337-D16_00843	AG-337-D16	A0A381RIV7	TrEMBL	Homologous structure reference	31	93.2	93.2	7.64e-16	87	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0001389	AG-893-N07_00080	AG-893-N07	A0A132BRJ8	TrEMBL	Homologous structure reference	30.7	96.4	96.7	5.75e-32	130	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0001390	NP1_00408	NP1	A0A6H1Q159	TrEMBL	Close sequence match	100	100	100	4.36e-149	422	TRUE	K17893	ubiquinol oxidase [EC:1.10.3.11]	NA	NA	NA
OG0001391	SAG-MED22_00520	SAG-MED22	A0A368U1I8	TrEMBL	Homologous structure reference	62.4	98.9	99.3	1.17e-123	363	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001391	Uisw_090_00937	Uisw_090	A0AA96DY79	TrEMBL	Homologous structure reference	60.6	100	99	1.32e-124	366	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001391	Uisw_090_00937	Uisw_090	A0AA96ILG3	TrEMBL	Homologous structure reference	60.6	100	99	1.32e-124	366	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001391	Uisw_090_00937	Uisw_090	A0AAU0PRW3	TrEMBL	Homologous structure reference	60.6	100	99	1.32e-124	366	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001391	SAG-MED22_00520	SAG-MED22	A0A1Y2L3T0	TrEMBL	Homologous structure reference	58.5	97.5	97.1	4.23e-110	328	TRUE	NA	NA	COG0451	WcaG	Cell wall/membrane/envelope biogenesis
OG0001392	AG-447-O23_00370	AG-447-O23	A0A0M8MD77	TrEMBL	Homologous structure reference	36.8	89	86.7	2.59e-32	129	TRUE	NA	NA	COG0463	WcaA	Cell wall/membrane/envelope biogenesis
OG0001392	AG-447-O23_00370	AG-447-O23	A0A368JMS2	TrEMBL	Homologous structure reference	36.6	90.2	82.5	1.44e-27	117	TRUE	NA	NA	COG0463	WcaA	Cell wall/membrane/envelope biogenesis
OG0001392	HIMB1420_01402	HIMB1420	A0A1V4IA55	TrEMBL	Homologous structure reference	35.4	81.9	92.3	1.69e-24	107	TRUE	NA	NA	COG0463	WcaA	Cell wall/membrane/envelope biogenesis
OG0001393	AG-430-I18_00068	AG-430-I18	B3T1V1	TrEMBL	Homologous structure reference	75.3	100	100	0	889	TRUE	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	COG0286	HsdM	Defense mechanisms
OG0001393	HIMB1758_01018	HIMB1758	Q2SUZ2	TrEMBL	Homologous structure reference	73.4	92	92.3	2.42e-264	739	TRUE	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	COG0286	HsdM	Defense mechanisms
OG0001393	HIMB1758_01018	HIMB1758	A0AA41WSI8	TrEMBL	Homologous structure reference	73	93.1	94	1.87e-265	742	TRUE	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	COG0286	HsdM	Defense mechanisms
OG0001394	HTCC1062_01025	HTCC1062	Q4FLW4	TrEMBL	Close sequence match	100	100	100	2.41e-226	626	TRUE	NA	NA	COG0859	RfaF	Cell wall/membrane/envelope biogenesis
OG0001395	AG-439-G19_00047	AG-439-G19	A0A382NQ71	TrEMBL	Close sequence match	91.5	100	100	1.5e-80	242	TRUE	NA	NA	COG0599	YurZ	General function prediction only
OG0001395	AG-464-P13_00395	AG-464-P13	A0A382YY23	TrEMBL	Close sequence match	89.2	100	100	4.14e-78	236	TRUE	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	COG0599	YurZ	General function prediction only
OG0001396	SAG-MED06_00250	SAG-MED06	A0A381T4G8	TrEMBL	Homologous structure reference	57.8	97.9	97.7	2.65e-207	595	TRUE	NA	NA	COG0405	Ggt	Amino acid transport and metabolism
OG0001396	AG-894-A11_00120	AG-894-A11	A0A6L8LEM8	TrEMBL	Homologous structure reference	57.5	93.1	92.5	7.88e-215	620	TRUE	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	COG0405	Ggt	Amino acid transport and metabolism
OG0001396	AG-894-A11_00120	AG-894-A11	A0A9Q3WN42	TrEMBL	Homologous structure reference	56.7	92.6	92.4	2.87e-214	618	TRUE	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	COG0405	Ggt	Amino acid transport and metabolism
OG0001396	AG-461-P14_00827	AG-461-P14	A0A1B0ZYZ9	TrEMBL	Homologous structure reference	56.6	92	91.6	5.19e-213	615	TRUE	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	COG0405	Ggt	Amino acid transport and metabolism
OG0001396	AG-337-G06_00221	AG-337-G06	A0A0P1F6M0	TrEMBL	Homologous structure reference	56.4	95.9	96.5	4.74e-217	626	TRUE	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	COG0405	Ggt	Amino acid transport and metabolism
OG0001397	HIMB1623_01496	HIMB1623	A0A0W7WFM7	TrEMBL	Homologous structure reference	61.2	98.2	98.5	5.64e-144	419	TRUE	NA	NA	COG0673	MviM	General function prediction only
OG0001397	HIMB083_01343	HIMB083	A0A238JC15	TrEMBL	Homologous structure reference	60.1	98.5	98.2	7.01e-143	416	TRUE	NA	NA	COG0673	MviM	General function prediction only
OG0001397	HIMB1623_01496	HIMB1623	A0A238JM66	TrEMBL	Homologous structure reference	59.6	98.8	97.6	2.57e-141	412	TRUE	NA	NA	COG0673	MviM	General function prediction only
OG0001397	AG-390-G11_00183	AG-390-G11	A3K5Y1	TrEMBL	Homologous structure reference	59.6	97.3	97.9	3.31e-140	409	TRUE	NA	NA	COG0673	MviM	General function prediction only
OG0001397	HIMB1623_01496	HIMB1623	A0A2T0W577	TrEMBL	Homologous structure reference	59.5	99.1	97.9	2.57e-141	412	TRUE	NA	NA	COG0673	MviM	General function prediction only
OG0001398	Uisw_104_01475	Uisw_104	A0A382NPA6	TrEMBL	Homologous structure reference	84.7	100	100	1.31e-159	451	TRUE	K05303	O-methyltransferase [EC:2.1.1.-]	NA	NA	NA
OG0001398	AG-390-L03_01300	AG-390-L03	A0A511UJE3	TrEMBL	Homologous structure reference	83.9	100	100	2.65e-138	395	TRUE	K05303	O-methyltransferase [EC:2.1.1.-]	COG4122	TrmR	Translation, ribosomal structure and biogenesis
OG0001398	AG-390-L03_01300	AG-390-L03	A0A562T8R0	TrEMBL	Homologous structure reference	72.4	98.7	99.5	2.01e-121	353	TRUE	K05303	O-methyltransferase [EC:2.1.1.-]	COG4122	TrmR	Translation, ribosomal structure and biogenesis
OG0001399	AG-359-B05_00796	AG-359-B05	E7C7N5	TrEMBL	Homologous structure reference	46.4	82.7	93.2	8.38e-32	122	TRUE	NA	NA	COG0697	EamA	Amino acid transport and metabolism
OG0001399	AG-892-J03_00798	AG-892-J03	A0A382ENB1	TrEMBL	Homologous structure reference	46.2	99	98	2.88e-66	219	TRUE	NA	NA	COG0697	EamA	Amino acid transport and metabolism
OG0001399	AG-892-J03_00798	AG-892-J03	A0A160TVS0	TrEMBL	Homologous structure reference	44.7	89.6	99.3	9.14e-54	186	TRUE	NA	NA	COG0697	EamA	Amino acid transport and metabolism
OG0001399	HIMB109_00970	HIMB109	A0A160TXW6	TrEMBL	Homologous structure reference	43.7	88.3	97.4	5.55e-52	181	TRUE	NA	NA	COG0697	EamA	Amino acid transport and metabolism
OG0001399	SAG-MED49_00534	SAG-MED49	A0A381XNJ8	TrEMBL	Homologous structure reference	42.9	98.7	98	1.48e-60	204	TRUE	NA	NA	COG0697	EamA	Amino acid transport and metabolism
OG0001400	AG-903-D02_00306	AG-903-D02	Q4PJ92	TrEMBL	Homologous structure reference	100	100	100	1.05e-87	259	TRUE	NA	NA	COG3791	NA	Function unknown
OG0001400	Uisw_134_02_00255	Uisw_134_02	A0A6H1Q3N0	TrEMBL	Homologous structure reference	86.7	100	100	1.1e-75	229	TRUE	NA	NA	COG3791	NA	Function unknown
OG0001400	HTCC9565_00109	HTCC9565	Q4FMY1	TrEMBL	Homologous structure reference	85.8	100	100	2.7e-76	230	TRUE	NA	NA	COG3791	NA	Function unknown
OG0001400	HTCC9565_00109	HTCC9565	Q1V249	TrEMBL	Homologous structure reference	85	100	100	2.22e-75	228	TRUE	NA	NA	COG3791	NA	Function unknown
OG0001401	HTCC1002_01230	HTCC1002	Q1V0F8	TrEMBL	Close sequence match	100	100	100	1.2e-67	207	TRUE	NA	NA	COG2608	CopZ	Inorganic ion transport and metabolism
OG0001401	HTCC1013_01271	HTCC1013	Q4FPP4	TrEMBL	Close sequence match	100	100	100	1.7e-67	207	TRUE	NA	NA	COG2608	CopZ	Inorganic ion transport and metabolism
OG0001401	NP1_01227	NP1	A0A6H1Q332	TrEMBL	Close sequence match	100	100	100	1.7e-67	207	TRUE	NA	NA	COG2608	CopZ	Inorganic ion transport and metabolism
OG0001402	AG-917-C11_00427	AG-917-C11	A0A382P3I8	TrEMBL	Homologous structure reference	70.1	98.7	98.7	3.62e-72	222	TRUE	NA	NA	COG1898	RfbC	Cell wall/membrane/envelope biogenesis
OG0001402	AG-917-C11_00427	AG-917-C11	A0A0C2YDG5	TrEMBL	Homologous structure reference	69.6	99.3	91.9	1.02e-76	234	TRUE	NA	NA	COG1898	RfbC	Cell wall/membrane/envelope biogenesis
OG0001402	AG-917-C11_00427	AG-917-C11	A0A7C1ZMQ1	TrEMBL	Homologous structure reference	68	98.7	96.7	2.99e-67	210	TRUE	NA	NA	COG1898	RfbC	Cell wall/membrane/envelope biogenesis
OG0001403	LSUCC0530_00323	LSUCC0530	A0A966M321	TrEMBL	Close sequence match	88.3	99.1	89.5	4.99e-64	199	TRUE	NA	NA	COG2010	CccA	Energy production and conversion
OG0001404	AG-414-E02_00634	AG-414-E02	X1AEJ6	TrEMBL	Homologous structure reference	39.3	97.4	98.1	7.41e-93	303	TRUE	NA	NA	COG1807	ArnT	Cell wall/membrane/envelope biogenesis
OG0001404	HIMB5_00980	HIMB5	A0A382K0N1	TrEMBL	Homologous structure reference	38.7	81.3	97.2	5.13e-52	186	TRUE	NA	NA	COG1807	ArnT	Cell wall/membrane/envelope biogenesis
OG0001404	AG-414-E02_00634	AG-414-E02	A0A5M6D9D8	TrEMBL	Homologous structure reference	38.5	98.3	99.1	3.68e-90	296	TRUE	NA	NA	COG1807	ArnT	Cell wall/membrane/envelope biogenesis
OG0001404	AG-365-L04_00334	AG-365-L04	A0A5B8UL16	TrEMBL	Homologous structure reference	37.3	84.4	81.9	5.34e-94	306	TRUE	NA	NA	COG1807	ArnT	Cell wall/membrane/envelope biogenesis
OG0001404	AG-899-M07_00655	AG-899-M07	A0AAE3UIX9	TrEMBL	Homologous structure reference	36.8	85.7	87.8	7.63e-66	233	TRUE	NA	NA	NA	NA	NA
OG0001405	AG-464-P13_00371	AG-464-P13	A0A382TXK1	TrEMBL	Close sequence match	96.3	100	100	1.25e-69	213	TRUE	K07402	xanthine dehydrogenase accessory factor	COG1975	XdhC	Posttranslational modification, protein turnover, chaperones
OG0001405	AG-365-O14_00556	AG-365-O14	A0A382B0Q7	TrEMBL	Close sequence match	94.5	100	100	5.94e-68	208	TRUE	K07402	xanthine dehydrogenase accessory factor	COG1975	XdhC	Posttranslational modification, protein turnover, chaperones
OG0001406	AG-337-G11_00156	AG-337-G11	A0A381YFM8	TrEMBL	Homologous structure reference	58.3	87	99.4	2.19e-122	365	TRUE	NA	NA	NA	NA	NA
OG0001406	AG-892-F15_00362	AG-892-F15	A0A937M2A2	TrEMBL	Homologous structure reference	50	98.4	97.3	3.36e-116	351	TRUE	NA	NA	NA	NA	NA
OG0001406	AG-337-G11_00156	AG-337-G11	A0A382BGF4	TrEMBL	Homologous structure reference	46.4	99.7	94.6	1.41e-101	315	TRUE	NA	NA	NA	NA	NA
OG0001406	AG-892-M06_00654	AG-892-M06	A0A7W7Z3L8	TrEMBL	Homologous structure reference	44	98.6	81.3	4.79e-108	333	TRUE	NA	NA	NA	NA	NA
OG0001406	AG-916-O13_00919	AG-916-O13	A0A3B0SUL0	TrEMBL	Homologous structure reference	43.4	98.4	96.6	5.72e-95	297	TRUE	NA	NA	NA	NA	NA
OG0001407	HTCC1002_00984	HTCC1002	Q1V155	TrEMBL	Close sequence match	100	100	100	7.86e-89	263	TRUE	NA	NA	COG1238	YgaA	Inorganic ion transport and metabolism
