Orthogroup	gene_id	Accession_number	pident
OG0001015	HTCC1062_01193	Q4FLF2	93
OG0001016	NP1_00020	A0A6H1Q121	96.3
OG0001017	HTCC1062_00168	Q4FP99	96.8
OG0001018	HIMB4_01073	A0A1X7GRT1	95.3
OG0001019	HTCC1062_00842	Q1V2N1	94.5
OG0001020	HTCC1062_01246	Q1UZW7	89.5
OG0001021	HTCC1062_01247	Q4FL99	90.4
OG0001022	HTCC1062_01274	Q4FL72	98.5
OG0001023	IMCC9063_01312	F2I1R3	100
OG0001024	HTCC1062_00361	Q4FNQ7	94.3
OG0001025	HTCC1062_01281	Q4FL65	97.1
OG0001026	HTCC1062_01285	Q4FL61	98.6
OG0001027	Uisw_099_02_00567	A0A6H1Q1M7	92.1
OG0001028	HTCC1062_00261	Q4FP06	88.7
OG0001029	HTCC1062_00884	Q4FM97	93.9
OG0001030	HTCC1062_01244	Q4FLA2	94.4
OG0001031	HTCC1062_01254	Q1UZX5	96.3
OG0001032	HTCC1062_00182	Q4FP85	90.9
OG0001033	HTCC1062_00014	Q4FPM2	92.1
OG0001034	HTCC1062_01282	Q4FL64	100
OG0001035	HTCC1062_01048	Q4FLU1	93.8
OG0001036	HTCC1062_00757	Q4FMM4	92.7
OG0001037	HTCC1062_01252	Q4FL94	95.9
OG0001038	HTCC1062_01280	Q4FL66	93.2
OG0001039	ME-33_00007	A0A388PYK0	98.7
OG0001040	HTCC1062_01314	Q4FL32	98.8
OG0001041	RS40_00257	A0A1W6BFU8	98.3
OG0001042	HTCC1062_00259	Q1V115	97.8
OG0001043	HTCC1062_01253	Q4FL93	97.3
OG0001044	HTCC1062_01342	Q4FL03	94.9
OG0001045	HTCC1062_00579	Q1V1X8	89
OG0001046	HTCC7211_01084	A0A926MHV4	98.6
OG0001047	HTCC1062_00828	Q4FMF3	98.6
OG0001048	HTCC1062_01293	Q4FL53	96.7
OG0001049	HTCC1062_01366	Q4FKX9	95.7
OG0001050	HTCC1062_00701	Q4FMT0	100
OG0001051	HIMB1321_00727	A0A1X7H0C0	97.6
OG0001052	HTCC1062_01295	Q4FL51	100
OG0001053	HTCC1062_01315	Q4FL31	96
OG0001054	HTCC1062_01316	Q4FL30	100
OG0001055	HTCC1062_01355	Q4FKZ0	92.2
OG0001056	HTCC1062_00972	Q4FM14	94.8
OG0001057	RS40_01044	A0A1W6BHK7	94.6
OG0001058	HTCC1062_01290	Q1V011	97.6
OG0001059	HTCC1062_00135	Q4FPD3	93.7
OG0001060	HTCC1062_01365	Q4FKY0	87.9
OG0001061	RS39_00293	A0A1W6BC53	96.2
OG0001062	HTCC1062_01321	Q4FL25	97.9
OG0001063	HTCC1062_01323	Q4FL23	99.2
OG0001064	HTCC1062_01322	Q4FL24	98.7
OG0001065	HTCC1062_01275	Q4FL71	100
OG0001066	HTCC1062_01341	Q4FL04	95.8
OG0001067	HTCC1062_01364	Q4FKY1	98.1
OG0001068	NP1_00424	A0A6H1Q176	99.2
OG0001069	HTCC1062_01317	Q4FL29	100
OG0001070	HTCC1062_00810	Q4FMH1	89.9
OG0001071	HTCC1062_01319	Q4FL27	96
OG0001072	HTCC1062_00637	Q1V234	89.3
OG0001073	HTCC1062_00778	Q4FMK3	96.4
OG0001074	HTCC1062_01311	A0A9E1NDC2	87.2
OG0001075	HTCC1062_00067	Q4FPK0	94.7
OG0001076	HTCC1062_01267	Q4FL79	100
OG0001077	HIMB1685_01252	A0A2E2QZ95	96.7
OG0001078	Uisw_092_01144	A0A0R2RU91	88.8
OG0001079	HTCC1062_00689	Q4FMU2	97.7
OG0001080	HTCC1062_01305	Q4FL41	88.1
OG0001081	HTCC1062_00859	Q4FMC2	94.4
OG0001082	HTCC1062_00792	Q4FMI9	93.6
OG0001083	HTCC1062_00790	Q4FMJ1	94.1
OG0001084	HTCC1062_01310	Q4FL36	94.4
OG0001085	HTCC1062_00269	Q4FNZ8	93.2
OG0001086	RS39_00958	A0A1W6BDU8	97.8
OG0001087	HTCC1062_01307	Q4FL39	100
OG0001088	HTCC1062_00058	Q1V0G2	91.3
OG0001089	HTCC1062_01217	Q4FLC8	94
OG0001090	HIMB5_00043	J9YV24	96.3
OG0001091	HIMB1427_01356	A0A3E0QJK3	100
OG0001092	IMCC9063_01107	F2I165	98.8
OG0001093	HTCC1062_01237	Q1UZV8	90.9
OG0001094	HTCC1062_01236	Q1UZV7	94.2
OG0001095	HIMB5_00936	A0A3E0QDD4	97.2
OG0001096	HTCC1062_00857	Q1V2P6	89.7
OG0001097	HIMB1463_00080	J9YVI1	89
OG0001098	HIMB5_00461	J9YW76	90.7
OG0001099	HTCC1062_00829	Q4FMF2	95.4
OG0001100	RS40_00182	A0A1W6BFM8	97.6
OG0001101	Uisw_094_00916	A0A6H1Q0J5	94.8
OG0001102	HTCC1062_00206	Q1V0W1	97.4
OG0001103	HIMB2305_00349	A0A1W6BI11	100
OG0001104	HTCC1062_01312	Q4FL34	90.5
OG0001105	HTCC1062_01218	Q4FLC7	88.6
OG0001106	HIMB114_00051	D0RRF4	99
OG0001107	HTCC1062_00862	Q4FMB9	93.1
OG0001108	HTCC1062_00801	Q4FMI0	100
OG0001109	HTCC1062_01134	Q1UZH9	85.6
OG0001110	HTCC1062_00299	Q4FNW8	99
OG0001111	RS39_00956	A0A1W6BE31	96.4
OG0001112	HTCC1062_00540	Q4FN90	100
OG0001113	HTCC1062_01216	Q4FLC9	92.9
OG0001114	HIMB5_01092	J9YVS3	98.5
OG0001115	NP1_00431	A0A6H1Q1B9	94.8
OG0001116	HTCC1062_00879	Q4FMA2	93
OG0001117	HIMB4_01030	A0A966Y795	96.2
OG0001118	HTCC1062_00664	Q4FMW7	100
OG0001119	HTCC7217_01057	A0A926RF49	99.1
OG0001120	Uisw_114_00025	Q1V1I8	99.1
OG0001121	IMCC9063_00430	F2I2Z8	93.8
OG0001122	ME-17_00204	A0A969VTY0	91.7
OG0001123	HIMB1492_00193	A0A3E0QF44	93.4
OG0001124	RS39_00961	A0A1W6BDY5	99.8
OG0001125	HTCC1062_00081	Q4FPI7	94.7
OG0001127	HTCC7211_00511	B6BSC4	97.2
OG0001128	HTCC1062_00538	Q4FN92	92.7
OG0001129	HTCC1062_00870	Q1V2Q9	95.2
OG0001130	RS39_00290	A0A1W6BC49	98.2
OG0001131	NP1_00545	A0A6H1Q1J0	98.4
OG0001132	HIMB2304_00022	A0A920ARR2	95.2
OG0001133	HTCC7211_01090	A0A926MGD5	93.8
OG0001134	HTCC1062_00774	Q4FMK7	100
OG0001135	HTCC7217_01467	B6BSK3	98.7
OG0001136	HTCC7211_01089	A0A926REN8	94.5
OG0001137	RS40_01223	A0A1W6BI19	94.2
OG0001138	LSUCC0723_00101	A0A2E1LP67	94.7
OG0001139	LSUCC0723_00089	A0A2E1LP59	99.8
OG0001140	HTCC1062_00883	Q4FM98	86.6
OG0001141	HIMB114_00787	D0RPQ5	100
OG0001142	HTCC1062_00850	Q4FMD1	90.7
OG0001143	HIMB114_01357	M3SKK9	92.9
OG0001144	HTCC1062_00267	Q4FP00	93.4
OG0001145	HTCC7211_00801	A0A926MI89	98.6
OG0001146	HTCC1062_00061	Q4FPL9	90.1
OG0001147	HTCC1062_01358	Q4FKY7	89.6
OG0001148	HTCC1062_00266	Q4FP01	95.4
OG0001149	RS40_00638	A0A1W6BGS1	95.4
OG0001150	HTCC1062_00773	Q4FMK8	98.9
OG0001151	HIMB114_00232	D0RN68	92.4
OG0001152	HTCC1062_00298	Q4FNW9	96
OG0001153	HTCC1062_00767	Q1V2F8	100
OG0001154	HTCC1062_00077	Q4FPJ1	94.1
OG0001155	HTCC1062_00062	Q4FPL8	92.9
OG0001156	HTCC1062_01351	Q1V072	100
OG0001157	HTCC1062_01352	Q1V073	97.9
OG0001158	HTCC7211_00510	A0A926MFP5	97.1
OG0001159	HTCC7217_00410	A0A2E1F437	95.2
OG0001160	HTCC1062_01167	Q4FLH8	97.4
OG0001161	HTCC1062_00063	Q4FPL7	90.7
OG0001162	Uisw_130_00397	A0A6H1Q3W4	98
OG0001163	HTCC1062_01185	Q4FLG1	98.9
OG0001164	HTCC1062_00066	Q4FPL4	89.6
OG0001165	HTCC1062_01200	Q4FLE5	94.9
OG0001166	HTCC1062_00273	Q4FNZ4	92.6
OG0001167	HIMB5_00530	J9YTL4	95.1
OG0001168	NP1_01201	A0A6H1Q3R1	95.6
OG0001169	HIMB1565_00407	D0RR78	95.9
OG0001170	HTCC1062_00068	Q4FPJ9	94.3
OG0001171	HTCC7211_00610	B6BSL3	100
OG0001172	HTCC1062_00557	Q1V1V6	93.4
OG0001173	HIMB2187_00207	A0A2D9U4S4	87.7
OG0001174	RS40_01183	A0A1W6BHZ8	97
OG0001175	RS40_01185	A0A1W6BJ41	100
OG0001177	HIMB1409_00265	A0A1Z9D241	87.9
OG0001178	HTCC1062_00060	Q1V0G4	95.1
OG0001179	RS39_00548	A0A1W6BD05	95
OG0001180	HTCC7211_01104	A0A926REN2	95.5
OG0001181	HIMB114_00990	D0RQ99	97.1
OG0001182	HIMB1701_01286	A0A1W6BHE0	96.5
OG0001183	HTCC7211_01088	A0A926RF07	95.1
OG0001184	HTCC1062_00399	Q1V1F6	96.8
OG0001185	HIMB2304_00911	A0A1C2AT31	92
OG0001186	HTCC1062_00401	Q1V1F8	93.7
OG0001187	HTCC1002_00076	Q1UZQ3	86.5
OG0001188	HTCC1062_00350	Q4FNR8	95.1
OG0001189	HTCC1062_00400	Q1V1F7	99
OG0001190	HTCC1062_00271	A0A9D7ZJ69	96.5
OG0001191	HTCC1062_00703	Q4FMS8	90.6
OG0001192	HTCC1062_00824	Q1V2L1	94
OG0001193	HIMB5_00902	J9YVE8	99.8
OG0001194	HTCC1062_01075	Q4FLR5	94
OG0001195	HTCC1062_00856	Q1V2P5	96.8
OG0001196	RS40_01169	A0A1W6BHW9	96.9
OG0001197	HIMB1321_00349	A0A1X7GR67	95.6
OG0001198	HIMB5_01223	J9YYD8	85.7
OG0001199	HIMB1463_00031	J9YXJ7	100
OG0001200	HTCC1062_00764	Q4FML7	95.9
OG0001201	RS40_01395	A0A1W6BIV9	90.6
OG0001202	HTCC1062_01234	Q4FLB2	89
OG0001203	HTCC1062_00770	Q4FML1	94.5
OG0001204	HIMB1321_00840	A0A1X7H2G6	94
OG0001205	HIMB1321_01141	A0A1X7H551	97.4
OG0001206	HTCC1062_00765	Q4FML6	98.9
OG0001207	HIMB1321_00348	A0A1X7GR32	95
OG0001208	RS40_00264	A0A1W6BFR2	97.6
OG0001209	IMCC9063_00244	F2I3R8	97.7
OG0001210	IMCC9063_00832	F2I2B7	91.7
OG0001211	HTCC1062_00696	Q4FMT5	94.8
OG0001212	HTCC1062_00771	Q4FML0	95.3
OG0001213	HTCC1062_00772	Q4FMK9	94.4
OG0001214	RS39_00963	A0A1W6BE05	93.7
OG0001215	HTCC1062_00649	Q4FMY2	95.3
OG0001216	HTCC7211_00499	B6BSB2	100
OG0001217	HIMB5_00674	J9YV90	99.5
OG0001218	HIMB114_00848	D0RPW5	90.2
OG0001219	HTCC1062_01203	Q1UZS7	94.7
OG0001220	HIMB1437_01193	A0A1W6BDY9	100
OG0001221	HIMB1565_00451	D0RRA5	100
OG0001222	HTCC7211_01196	A0A926RFN1	92.7
OG0001223	HTCC1062_00700	Q4FMT1	97
OG0001224	HTCC1062_00763	Q4FML8	89.1
OG0001225	HTCC7211_00748	B6BSZ3	90.1
OG0001226	MKE-138_00420	A0A9E3GKP4	96.4
OG0001227	HTCC1062_00071	Q1V0H5	96.6
OG0001228	RS40_01025	A0A1W6BHP8	94.6
OG0001229	HIMB1321_00290	A0A1X7GQ00	98.4
OG0001230	HTCC1062_00702	Q4FMS9	100
OG0001231	HTCC1062_01090	Q4FLQ0	87
OG0001232	HTCC1062_00698	Q1V290	97.9
OG0001233	HTCC1062_00803	Q4FMH8	93.1
OG0001234	RS40_01268	A0A1W6BIC6	96.9
OG0001235	IMCC9063_00559	F2I3Z5	93.8
OG0001236	HTCC7211_00853	B6BP46	94.8
OG0001237	HTCC1062_00794	Q4FMI7	100
OG0001238	RS39_00734	A0A1W6BEZ4	100
OG0001239	HTCC1062_00143	Q1V0P7	90.7
OG0001240	HTCC7211_01563	A0A926MGC2	96.3
OG0001241	HTCC1062_00690	Q4FMU1	97.6
OG0001242	HTCC1062_01033	Q4FLV6	95.5
OG0001243	IMCC9063_01318	F2I1R9	97.2
OG0001244	IMCC9063_00058	F2I2L2	96.5
OG0001245	RS40_01381	A0A1W6BIR0	93
OG0001246	HTCC7211_01464	A0A926MFV5	93.2
OG0001247	HIMB1444_00880	A0A1Z9D2I7	87.8
OG0001249	HTCC1062_00787	Q4FMJ4	96.4
OG0001250	HIMB1573_00944	A0A9E5LGZ8	98.5
OG0001251	HTCC1062_00275	Q4FNZ2	98.4
OG0001252	RS40_00194	A0A1W6BFP4	96.7
OG0001253	HTCC1062_00692	Q4FMT9	93.3
OG0001254	HTCC1062_00695	Q4FMT6	96.6
OG0001255	HTCC7211_01399	B6BQJ5	95.8
OG0001256	HTCC7217_00786	B6BQS0	93
OG0001257	HTCC1062_00276	Q4FNZ1	94.1
OG0001258	HTCC1062_00065	Q4FPL5	91.2
OG0001259	HTCC1062_00075	Q4FPJ3	93.5
OG0001260	HTCC1062_00270	Q4FNZ7	99.6
OG0001261	HIMB1321_00845	A0A1X7H178	96.6
OG0001262	HTCC1062_00768	Q4FML3	92.6
OG0001263	HIMB1321_01049	A0A1X7H4W2	100
OG0001264	HTCC1062_00073	Q1V0H7	95.1
OG0001265	HTCC7211_01391	B6BQI7	95.3
OG0001266	HTCC1062_00769	Q4FML2	98.8
OG0001267	HIMB1321_00696	A0A1X7GXW9	100
OG0001268	HTCC1062_00074	Q1V0H8	96.1
OG0001269	HIMB1444_00926	A0A926MLA7	89.5
OG0001270	HTCC7211_01407	B6BQK3	97.3
OG0001271	HTCC1062_00142	Q1V0P6	100
OG0001272	HTCC7211_00046	B6BR54	95.5
OG0001273	HIMB5_00523	J9YW63	98.6
OG0001274	RS40_01126	A0A1W6BI49	98.1
OG0001275	HTCC1062_00164	Q4FPA3	90.9
OG0001276	HTCC7211_00797	A0A926MH84	96.4
OG0001277	HTCC1062_00076	Q4FPJ2	98.9
OG0001278	HTCC1062_01077	Q4FLR3	95.5
OG0001279	HIMB1520_01037	J9YY65	100
OG0001280	HTCC1062_01198	Q4FLE7	99.7
OG0001281	RS40_01036	A0A1W6BHK9	98.8
OG0001282	HIMB1517_00312	D0RQQ9	100
OG0001283	HTCC1062_01240	Q1UZW1	96.7
OG0001284	RS40_00506	A0A1W6BGB5	92.8
OG0001285	HIMB114_01321	D0RR81	87.3
OG0001286	HTCC1062_00795	Q4FMI6	100
OG0001287	HTCC8051_00382	A0A926N376	96.2
OG0001288	IMCC9063_01289	F2I1N9	93.4
OG0001289	HTCC7211_01463	A0A926MI54	93.5
OG0001290	Uisw_094_00430	A0A0R2R7E5	90.3
OG0001291	HTCC8051_00384	A0A926RS19	95.2
OG0001292	HIMB1321_01029	A0A1X7H466	95.2
OG0001293	NP1_00026	A0A6H1Q0I5	95.3
OG0001294	Uisw_099_02_00820	A0A6H1Q181	92.4
OG0001295	IMCC9063_00784	F2I268	98.1
OG0001296	HTCC8051_00385	A0A926MD86	97.3
OG0001297	HTCC8051_00383	A0A926N837	93
OG0001298	NP1_00425	A0A6H1Q2V3	100
OG0001299	Uisw_136_00901	A0A2E1UTW9	93.7
OG0001300	HIMB2305_01139	A0A1W6BFH6	99.3
OG0001301	HIMB114_00632	D0RPA1	98
OG0001302	HIMB1321_00276	A0A1X7GPL9	99.2
OG0001303	HTCC7214_01335	A0A926MIH1	100
OG0001304	Uisw_104_00394	A0A0R2R5X4	94.4
OG0001306	Uisw_094_00445	A0A945E7B9	91.2
OG0001307	HTCC1062_00820	Q4FMG1	95.9
OG0001308	HIMB5_00224	J9YSQ4	99.9
OG0001309	HTCC1062_00860	Q4FMC1	96.9
OG0001310	HIMB1321_00849	A0A1X7H157	99.3
OG0001311	NP1_00422	A0A6H1Q0Y0	100
OG0001312	HTCC1062_00064	Q4FPL6	90
OG0001313	HTCC1062_01241	Q4FLA5	89.4
OG0001314	HIMB5_00225	J9YVC8	97.2
OG0001315	HIMB2304_00140	A0A926N319	89.8
OG0001316	RS40_00153	A0A1W6BFD8	87
OG0001317	HTCC1062_00807	Q4FMH4	97.3
OG0001318	RS40_00258	A0A1W6BFU9	96.7
OG0001319	RS40_00604	A0A1W6BGR5	92.1
OG0001320	RS39_00336	A0A1W6BCC5	90.2
OG0001321	NP1_00384	A0A6H1Q136	97.1
OG0001322	HTCC1062_00780	Q1V2H0	93.9
OG0001323	HIMB2304_00994	A0A920P0W4	98.7
OG0001324	HIMB1413_00316	A0A920MGQ2	100
OG0001325	LSUCC0723_00049	A0A2E1LP28	95
OG0001326	HIMB1409_00256	A0A920DGN6	96.8
OG0001327	HIMB1409_00257	A0A920DH87	94.6
OG0001328	HIMB1409_00258	A0A919ZS39	94.7
OG0001329	HIMB1436_00667	A0A1W6BE30	97.4
OG0001330	HIMB2304_00357	A0A920NZG4	92
OG0001331	HTCC9022_00687	A0A946N9Z0	95.1
OG0001332	HTCC8051_01485	A0A926N5Z8	88.5
OG0001333	FZCC0015_00092	A0A926MMT3	95
OG0001334	HIMB2250_00415	A0A919ZSK2	96
OG0001335	HIMB1436_00846	A0A3D8UQI0	93.3
OG0001336	HTCC1062_00805	Q4FMH6	99.9
OG0001337	HIMB1413_00317	A0A919ZRW0	95.6
OG0001338	RS40_00176	A0A1W6BIY7	97.1
OG0001339	NP1_00712	A0A6H1Q402	98.3
OG0001340	HIMB1444_00892	A0A920DDW3	92.3
OG0001341	HTCC7211_00796	B6BT38	95.8
OG0001342	HIMB1321_00867	A0A1X7H249	91.3
OG0001343	RS40_00984	A0A1W6BHJ6	86.6
OG0001344	Uisw_136_00436	A0A0R2QV47	96.1
OG0001345	HTCC7211_01398	B6BQJ4	97.9
OG0001346	HTCC1062_00438	Q4FNI2	94.6
OG0001347	RS40_00385	A0A1W6BG23	98.6
OG0001348	HTCC7211_00799	A0A926MGN3	97.4
OG0001349	HTCC8051_00386	A0A946A736	95.3
OG0001350	HTCC7211_01386	B6BQI3	94.2
OG0001351	HTCC7211_00789	B6BT31	99.7
OG0001352	IMCC9063_00571	F2I407	91.3
OG0001353	HTCC1062_00643	Q4FMY9	94.2
OG0001354	IMCC9063_00552	F2I3Y8	100
OG0001355	RS40_00180	A0A1W6BFI9	95.6
OG0001356	RS39_00850	A0A1W6BDS6	98.2
OG0001357	HTCC1062_01017	Q4FLX1	93.6
OG0001358	RS40_01041	A0A1W6BHW3	96.5
OG0001359	HIMB114_00895	D0RQ09	95.1
OG0001360	HIMB5_00185	J9YV82	88.6
OG0001361	HIMB1413_01080	A0A926RH87	90.7
OG0001362	HIMB083_01081	A0A926RGR1	93.3
OG0001363	RS40_01018	A0A1W6BHN0	100
OG0001364	RS39_00523	A0A1W6BCY5	94.4
OG0001365	RS40_01267	A0A1W6BI65	96.1
OG0001366	LSUCC0530_00945	A0A388PZL0	97.5
OG0001367	HTCC7211_01083	A0A926MF08	97.6
OG0001368	HIMB2201_01341	A0A926RHP1	88
OG0001371	RS39_00316	A0A1W6BCC9	96.8
OG0001372	HIMB1427_00355	A0A3E0QBM4	94.6
OG0001373	HTCC1062_00048	Q4FPQ0	92.5
OG0001374	HTCC1062_01205	Q4FLE0	95.2
OG0001376	RS40_00190	A0A1W6BFJ7	92.5
OG0001377	HTCC1062_00551	Q1V1V0	93.9
OG0001378	HIMB1321_00343	A0A1X7GRC9	95.3
OG0001380	HIMB2304_00601	A0A926M6K1	88.7
OG0001381	HTCC1062_01261	Q4FL85	88.6
OG0001382	HIMB5_00979	J9YXQ3	97.7
OG0001383	IMCC9063_00256	F2I3T0	89.3
OG0001384	LSUCC0723_00796	A0A2E1LNP0	98.3
OG0001385	HIMB114_00258	M3V1P5	98
OG0001386	HTCC1062_00804	Q4FMH7	90.4
OG0001387	RS40_01375	A0A1W6BIF2	96.1
OG0001388	HTCC1062_00054	Q4FPP4	92.5
OG0001389	HTCC1062_00813	Q4FMG8	100
OG0001390	HTCC1062_00301	Q4FNW6	91.6
OG0001391	HIMB114_00259	M3TSJ4	95.9
OG0001392	HIMB114_00618	D0RP87	94
OG0001394	HIMB114_00868	D0RPY2	97.9
OG0001395	HIMB2187_00253	A0A8I0FS65	86.2
OG0001396	HIMB114_01304	D0RR63	96.3
OG0001397	HIMB1321_00740	A0A1X7H0M9	96.9
OG0001398	RS40_00330	A0A1W6BFX1	100
OG0001399	HIMB114_00619	D0RP88	94.4
OG0001400	RS40_00960	A0A1W6BHE6	94.1
OG0001401	RS39_00292	A0A1W6BCC6	98.6
OG0001402	RS40_00013	A0A1W6BEX6	92.6
OG0001403	HIMB5_01112	J9YVT8	90.9
OG0001405	RS39_00321	A0A1W6BC79	97.6
OG0001406	HIMB2304_00913	A0A920HZ14	94.3
OG0001407	HIMB2304_00914	A0A920I2R0	99.3
OG0001408	IMCC9063_01302	F2I1Q3	94.6
OG0001409	RS40_00323	A0A1W6BG05	97.3
OG0001410	HTCC1062_00779	Q4FMK2	96.1
OG0001411	HTCC1062_00082	Q4FPI6	97.9
OG0001412	HTCC1062_00272	Q4FNZ5	94.3
OG0001413	HTCC1062_00294	Q4FNX3	95.5
OG0001414	HTCC1062_01176	Q4FLH0	97.2
OG0001415	RS40_01236	A0A1W6BIA0	98.3
OG0001416	HIMB114_00063	M3UTW6	98.9
OG0001417	Uisw_106_01196	A0A0R2V614	100
OG0001418	HTCC1062_01183	Q4FLG3	97.2
OG0001419	HTCC1062_01194	Q4FLF1	95.9
OG0001420	RS40_01234	A0A1W6BI28	96.9
OG0001421	IMCC9063_00679	F2I0E3	94.9
OG0001422	FZCC0015_01072	A0A920DZ12	95
OG0001423	HTCC1062_00465	Q4FNF6	97.6
OG0001424	IMCC9063_00079	F2I2N3	96.5
OG0001425	RS40_00708	A0A1W6BGZ5	99.9
OG0001426	HIMB114_00338	D0RNH1	93.9
OG0001427	IMCC9063_00681	F2I0E5	93.9
OG0001428	HTCC1002_01335	Q1V056	100
OG0001429	HTCC1062_01021	Q4FLW8	95.8
OG0001430	Uisw_127_01156	A0A0R2V2Y8	90.9
OG0001431	HIMB1695_00574	A0A941L4C5	97.2
OG0001432	HTCC1062_01028	Q4FLW1	100
OG0001433	HTCC1002_01334	Q1V057	97.8
OG0001434	RS39_00925	A0A1W6BDZ8	90.2
OG0001435	HTCC1062_00848	Q4FMD3	88.8
OG0001437	HTCC1062_01270	Q4FL76	89.6
OG0001438	HTCC1062_01269	Q4FL77	93.7
OG0001439	HTCC1002_01333	Q1V058	98.3
OG0001440	RS40_01037	A0A1W6BHT4	98.2
OG0001441	HIMB5_01207	J9YYA7	95
OG0001442	RS40_00848	A0A1W6BH34	96
OG0001444	NP1_00705	A0A6H1Q1P5	98.1
OG0001446	NP1_00687	A0A6H1Q1X2	95
OG0001448	NP1_00703	A0A6H1Q2V9	95.6
OG0001449	HIMB1593_00821	A0A2E1STQ9	93
OG0001451	HTCC7211_00036	B6BR44	93.9
OG0001452	IMCC9063_01292	F2I1P3	98.2
OG0001453	RS40_01039	A0A1W6BHT5	99.2
OG0001454	RS40_00979	A0A1W6BHF1	100
OG0001455	HTCC1062_00688	Q4FMU3	97.9
OG0001456	HTCC7211_00292	A0A926RFM7	100
OG0001457	IMCC9063_00869	F2I0Q6	93.8
OG0001458	HTCC7211_01364	B6BQG1	94.5
OG0001460	LSUCC0723_00091	A0A2E1LP57	96.8
OG0001461	RS40_00263	A0A1W6BFL6	96.9
OG0001462	HIMB5_01129	J9YY41	94.5
OG0001463	HTCC7211_01010	B6BPI8	96.2
OG0001464	HTCC1062_01325	Q4FL20	92.4
OG0001465	HTCC1062_01199	Q4FLE6	91.8
OG0001466	HIMB114_00966	D0RQ77	94.8
OG0001468	HTCC7211_01572	B6BR04	97.5
OG0001469	RS40_01155	A0A1W6BI48	94.7
OG0001470	HTCC1062_00141	Q4FPC7	94.3
OG0001471	RS39_00192	A0A1W6BBX2	98.5
OG0001472	HIMB5_01121	J9YWE2	97.2
OG0001473	Uisw_104_00451	A0A6H1Q362	96.5
OG0001474	Uisw_106_01256	A0A926MQJ2	89.6
OG0001477	IMCC9063_00227	F2I3Q0	94.3
OG0001478	HIMB1552_00606	A0A920NYA1	96.4
OG0001479	HIMB114_00256	M3U6V5	96.9
OG0001480	IMCC9063_00878	F2I0R4	95.1
OG0001483	RS40_01165	A0A1W6BI57	96.4
OG0001484	HIMB1483_00394	A0A937IK14	88
OG0001485	FZCC0015_00050	A0A920TQD4	93.5
OG0001486	HIMB114_00260	D0RN95	92.8
OG0001487	HTCC1062_01227	Q4FLB8	95.2
OG0001489	HIMB1573_01506	A0A920NY62	91.1
OG0001490	HTCC1062_01196	Q4FLE9	90.8
OG0001491	HTCC1062_00939	Q4FM44	88.1
OG0001492	HIMB114_01334	D0RMV2	96.2
OG0001493	HTCC7211_01316	B6BQB4	98.7
OG0001494	RS39_00315	A0A1W6BCA4	96.3
OG0001495	IMCC9063_00104	F2I2Q9	97.9
OG0001497	HTCC7211_01564	A0A926MFM1	97.2
OG0001499	HTCC7211_01321	B6BQB9	99.6
OG0001500	HIMB114_01309	D0RR68	99
OG0001501	HIMB114_00920	D0RQ35	92
OG0001503	HIMB1444_00432	A0A920TPS3	97.7
OG0001504	Uisw_136_00895	A0A2E1UTX1	93.6
OG0001505	HTCC7214_00918	B6BQ88	99.2
OG0001507	HIMB2201_00086	A0A1C2AJU8	90.4
OG0001508	LSUCC0530_00694	A0A970B0E3	93.4
OG0001509	HTCC8051_00285	A0A926RGY1	100
OG0001510	LSUCC0530_00106	A0A966M1Y5	92.3
OG0001512	NP1_00767	A0A6H1Q318	93.6
OG0001514	RS40_00269	A0A1W6BFW5	91
OG0001515	HTCC7211_01078	B6BPP6	97.9
OG0001516	RS39_00847	A0A1W6BDS3	93.3
OG0001517	RS40_00111	A0A1W6BFD2	95.1
OG0001518	HTCC7211_00573	B6BSH8	99.4
OG0001519	HIMB5_00815	J9YWW6	95.8
OG0001521	HTCC7211_01281	B6BQ81	98.5
OG0001522	HIMB114_00254	D0RN90	95.2
OG0001523	HIMB1463_00262	J9YVS4	91.8
OG0001524	RS40_00847	A0A1W6BHE9	92.5
OG0001525	HTCC7214_00925	B6BQ82	100
OG0001526	HTCC1062_01025	Q4FLW4	95.4
OG0001527	HIMB1321_00421	A0A1X7GTC6	98.3
OG0001528	RS40_01020	A0A1W6BHW0	99.2
OG0001529	RS40_00963	A0A1W6BHL7	98
OG0001530	HIMB1321_00827	A0A1X7H270	93.7
OG0001531	HIMB1430_00052	A0A964NBP3	87.4
OG0001532	HTCC7217_00664	B6BQE5	100
OG0001533	HIMB5_01021	J9YW52	88.7
OG0001534	HIMB114_00252	D0RN88	95.7
OG0001535	HTCC7211_01573	B6BR05	97.6
OG0001536	IMCC9063_00971	F2I2I2	91.4
OG0001537	HTCC1062_00802	Q4FMH9	93.9
OG0001538	HIMB140_00944	A0A3E0QAN5	100
OG0001539	RS40_00112	A0A1W6BFG4	95.9
OG0001540	HIMB5_01020	J9YXF9	95.5
OG0001541	NP1_00771	A0A6H1Q250	92.3
OG0001542	Uisw_114_01270	A0A0R2SJ47	100
OG0001543	HTCC1062_01186	Q4FLF9	99.1
OG0001544	HIMB114_00615	D0RP85	98.8
OG0001548	HIMB1321_01030	A0A1X7H417	96.2
OG0001549	HIMB1321_01045	A0A1X7H650	96.4
OG0001550	HTCC1062_00072	Q4FPJ6	96
OG0001554	ME-20_00967	A0A9E3GIP2	96
OG0001555	HIMB114_00853	D0RPX0	89.6
