accession	orthogroup	match_type	gene_name	cog_gene	ko_name	pfam_names	gene_id	genome	ko_id	cog_id	pident
A0A382DNN9	OG0001522	Homologous structure reference			No Annotation	VTC	AG-920-I06_00006	AG-920-I06		COG5036	47.3
A0A382IT56	OG0001522	Homologous structure reference			No Annotation	VTC	AH-321-M13_00368	AH-321-M13		COG5036	45.5
A0A382WAA6	OG0001522	Homologous structure reference			No Annotation	VTC	AH-321-M13_00368	AH-321-M13		COG5036	55.2
A0A382WTY8	OG0001522	Homologous structure reference			No Annotation	VTC	AG-920-I06_00006	AG-920-I06		COG5036	46.7
A0A382G5E5	OG0001523	Homologous structure reference			No Annotation	No Annotation	LSUCC0723_01240	LSUCC0723			48.1
A0A382L5T6	OG0001523	Homologous structure reference			No Annotation	No Annotation	Uisw_136_00611	Uisw_136			50.5
A0A383D2V6	OG0001523	Homologous structure reference			No Annotation	No Annotation	AG-333-A04_00938	AG-333-A04			67.2
A0A9X6WRA0	OG0001524	Homologous structure reference	SpsG	SpsG	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	Glyco_tran_28_C,DUF354,Methyltransf_12,Acetyltransf_3	HIMB1709_01246	HIMB1709	K15897	COG3980	44.3
A0A9X6YT93	OG0001524	Homologous structure reference	SpsG	SpsG	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	Glyco_tran_28_C,DUF354,Methyltransf_12,Acetyltransf_3	HIMB1709_01246	HIMB1709	K15897	COG3980	44.3
A0ABD5I3B7	OG0001524	Homologous structure reference	SpsG	SpsG	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	Glyco_tran_28_C,DUF354,Methyltransf_12,Acetyltransf_3	HIMB1709_01246	HIMB1709	K15897	COG3980	44.3
F9ZZF4	OG0001524	Homologous structure reference	SpsG	SpsG	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	Glyco_tran_28_C,DUF354,Methyltransf_12,Acetyltransf_3	FZCC0015_00336	FZCC0015	K15897	COG3980	45
A0A381WVB3	OG0001526	Homologous structure reference	PykF	PykF	pyruvate kinase [EC:2.7.1.40]	PK,PK_C	SAG-MED11_00844	SAG-MED11	K00873	COG0469	55.1
A0A382L1K7	OG0001526	Homologous structure reference	PykF	PykF	pyruvate kinase [EC:2.7.1.40]	PK,PK_C	AG-905-A07_00721	AG-905-A07	K00873	COG0469	65.9
A0A6J6LKI4	OG0001526	Homologous structure reference	PykF	PykF	pyruvate kinase [EC:2.7.1.40]	PK,PK_C	HTCC1040_00407	HTCC1040	K00873	COG0469	46.3
A0A8D5FHB9	OG0001526	Homologous structure reference	PykF	PykF	pyruvate kinase [EC:2.7.1.40]	PK,PK_C	AG-337-D16_00669	AG-337-D16	K00873	COG0469	44.8
A0A368DIL2	OG0001527	Homologous structure reference	PhnD	PhnD	phosphonate transport system substrate-binding protein	Phosphonate-bd	AG-908-F18_00065	AG-908-F18		COG3221	72.9
A0A381T712	OG0001527	Homologous structure reference	PhnD	PhnD	phosphonate transport system substrate-binding protein	Phosphonate-bd	HIMB114_00969	HIMB114	K02044	COG3221	62.2
A0A381W1G2	OG0001527	Homologous structure reference	PhnD	PhnD	phosphonate transport system substrate-binding protein	Phosphonate-bd	HIMB114_00969	HIMB114	K02044	COG3221	60.6
A0A381Y3L4	OG0001527	Homologous structure reference	PhnD	PhnD	phosphonate transport system substrate-binding protein	Phosphonate-bd	AG-333-A04_00530	AG-333-A04	K02044	COG3221	70.1
A0A382C589	OG0001527	Homologous structure reference	PhnD	PhnD	phosphonate transport system substrate-binding protein	Phosphonate-bd	AG-430-K07_00058	AG-430-K07	K02044	COG3221	79.6
A0A382RNF9	OG0001528	Close sequence match	DAK1	DAK1	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	Dak1	AG-439-E23_00746	AG-439-E23	K05878	COG2376	87.8
A0A1H7P0C0	OG0001529	Homologous structure reference	Fdx	Fdx	ferredoxin	Fer2	AG-899-J02_00364	AG-899-J02		COG0633	80.7
A0A1X7BPE7	OG0001529	Homologous structure reference	Fdx	Fdx	ferredoxin	Fer2	AG-899-J02_00364	AG-899-J02		COG0633	81.6
A0A238IUL5	OG0001529	Homologous structure reference	Fdx	Fdx	ferredoxin	Fer2	HTCC7214_00926	HTCC7214		COG0633	80.7
A0A6I6IQ01	OG0001529	Homologous structure reference	Fdx	Fdx	ferredoxin	Fer2	HTCC7214_00926	HTCC7214		COG0633	80.7
D5BQ44	OG0001529	Homologous structure reference	Fdx	Fdx	ferredoxin	Fer2	HTCC7214_00926	HTCC7214		COG0633	84.8
A0A2S9TBE3	OG0001530	Homologous structure reference	WcaG	WcaG	CDP-paratose synthetase [EC:1.1.1.342]	Epimerase,Carbam_trans_N,RmlD_sub_bind	Uisw_090_00914	Uisw_090		COG0451	54.2
A0AA96L730	OG0001530	Homologous structure reference	WcaG	WcaG	CDP-paratose synthetase [EC:1.1.1.342]	Epimerase,Carbam_trans_N,RmlD_sub_bind	Uisw_090_00914	Uisw_090		COG0451	58.8
A0AAU0P9M6	OG0001530	Homologous structure reference	WcaG	WcaG	CDP-paratose synthetase [EC:1.1.1.342]	Epimerase,Carbam_trans_N,RmlD_sub_bind	Uisw_090_00914	Uisw_090		COG0451	58.8
A0AAU0PF12	OG0001530	Homologous structure reference	WcaG	WcaG	CDP-paratose synthetase [EC:1.1.1.342]	Epimerase,Carbam_trans_N,RmlD_sub_bind	Uisw_090_00914	Uisw_090		COG0451	58.8
I5B6J5	OG0001530	Homologous structure reference	WcaG	WcaG	CDP-paratose synthetase [EC:1.1.1.342]	Epimerase,Carbam_trans_N,RmlD_sub_bind	AG-896-C18_01084	AG-896-C18		COG0451	55.7
A0A382KX80	OG0001531	Homologous structure reference			mannosyltransferase [EC:2.4.1.-]	PMT_2	AG-430-F16_00025	AG-430-F16		COG5305	55.1
D5BQ43	OG0001532	Close sequence match			methanethiol oxidase [EC:1.8.3.4]	SBP56	HTCC7211_01282	HTCC7211	K17285	COG5276	93.7
A0A158I7D3	OG0001533	Homologous structure reference	FrhB	FrhB	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	FrhB_FdhB_N,FrhB_FdhB_C	AG-447-N21_00848	AG-447-N21	K00441	COG1035	47.9
B3T163	OG0001533	Homologous structure reference	FrhB	FrhB	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	FrhB_FdhB_N,FrhB_FdhB_C	ARS1_00746	ARS1		COG1035	79
B3T2G1	OG0001533	Homologous structure reference	FrhB	FrhB	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	FrhB_FdhB_N,FrhB_FdhB_C	ARS1_00746	ARS1		COG1035	80
Q4FLF9	OG0001534	Close sequence match			No Annotation	DUF1737	HTCC1013_01019	HTCC1013		COG5515	100
A0A6H1Q2P1	OG0001535	Close sequence match			No Annotation	No Annotation	NP1_00981	NP1			100
Q1V156	OG0001535	Close sequence match			No Annotation	No Annotation	HTCC1002_00983	HTCC1002			100
A0A381YUU1	OG0001536	Homologous structure reference		WcaE	No Annotation	Glycos_transf_2	AG-905-O08_00009	AG-905-O08			37.4
A0A7D9H503	OG0001536	Homologous structure reference	WcaA	WcaE	No Annotation	Glycos_transf_2	AG-911-E02_01217	AG-911-E02		COG0463	42.4
A0AAX2AHI6	OG0001536	Homologous structure reference		WcaE	No Annotation	Glycos_transf_2	AG-422-B22_00398	AG-422-B22			41.2
A0A381WG34	OG0001537	Homologous structure reference	CoxG	CoxG	uncharacterized protein	COXG	AG-414-E02_00780	AG-414-E02	K09386	COG3427	74.2
A0A382HKB6	OG0001537	Homologous structure reference	CoxG	CoxG	uncharacterized protein	COXG	MED602_01786	MED602	K09386	COG3427	78.2
A0A382LY88	OG0001537	Homologous structure reference	CoxG	CoxG	uncharacterized protein	COXG	AG-439-B12_00701	AG-439-B12	K09386	COG3427	78.1
A0A382TJ23	OG0001537	Homologous structure reference	CoxG	CoxG	uncharacterized protein	COXG	MED602_01786	MED602	K09386	COG3427	74.9
A0A382XFZ4	OG0001537	Homologous structure reference	CoxG	CoxG	uncharacterized protein	COXG	AAA795-A20_01204	AAA795-A20	K09386	COG3427	77.1
A0A382YDH8	OG0001538	Close sequence match			No Annotation	No Annotation	AG-414-E02_00170	AG-414-E02			91.9
A0A381SN14	OG0001539	Homologous structure reference		FbpB	No Annotation	DUF4956	AG-390-C19_00744	AG-390-C19			53.7
A0A381VPD6	OG0001539	Homologous structure reference		FbpB	No Annotation	DUF4956	AG-325-L05_00704	AG-325-L05			54.8
A0A382CVL1	OG0001539	Homologous structure reference		FbpB	No Annotation	DUF4956	AG-390-C19_00744	AG-390-C19			66.1
A0A518EM15	OG0001539	Homologous structure reference		FbpB	No Annotation	DUF4956	HIMB058_00831	HIMB058			57.8
A0A966M216	OG0001540	Close sequence match	RlmN	RlmN	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	Radical_SAM,Fer4_14,Fer4_12	ME-31_00160	ME-31	K06941	COG0820	97.7
A0A381QL40	OG0001542	Homologous structure reference	ElyC	ElyC	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]	DUF218,Glycos_transf_1	AG-894-A11_00733	AG-894-A11		COG1434	45.1
A0A382BKF6	OG0001542	Homologous structure reference	ElyC	ElyC	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]	DUF218,Glycos_transf_1	AG-900-K14_01093	AG-900-K14		COG1434	55.8
A0A382JJ09	OG0001542	Homologous structure reference	ElyC	ElyC	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]	DUF218,Glycos_transf_1	AG-414-E02_00394	AG-414-E02		COG1434	58
A0AA48H5E9	OG0001542	Homologous structure reference	ElyC	ElyC	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]	DUF218,Glycos_transf_1	HTCC7211_01408	HTCC7211		COG1434	45.5
A0A6H1Q1Q3	OG0001543	Close sequence match	WcaG	WcaG	No Annotation	Epimerase	NP1_00710	NP1		COG0451	100
A0A381TBS0	OG0001544	Homologous structure reference	DAK1	DAK1	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	Dak2	AG-430-A11_00851	AG-430-A11	K05879	COG2376	54.8
A0A382D710	OG0001544	Homologous structure reference	DAK1	DAK1	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	Dak2	AG-430-A11_00851	AG-430-A11	K05879	COG2376	58.6
A0A383AMI1	OG0001544	Homologous structure reference	DAK1	DAK1	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	Dak2	AG-439-E23_00757	AG-439-E23		COG2376	83.1
A0A8J6T3M0	OG0001544	Homologous structure reference	DAK1	DAK1	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	Dak2	HIMB1602_00056	HIMB1602	K05879	COG2376	54.1
A0A1I7AHE8	OG0001545	Homologous structure reference	CorB	CorB	magnesium and cobalt exporter, CNNM family	CorC_HlyC,CBS,CNNM	AG-900-K14_01243	AG-900-K14	K03699	COG4536	52.2
A0A368E2W4	OG0001545	Homologous structure reference	MpfA	CorB	magnesium and cobalt exporter, CNNM family	CorC_HlyC,CBS,CNNM	AG-911-E02_01234	AG-911-E02	K06189	COG1253	52.2
A0A382FKF6	OG0001545	Homologous structure reference	CorB	CorB	magnesium and cobalt exporter, CNNM family	CorC_HlyC,CBS,CNNM	AG-422-B15_00725	AG-422-B15	K03699	COG4536	82.2
A0A9J6PB75	OG0001545	Homologous structure reference	MpfA	CorB	magnesium and cobalt exporter, CNNM family	CorC_HlyC,CBS,CNNM	AG-422-B15_00772	AG-422-B15	K06189	COG1253	52.2
A0A075GCI6	OG0001546	Homologous structure reference		TagB	No Annotation	Glyphos_transf	HIMB1701_01219	HIMB1701			40.7
A0A382B9I9	OG0001546	Homologous structure reference		TagB	No Annotation	Glyphos_transf	HIMB1701_01219	HIMB1701			39.3
A0A382CKH0	OG0001546	Homologous structure reference		TagB	No Annotation	Glyphos_transf	HIMB1701_01219	HIMB1701			38.1
A0A382FNM0	OG0001546	Homologous structure reference		TagB	No Annotation	Glyphos_transf	HIMB1701_01219	HIMB1701			37.4
A0A0Q9YKI7	OG0001547	Homologous structure reference			No Annotation	No Annotation	HIMB1559_00730	HIMB1559			33.6
A0A381Z2S4	OG0001549	Homologous structure reference	PetE	PetE	plastocyanin	Copper-bind	AG-895-G15_00510	AG-895-G15		COG3794	74
A0A382W530	OG0001549	Homologous structure reference	PetE	PetE	plastocyanin	Copper-bind	AG-404-O18_00750	AG-404-O18		COG3794	72.7
A0A383E2V2	OG0001549	Homologous structure reference	PetE	PetE	plastocyanin	Copper-bind	AG-430-J21_00741	AG-430-J21		COG3794	74.4
A0A3D5J211	OG0001549	Homologous structure reference	PetE	PetE	plastocyanin	Copper-bind	AG-349-I05_01131	AG-349-I05		COG3794	75
A0A0D2I5D2	OG0001550	Homologous structure reference			No Annotation	2H-phosphodiest	AG-894-L17_00067	AG-894-L17		COG5255	34.3
A0A382EA84	OG0001550	Homologous structure reference			No Annotation	2H-phosphodiest	AG-390-C17_00149	AG-390-C17		COG5255	58.8
A0A382HCR2	OG0001550	Homologous structure reference			No Annotation	2H-phosphodiest	AG-359-O11_00253	AG-359-O11		COG5255	60.1
A0A382IGR2	OG0001550	Homologous structure reference			No Annotation	2H-phosphodiest	AG-390-C17_00149	AG-390-C17		COG5255	57.9
A0A382SE72	OG0001550	Homologous structure reference			No Annotation	2H-phosphodiest	AG-894-L17_00067	AG-894-L17		COG5255	48.7
A4GJL8	OG0001551	Close sequence match			No Annotation	No Annotation	AG-905-D16_00502	AG-905-D16			94.5
Q6UCQ0	OG0001551	Close sequence match			No Annotation	No Annotation	AG-919-N17_00807	AG-919-N17			96.9
A0A0M2UX05	OG0001552	Homologous structure reference	WecG	WecG	putative colanic acid biosynthesis glycosyltransferase WcaI	Glyco_tran_WecG,Glycos_transf_1,Glyco_transf_4,adh_short	Uisw_137_00858	Uisw_137	K05946	COG1922	51.6
A0A1F7SJG6	OG0001552	Homologous structure reference	WecG	WecG	putative colanic acid biosynthesis glycosyltransferase WcaI	Glyco_tran_WecG,Glycos_transf_1,Glyco_transf_4,adh_short	Uisw_137_00858	Uisw_137	K05946	COG1922	49.8
A0A2J6WGN8	OG0001552	Homologous structure reference	WecG	WecG	putative colanic acid biosynthesis glycosyltransferase WcaI	Glyco_tran_WecG,Glycos_transf_1,Glyco_transf_4,adh_short	Uisw_137_00858	Uisw_137	K05946	COG1922	49.3
A0A382SC17	OG0001552	Homologous structure reference	WecG	WecG	putative colanic acid biosynthesis glycosyltransferase WcaI	Glyco_tran_WecG,Glycos_transf_1,Glyco_transf_4,adh_short	HTCC7217_00103	HTCC7217		COG1922	50.5
A0A0M7A8Q0	OG0001553	Homologous structure reference	DctM	DctM	No Annotation	DctQ	AG-905-E11_00536	AG-905-E11		COG3090	57.4
A0A1L9NUT5	OG0001553	Homologous structure reference	DctM	DctM	No Annotation	DctQ	AG-426-F15_00432	AG-426-F15		COG3090	54.1
A0A1Y5SXP1	OG0001553	Homologous structure reference	DctM	DctM	No Annotation	DctQ	AG-422-D23_00978	AG-422-D23		COG3090	47.3
A0A382IPY7	OG0001553	Homologous structure reference	DctM	DctM	No Annotation	DctQ	AG-893-N07_00488	AG-893-N07		COG3090	61.9
A0A1X6ZY03	OG0001554	Homologous structure reference			No Annotation	CIA30	AG-892-M06_00664	AG-892-M06			50.3
A0A2R8CAQ7	OG0001554	Homologous structure reference			No Annotation	CIA30	AG-422-C21_00748	AG-422-C21			49.7
A0A366WPJ7	OG0001554	Homologous structure reference			No Annotation	CIA30	AG-337-G06_00429	AG-337-G06			49.7
A0A520LLC6	OG0001554	Homologous structure reference			No Annotation	CIA30	AG-920-L11_00187	AG-920-L11			51.6
A0A845S9U3	OG0001555	Close sequence match	Alr0228	Alr0228	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]	Acetyltransf_5,NAD_synthase	ME-18_00984	ME-18	K22310	COG3176	96
A0A6H1Q250	OG0001556	Close sequence match		EnvC	No Annotation	Phage_CP76	NP1_00771	NP1			100
A0A381SKM5	OG0001557	Close sequence match	CcmA	CcmA	No Annotation	Bactofilin	ETNP2013_S02_SV82_300m_MAG_01_00431	ETNP2013_S02_SV82_300m_MAG_01		COG1664	94.8
A0A382F4H3	OG0001558	Homologous structure reference		YgiN	No Annotation	No Annotation	AG-896-L20_00057	AG-896-L20			41.4
A0A383CPR8	OG0001558	Homologous structure reference		YgiN	No Annotation	No Annotation	AG-915-G13_00840	AG-915-G13			39.2
A0A3A4P0N0	OG0001559	Homologous structure reference	BglB	BglB	beta-glucosidase [EC:3.2.1.21]	Glyco_hydro_1	AG-426-I21_00047	AG-426-I21		COG2723	53.9
A0A7C2GF36	OG0001559	Homologous structure reference	BglB	BglB	beta-glucosidase [EC:3.2.1.21]	Glyco_hydro_1	HIMB2201_00165	HIMB2201	K05350	COG2723	49.7
B5YAN1	OG0001559	Homologous structure reference	BglB	BglB	beta-glucosidase [EC:3.2.1.21]	Glyco_hydro_1	HIMB2201_00165	HIMB2201	K05350	COG2723	49.7
B8E0Q1	OG0001559	Homologous structure reference	BglB	BglB	beta-glucosidase [EC:3.2.1.21]	Glyco_hydro_1	AG-447-E19_01278	AG-447-E19	K05350	COG2723	50.4
P26208	OG0001559	Homologous structure reference	BglB	BglB	beta-glucosidase [EC:3.2.1.21]	Glyco_hydro_1	AG-913-F03_00968	AG-913-F03	K05350	COG2723	47.5
A0A0M3TTW5	OG0001561	Homologous structure reference	RfbB	RfbB	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	GDP_Man_Dehyd	Uisw_090_00943	Uisw_090	K01710	COG1088	85
A0A1H6JXN1	OG0001561	Homologous structure reference	RfbB	RfbB	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	GDP_Man_Dehyd	Uisw_090_00943	Uisw_090	K01710	COG1088	79.6
A0A1H6M310	OG0001561	Homologous structure reference	RfbB	RfbB	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	GDP_Man_Dehyd	Uisw_090_00943	Uisw_090	K01710	COG1088	79.6
A0A1J5U5Q5	OG0001561	Homologous structure reference	RfbB	RfbB	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	GDP_Man_Dehyd	Uisw_090_00943	Uisw_090	K01710	COG1088	78.3
A0A382UHC7	OG0001562	Homologous structure reference			L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	NTP_transf_3,NTP_transferase,HTH_3,PNK3P,HTH_19,DUF6564	AG-333-A04_00529	AG-333-A04		COG1213	62.1
A0A4Q0XN06	OG0001562	Homologous structure reference			L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	NTP_transf_3,NTP_transferase,HTH_3,PNK3P,HTH_19,DUF6564	HIMB1494_00018	HIMB1494	K01009	COG1213	55.6
A0A502L4B2	OG0001562	Homologous structure reference			L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	NTP_transf_3,NTP_transferase,HTH_3,PNK3P,HTH_19,DUF6564	AG-422-B15_00695	AG-422-B15	K01009	COG1213	55.8
A0A7Y3ZXI8	OG0001562	Homologous structure reference			L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	NTP_transf_3,NTP_transferase,HTH_3,PNK3P,HTH_19,DUF6564	HIMB1494_00018	HIMB1494	K01009	COG1213	57.6
A0AA37TT97	OG0001562	Homologous structure reference			L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	NTP_transf_3,NTP_transferase,HTH_3,PNK3P,HTH_19,DUF6564	AG-422-B15_00695	AG-422-B15	K01009	COG1213	56.2
A0A845S8N5	OG0001563	Close sequence match	PqqC	PqqC	pyrroloquinoline-quinone synthase [EC:1.3.3.11]	Haem_oxygenas_2,TENA_THI-4	MiE-29_00314	MiE-29	K06137	COG5424	97.3
Q1V009	OG0001564	Close sequence match	ChrR	ChrR	putative transcriptional regulator	Cupin_7	HTCC1002_01381	HTCC1002		COG3806	100
Q1V0H3	OG0001565	Close sequence match	AsmA	AsmA	No Annotation	AsmA	HTCC1002_01214	HTCC1002		COG2982	100
Q4FPJ8	OG0001565	Close sequence match	AsmA	AsmA	No Annotation	AsmA	HTCC1062_00069	HTCC1062		COG2982	100
Q4FM21	OG0001567	Close sequence match			No Annotation	Alginate_lyase	HTCC1002_00321	HTCC1002			100
A0A5J4L4I4	OG0001569	Homologous structure reference			No Annotation	Sulfotransfer_3	AG-414-E02_00290	AG-414-E02			30.6
A0A9Q5QZR7	OG0001569	Homologous structure reference			No Annotation	Sulfotransfer_3	AG-915-G13_00265	AG-915-G13			30.3
Q12VN0	OG0001569	Homologous structure reference			No Annotation	Sulfotransfer_3	AG-414-E02_00290	AG-414-E02			30.2
A0A382YVQ6	OG0001570	Homologous structure reference			No Annotation	No Annotation	RS40_00381	RS40			45.6
A0A6H1Q3G6	OG0001571	Close sequence match		YprA	No Annotation	No Annotation	NP1_00770	NP1			100
Q1UZM0	OG0001571	Close sequence match	YprA	YprA	No Annotation	No Annotation	HTCC1002_00108	HTCC1002		COG1205	100
A0A382ZBG6	OG0001572	Homologous structure reference	TPR	TPR	protein O-GlcNAc transferase [EC:2.4.1.255]	TPR_1,TPR_8,TPR_11,TPR_12,TPR_2,TPR_16,TPR_19,CmcI,Methyltransf_31,TPR_7,TPR_17,2OG-FeII_Oxy_5	AG-464-P13_00385	AG-464-P13		COG0457	75
D6PDL3	OG0001572	Homologous structure reference		TPR	protein O-GlcNAc transferase [EC:2.4.1.255]	TPR_1,TPR_8,TPR_11,TPR_12,TPR_2,TPR_16,TPR_19,CmcI,Methyltransf_31,TPR_7,TPR_17,2OG-FeII_Oxy_5	Uisw_104_00524	Uisw_104			36.6
A0A1G8JCU1	OG0001574	Homologous structure reference	EGL9	EGL9	No Annotation	2OG-FeII_Oxy_3,2OG-FeII_Oxy_4,Methyltransf_21	AH-287-F15_00591	AH-287-F15		COG3751	65.4
A0A3M3S8R8	OG0001574	Homologous structure reference	EGL9	EGL9	No Annotation	2OG-FeII_Oxy_3,2OG-FeII_Oxy_4,Methyltransf_21	AH-287-F15_00591	AH-287-F15		COG3751	63.8
A0A6L5BY24	OG0001574	Homologous structure reference	EGL9	EGL9	No Annotation	2OG-FeII_Oxy_3,2OG-FeII_Oxy_4,Methyltransf_21	AH-287-F15_00591	AH-287-F15		COG3751	63.8
B8KXQ6	OG0001574	Homologous structure reference	EGL9	EGL9	No Annotation	2OG-FeII_Oxy_3,2OG-FeII_Oxy_4,Methyltransf_21	AH-287-F15_00591	AH-287-F15		COG3751	68.8
Q1V2P3	OG0001575	Close sequence match	CzcO	CzcO	monooxygenase [EC:1.14.13.-]	FMO-like,Pyr_redox_3,NAD_binding_8	HTCC1002_00436	HTCC1002	K03379	COG2072	100
Q4FMC7	OG0001575	Close sequence match	CzcO	CzcO	monooxygenase [EC:1.14.13.-]	FMO-like,Pyr_redox_3,NAD_binding_8	HTCC1062_00854	HTCC1062	K03379	COG2072	100
A0A451ACG8	OG0001576	Homologous structure reference	UbiE	UbiE	No Annotation	Methyltransf_11,Methyltransf_23,Methyltransf_31,Methyltransf_25	HTCC8051_01179	HTCC8051		COG2226	51.7
A0A7G9RQW8	OG0001576	Homologous structure reference	UbiE	UbiE	No Annotation	Methyltransf_11,Methyltransf_23,Methyltransf_31,Methyltransf_25	HTCC8051_01179	HTCC8051		COG2226	55
A0A7J4J390	OG0001576	Homologous structure reference	UbiE	UbiE	No Annotation	Methyltransf_11,Methyltransf_23,Methyltransf_31,Methyltransf_25	AG-365-B19_00303	AG-365-B19		COG2226	46.6
F5YMD2	OG0001576	Homologous structure reference	UbiE	UbiE	No Annotation	Methyltransf_11,Methyltransf_23,Methyltransf_31,Methyltransf_25	AG-359-G17_00482	AG-359-G17		COG2226	43.9
A0A381QY99	OG0001577	Close sequence match			No Annotation	No Annotation	ETNP2013_S02_SV82_300m_MAG_01_00310	ETNP2013_S02_SV82_300m_MAG_01			100
A0A381R0Y3	OG0001577	Close sequence match			No Annotation	No Annotation	ETNP2013_S02_SV82_300m_MAG_01_00309	ETNP2013_S02_SV82_300m_MAG_01			98.7
A0A382ICN5	OG0001577	Close sequence match			No Annotation	No Annotation	AG-414-L04_01141	AG-414-L04			96.2
A0A382VZX2	OG0001577	Close sequence match			No Annotation	No Annotation	AG-390-G13_00902	AG-390-G13			97.2
A0A2M8VZU0	OG0001578	Homologous structure reference		DoxX	No Annotation	DoxX	AG-898-P13_00054	AG-898-P13			53.7
A0A381Y9Y4	OG0001578	Homologous structure reference	DoxX	DoxX	No Annotation	DoxX	AG-365-O14_00174	AG-365-O14		COG2259	54.3
A0A520MW19	OG0001578	Homologous structure reference	DoxX	DoxX	No Annotation	DoxX	Uisw_090_01224	Uisw_090		COG2259	56.1
A0P5R6	OG0001578	Homologous structure reference	DoxX	DoxX	No Annotation	DoxX	AG-365-O14_00174	AG-365-O14		COG2259	63
A0A382F1M8	OG0001579	Close sequence match	PrpD	PrpD	aconitate decarboxylase [EC:4.1.1.6]	MmgE_PrpD,MmgE_PrpD_C	HIMB1517_00766	HIMB1517	K17724	COG2079	95
A0A6H1Q1H5	OG0001580	Close sequence match	YhiN	YhiN	tricarballylate dehydrogenase	HI0933_like,FAD_binding_2	NP1_00530	NP1		COG2081	100
Q4FMS6	OG0001580	Close sequence match	YhiN	YhiN	tricarballylate dehydrogenase	HI0933_like,FAD_binding_2	HTCC1002_00581	HTCC1002		COG2081	100
A0A0H4J9M7	OG0001581	Homologous structure reference			No Annotation	DM13	HIMB1483_00667	HIMB1483			62.3
A0A2M8VXQ8	OG0001581	Homologous structure reference			No Annotation	DM13	ME-33_00123	ME-33			66.3
A0A6M9PMC9	OG0001581	Homologous structure reference			No Annotation	DM13	ME-33_00123	ME-33			62.3
A0A975I827	OG0001581	Homologous structure reference			No Annotation	DM13	HIMB1427_01112	HIMB1427			59.6
A0A2S9TR75	OG0001582	Homologous structure reference	WecE	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	DegT_DnrJ_EryC1	AG-904-F17_01249	AG-904-F17		COG0399	75.3
A0A7M1BAQ5	OG0001582	Homologous structure reference	WecE	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	DegT_DnrJ_EryC1	AG-904-F17_01249	AG-904-F17		COG0399	75
A0AAW6VJF4	OG0001582	Homologous structure reference	WecE	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	DegT_DnrJ_EryC1	AG-904-F17_01249	AG-904-F17		COG0399	75
A0AAW7PN90	OG0001582	Homologous structure reference	WecE	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	DegT_DnrJ_EryC1	AG-904-F17_01249	AG-904-F17		COG0399	75.3
A8ESK8	OG0001582	Homologous structure reference	WecE	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	DegT_DnrJ_EryC1	AG-904-F17_01249	AG-904-F17		COG0399	75.3
A0A0A2A297	OG0001583	Homologous structure reference	LigC	RfaB	polysaccharide biosynthesis protein PslH	Glyco_trans_1_4,Glyco_transf_4,DNA_ligase_A_M,Glyco_trans_1_2,DNA_ligase_OB_2	SP27_00774	SP27		COG1793	52.9
