Orthogroup	gene_id	genome	Accession_number	db_source	pident	qcovhsp	scovhsp	evalue	bitscore	afdb_available	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME
OG0000664	NP1_00314	NP1	A0A6H1Q0M7	TrEMBL	100	100	100	1.54e-142	404	TRUE	NA	NA	COG0852	NuoC	Energy production and conversion
OG0000665	NP1_00271	NP1	A0A6H1Q229	TrEMBL	100	100	100	2.01e-55	176	TRUE	K03075	preprotein translocase subunit SecG	COG1314	SecG	Intracellular trafficking, secretion, and vesicular transport
OG0000665	HTCC1002_00354	HTCC1002	Q4FM48	TrEMBL	100	100	100	1.08e-54	174	TRUE	K03075	preprotein translocase subunit SecG	COG1314	SecG	Intracellular trafficking, secretion, and vesicular transport
OG0000666	NP1_00178	NP1	A0A6H1Q0B6	TrEMBL	100	100	100	3.74e-235	650	TRUE	K02259	heme a synthase [EC:1.17.99.9]	COG1612	CtaA	Coenzyme transport and metabolism
OG0000666	HTCC1016_00940	HTCC1016	Q4FLV1	Swiss-Prot	100	100	100	2.08e-237	649	TRUE	K02259	heme a synthase [EC:1.17.99.9]	COG1612	CtaA	Coenzyme transport and metabolism
OG0000666	HTCC1002_00250	HTCC1002	Q1UZ84	TrEMBL	100	100	100	5.32e-235	649	TRUE	K02259	heme a synthase [EC:1.17.99.9]	COG1612	CtaA	Coenzyme transport and metabolism
OG0000667	HTCC1062_00086	HTCC1062	Q4FPI2	TrEMBL	100	100	100	3.57e-91	270	TRUE	NA	NA	COG1539	FolB	Coenzyme transport and metabolism
OG0000667	HTCC1002_01198	HTCC1002	Q1V0J0	TrEMBL	100	100	100	7.2e-91	269	TRUE	NA	NA	COG1539	FolB	Coenzyme transport and metabolism
OG0000667	NP1_01195	NP1	A0A6H1Q486	TrEMBL	100	100	100	2.07e-90	268	TRUE	NA	NA	COG1539	FolB	Coenzyme transport and metabolism
OG0000668	HTCC1002_00758	HTCC1002	Q1V1S5	TrEMBL	100	100	100	6.09e-305	837	TRUE	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	COG1364	ArgJ	Amino acid transport and metabolism
OG0000668	NP1_00735	NP1	A0A6H1Q217	TrEMBL	100	100	100	2.48e-305	835	TRUE	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	COG1364	ArgJ	Amino acid transport and metabolism
OG0000668	AG-891-C15_00343	AG-891-C15	E0XWX8	TrEMBL	99.1	100	100	1.01e-304	834	TRUE	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	COG1364	ArgJ	Amino acid transport and metabolism
OG0000669	NP1_00483	NP1	A0A6H1Q298	TrEMBL	100	100	100	2.7e-166	468	TRUE	K09013	Fe-S cluster assembly ATP-binding protein	COG0396	SufC	Posttranslational modification, protein turnover, chaperones
OG0000669	HTCC1013_00186	HTCC1013	Q4FMN0	TrEMBL	100	100	100	1.1e-165	466	TRUE	K09013	Fe-S cluster assembly ATP-binding protein	COG0396	SufC	Posttranslational modification, protein turnover, chaperones
OG0000670	HTCC1062_00243	HTCC1062	Q4FP24	TrEMBL	100	100	100	5.97e-63	196	TRUE	NA	NA	COG2142	SdhD	Energy production and conversion
OG0000670	NP1_01039	NP1	A0A6H1Q2K6	TrEMBL	100	100	90.7	8.29e-56	177	TRUE	NA	NA	NA	NA	NA
OG0000671	HTCC1002_00357	HTCC1002	Q1V2W9	TrEMBL	100	100	100	0	935	TRUE	K01657	anthranilate synthase component I [EC:4.1.3.27]	COG0147	TrpE	Amino acid transport and metabolism
OG0000671	HTCC1062_00933	HTCC1062	Q4FM51	TrEMBL	100	100	100	0	934	TRUE	K01657	anthranilate synthase component I [EC:4.1.3.27]	COG0147	TrpE	Amino acid transport and metabolism
OG0000671	NP1_00274	NP1	A0A6H1Q162	TrEMBL	100	100	100	0	934	TRUE	K01657	anthranilate synthase component I [EC:4.1.3.27]	COG0147	TrpE	Amino acid transport and metabolism
OG0000672	NP1_00584	NP1	A0A6H1Q1Z8	TrEMBL	100	100	100	6.49e-262	721	TRUE	K03553	recombination protein RecA	COG0468	RecA	Replication, recombination and repair
OG0000672	HTCC1002_00624	HTCC1002	Q1V252	TrEMBL	100	100	100	1.86e-261	720	TRUE	K03553	recombination protein RecA	COG0468	RecA	Replication, recombination and repair
OG0000672	AG-896-K10_00061	AG-896-K10	A4GJZ1	TrEMBL	100	100	100	1.35e-258	713	TRUE	K03553	recombination protein RecA	COG0468	RecA	Replication, recombination and repair
OG0000673	NP1_00895	NP1	A0A6H1Q2G5	TrEMBL	100	100	100	6.41e-230	636	TRUE	K06217	phosphate starvation-inducible protein PhoH and related proteins	COG1702	PhoH	Signal transduction mechanisms
OG0000673	HTCC1013_00551	HTCC1013	Q4FNN4	TrEMBL	100	100	100	1.84e-229	635	TRUE	K06217	phosphate starvation-inducible protein PhoH and related proteins	COG1702	PhoH	Signal transduction mechanisms
OG0000673	HTCC1002_00897	HTCC1002	Q1V1E2	TrEMBL	100	100	100	7.48e-229	634	TRUE	K06217	phosphate starvation-inducible protein PhoH and related proteins	COG1702	PhoH	Signal transduction mechanisms
OG0000674	AG-917-K06_01085	AG-917-K06	A4GJZ7	TrEMBL	100	100	100	8.86e-138	392	TRUE	K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	COG0293	RlmE	Translation, ribosomal structure and biogenesis
OG0000674	NP1_00578	NP1	A0A6H1Q2J0	TrEMBL	100	100	100	5.74e-134	383	TRUE	K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	COG0293	RlmE	Translation, ribosomal structure and biogenesis
OG0000674	HTCC1002_00618	HTCC1002	Q4FMX1	Swiss-Prot	100	100	100	3.2e-136	382	TRUE	K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	COG0293	RlmE	Translation, ribosomal structure and biogenesis
OG0000675	HTCC1002_00118	HTCC1002	Q1UZL0	TrEMBL	100	100	100	0	1294	TRUE	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	COG0209	NrdA	Nucleotide transport and metabolism
OG0000675	HTCC1013_01008	HTCC1013	Q4FLH6	TrEMBL	100	100	100	0	1291	TRUE	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	COG0209	NrdA	Nucleotide transport and metabolism
OG0000675	NP1_00043	NP1	A0A6H1Q0B2	TrEMBL	100	100	100	0	1291	TRUE	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	COG0209	NrdA	Nucleotide transport and metabolism
OG0000676	HTCC1002_01307	HTCC1002	Q1V084	TrEMBL	100	100	100	2.9e-171	481	TRUE	NA	NA	COG0345	ProC	Amino acid transport and metabolism
OG0000676	HTCC1062_01363	HTCC1062	Q4FKY2	TrEMBL	100	100	100	3.39e-170	479	TRUE	NA	NA	COG0345	ProC	Amino acid transport and metabolism
OG0000677	HTCC1002_00754	HTCC1002	Q1V1S9	TrEMBL	100	100	100	1.77e-255	704	TRUE	K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	COG0821	IspG	Lipid transport and metabolism
OG0000677	HTCC1013_00399	HTCC1013	Q4FNA0	Swiss-Prot	100	100	100	9.86e-258	703	TRUE	K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	COG0821	IspG	Lipid transport and metabolism
OG0000677	NP1_00731	NP1	A0A6H1Q210	TrEMBL	100	100	100	1.45e-254	701	TRUE	K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	COG0821	IspG	Lipid transport and metabolism
OG0000678	HTCC1002_00937	HTCC1002	Q4FNS3	Swiss-Prot	100	100	100	3.72e-193	532	TRUE	K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	COG1806	PpsR	Signal transduction mechanisms
OG0000678	NP1_00934	NP1	A0A6H1Q2X6	TrEMBL	100	100	100	1.57e-189	529	TRUE	K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	COG1806	PpsR	Signal transduction mechanisms
OG0000679	NP1_00089	NP1	A0A6H1Q1K7	TrEMBL	100	100	100	1.01e-157	446	TRUE	K02906	large subunit ribosomal protein L3	COG0087	RplC	Translation, ribosomal structure and biogenesis
OG0000679	HTCC1002_00166	HTCC1002	Q1UZG7	TrEMBL	100	100	100	5.86e-157	444	TRUE	K02906	large subunit ribosomal protein L3	COG0087	RplC	Translation, ribosomal structure and biogenesis
OG0000679	HTCC1013_00960	HTCC1013	Q4FLL8	Swiss-Prot	100	100	100	4.64e-159	442	TRUE	K02906	large subunit ribosomal protein L3	COG0087	RplC	Translation, ribosomal structure and biogenesis
OG0000680	NP1_01190	NP1	A0A6H1Q508	TrEMBL	100	100	100	1.15e-153	434	TRUE	NA	NA	COG0745	OmpR	Signal transduction mechanisms
OG0000680	HTCC1002_01193	HTCC1002	Q4FPH7	TrEMBL	100	100	100	1.63e-153	434	TRUE	NA	NA	COG0745	OmpR	Signal transduction mechanisms
OG0000681	HTCC1002_00374	HTCC1002	Q4FM68	Swiss-Prot	100	100	100	2.39e-189	523	TRUE	K02357	elongation factor Ts	COG0264	Tsf	Translation, ribosomal structure and biogenesis
OG0000681	NP1_00292	NP1	A0A6H1Q0K8	TrEMBL	100	100	100	4.11e-185	519	TRUE	K02357	elongation factor Ts	COG0264	Tsf	Translation, ribosomal structure and biogenesis
OG0000682	NP1_00150	NP1	A0A6H1Q0K9	TrEMBL	100	100	100	0	1151	TRUE	NA	NA	COG0317	SpoT	Signal transduction mechanisms
OG0000682	HTCC1002_00223	HTCC1002	Q4FLS4	TrEMBL	100	100	100	0	1148	TRUE	NA	NA	COG0317	SpoT	Signal transduction mechanisms
OG0000683	NP1_00518	NP1	A0A6H1Q168	TrEMBL	100	100	100	1.04e-212	591	TRUE	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	COG0331	FabD	Lipid transport and metabolism
OG0000683	HTCC1002_00569	HTCC1002	Q1V2A8	TrEMBL	100	100	100	2.1e-212	590	TRUE	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	COG0331	FabD	Lipid transport and metabolism
OG0000683	HTCC1062_00717	HTCC1062	Q4FMR4	TrEMBL	100	100	100	2.1e-212	590	TRUE	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	COG0331	FabD	Lipid transport and metabolism
OG0000684	NP1_00062	NP1	A0A6H1Q161	TrEMBL	100	100	100	3.6e-167	469	TRUE	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	COG0047	PurL2	Nucleotide transport and metabolism
OG0000684	HTCC1002_00138	HTCC1002	Q4FLJ5	Swiss-Prot	100	100	100	4.73e-168	464	TRUE	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	COG0047	PurL2	Nucleotide transport and metabolism
OG0000684	ETNP2013_S02_SV82_300m_MAG_01_00276	ETNP2013_S02_SV82_300m_MAG_01	A0A381RTX5	TrEMBL	100	87.1	100	7.97e-136	388	TRUE	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	COG0047	PurL2	Nucleotide transport and metabolism
OG0000685	NP1_00057	NP1	A0A6H1Q1V0	TrEMBL	100	100	100	8.03e-160	451	TRUE	K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	COG0565	TrmJ	Translation, ribosomal structure and biogenesis
OG0000685	HTCC1002_00131	HTCC1002	Q1UZJ7	TrEMBL	100	100	100	1.14e-159	451	TRUE	K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	COG0565	TrmJ	Translation, ribosomal structure and biogenesis
OG0000685	HTCC1062_01156	HTCC1062	Q4FLI9	TrEMBL	100	100	100	1.62e-159	450	TRUE	K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	COG0565	TrmJ	Translation, ribosomal structure and biogenesis
OG0000686	HTCC1002_01081	HTCC1002	Q4FP65	TrEMBL	100	100	100	6.34e-119	343	TRUE	K03523	biotin transport system substrate-specific component	COG1268	BioY	Coenzyme transport and metabolism
OG0000686	NP1_01080	NP1	A0A6H1Q2Z6	TrEMBL	100	100	100	2.58e-118	342	TRUE	K03523	biotin transport system substrate-specific component	COG1268	BioY	Coenzyme transport and metabolism
OG0000686	ETNP2013_S02_SV82_300m_MAG_01_00648	ETNP2013_S02_SV82_300m_MAG_01	A0A381QV59	TrEMBL	99.4	100	100	1.75e-115	334	TRUE	K03523	biotin transport system substrate-specific component	COG1268	BioY	Coenzyme transport and metabolism
OG0000687	HTCC1002_01109	HTCC1002	Q1V0S9	TrEMBL	100	100	100	3.26e-220	617	TRUE	NA	NA	COG1196	Smc	Cell cycle control, cell division, chromosome partitioning
OG0000687	HTCC1013_00768	HTCC1013	Q4FP93	TrEMBL	100	100	100	7.32e-203	573	TRUE	NA	NA	COG1196	Smc	Cell cycle control, cell division, chromosome partitioning
OG0000688	HTCC1062_01259	HTCC1062	A0A6H1Q600	TrEMBL	100	100	100	8.53e-93	272	TRUE	K09966	uncharacterized protein	COG3651	NA	Function unknown
OG0000689	HTCC1002_01296	HTCC1002	Q4FKX1	TrEMBL	100	100	100	5.2e-55	174	TRUE	NA	NA	COG0695	GrxC	Posttranslational modification, protein turnover, chaperones
OG0000690	HTCC1013_00205	HTCC1013	Q4FMP9	TrEMBL	100	100	100	3.06e-151	428	TRUE	NA	NA	COG0593	DnaA	Replication, recombination and repair
OG0000690	NP1_00503	NP1	A0A6H1Q157	TrEMBL	100	100	98.2	6.11e-152	430	TRUE	NA	NA	COG0593	DnaA	Replication, recombination and repair
OG0000691	HTCC1002_01194	HTCC1002	Q4FPH8	TrEMBL	100	100	100	4.12e-92	272	TRUE	NA	NA	COG1846	MarR	Transcription
OG0000691	NP1_01191	NP1	A0A6H1Q3Q1	TrEMBL	100	100	100	5.85e-92	272	TRUE	NA	NA	COG1846	MarR	Transcription
OG0000692	NP1_01132	NP1	A0A6H1Q346	TrEMBL	100	100	100	7.55e-298	815	TRUE	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	COG1519	KdtA	Cell wall/membrane/envelope biogenesis
OG0000692	HTCC1002_01134	HTCC1002	Q4FPB8	TrEMBL	100	100	100	4.37e-297	813	TRUE	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	COG1519	KdtA	Cell wall/membrane/envelope biogenesis
OG0000693	HTCC1002_00879	HTCC1002	Q1V1G0	TrEMBL	100	100	100	1.91e-174	489	TRUE	NA	NA	COG0476	ThiF	Coenzyme transport and metabolism
OG0000693	HTCC1013_00532	HTCC1013	Q4FNL5	TrEMBL	100	100	100	5.46e-174	488	TRUE	NA	NA	COG0476	ThiF	Coenzyme transport and metabolism
OG0000693	NP1_00877	NP1	A0A6H1Q3C0	TrEMBL	100	100	100	1.96e-167	471	TRUE	NA	NA	COG0476	ThiF	Coenzyme transport and metabolism
OG0000694	HTCC1062_00428	HTCC1062	Q4FNJ1	TrEMBL	100	100	100	0	1625	TRUE	K17675	ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	COG4581	Dob1	Replication, recombination and repair
OG0000694	HTCC1002_00854	HTCC1002	Q1V1I5	TrEMBL	100	100	100	0	1624	TRUE	K17675	ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	COG4581	Dob1	Replication, recombination and repair
OG0000694	NP1_00851	NP1	A0A6H1Q232	TrEMBL	100	100	99.8	0	1590	TRUE	K17675	ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	COG4581	Dob1	Replication, recombination and repair
OG0000695	HTCC1002_00631	HTCC1002	Q1V245	TrEMBL	100	100	100	3.32e-199	555	TRUE	NA	NA	COG0463	WcaA	Cell wall/membrane/envelope biogenesis
OG0000695	HTCC1062_00646	HTCC1062	Q4FMY5	TrEMBL	100	100	100	4.71e-199	555	TRUE	NA	NA	COG0463	WcaA	Cell wall/membrane/envelope biogenesis
OG0000695	NP1_00591	NP1	A0A6H1Q2Y4	TrEMBL	100	100	100	3.87e-198	552	TRUE	NA	NA	COG0463	WcaA	Cell wall/membrane/envelope biogenesis
OG0000696	HTCC1062_00914	HTCC1062	Q4FM70	TrEMBL	100	100	100	0	2201	TRUE	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	COG0587	DnaE	Replication, recombination and repair
OG0000696	HTCC1002_00376	HTCC1002	Q1V2V0	TrEMBL	100	100	100	0	2199	TRUE	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	COG0587	DnaE	Replication, recombination and repair
OG0000696	NP1_00295	NP1	A0A6H1Q249	TrEMBL	100	100	100	0	2199	TRUE	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	COG0587	DnaE	Replication, recombination and repair
OG0000697	NP1_00157	NP1	A0A6H1Q0I7	TrEMBL	100	100	100	5.33e-236	651	TRUE	K01698	porphobilinogen synthase [EC:4.2.1.24]	COG0113	HemB	Coenzyme transport and metabolism
OG0000697	HTCC1002_00230	HTCC1002	Q4FLT1	TrEMBL	100	100	100	6.22e-235	649	TRUE	K01698	porphobilinogen synthase [EC:4.2.1.24]	COG0113	HemB	Coenzyme transport and metabolism
OG0000698	HTCC1002_00456	HTCC1002	Q1V2M1	TrEMBL	100	100	100	1.44e-120	347	TRUE	K03565	regulatory protein	COG2137	RecX	Posttranslational modification, protein turnover, chaperones
OG0000698	HTCC1062_00833	HTCC1062	Q4FME8	TrEMBL	100	100	100	1.44e-120	347	TRUE	K03565	regulatory protein	COG2137	RecX	Posttranslational modification, protein turnover, chaperones
OG0000699	NP1_01418	NP1	A0A6H1Q4U3	TrEMBL	100	100	100	3.07e-110	319	TRUE	NA	NA	COG0139	HisI1	Amino acid transport and metabolism
OG0000699	HTCC1002_00002	HTCC1002	Q1UZX9	TrEMBL	100	100	100	5.15e-107	310	TRUE	NA	NA	COG0139	HisI1	Amino acid transport and metabolism
OG0000699	HTCC1062_01258	HTCC1062	Q4FL88	TrEMBL	100	100	95.7	3.92e-110	319	TRUE	NA	NA	COG0139	HisI1	Amino acid transport and metabolism
OG0000700	NP1_00315	NP1	A0A6H1Q271	TrEMBL	100	100	100	1.36e-124	357	TRUE	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	COG0377	NuoB	Energy production and conversion
OG0000700	HTCC1002_00396	HTCC1002	Q4FM90	Swiss-Prot	100	100	100	5.34e-127	356	TRUE	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	COG0377	NuoB	Energy production and conversion
OG0000701	NP1_00297	NP1	A0A6H1Q2H7	TrEMBL	100	100	100	1.29e-261	723	TRUE	K09808	lipoprotein-releasing system permease protein	COG4591	LolC	Cell wall/membrane/envelope biogenesis
OG0000701	HTCC1002_00378	HTCC1002	Q4FM72	TrEMBL	100	100	100	3.04e-260	719	TRUE	K09808	lipoprotein-releasing system permease protein	COG4591	LolC	Cell wall/membrane/envelope biogenesis
OG0000702	HTCC1002_00337	HTCC1002	A0A6H1Q2S3	TrEMBL	100	100	100	1.12e-61	192	TRUE	NA	NA	COG2919	FtsB	Cell cycle control, cell division, chromosome partitioning
OG0000703	HTCC1062_00951	HTCC1062	Q4FM32	TrEMBL	100	100	100	2.37e-113	328	TRUE	K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]	COG1267	PgpA	Lipid transport and metabolism
OG0000703	HTCC1002_00333	HTCC1002	Q1UZ07	TrEMBL	100	100	100	1.37e-112	326	TRUE	K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]	COG1267	PgpA	Lipid transport and metabolism
OG0000703	NP1_00263	NP1	A0A6H1Q2E2	TrEMBL	100	100	100	7.94e-112	324	TRUE	K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]	COG1267	PgpA	Lipid transport and metabolism
OG0000704	NP1_00226	NP1	A0A6H1Q0S8	TrEMBL	100	100	100	1.58e-56	178	TRUE	K03210	preprotein translocase subunit YajC	COG1862	YajC	Intracellular trafficking, secretion, and vesicular transport
OG0000705	NP1_01165	NP1	A0A6H1Q3B6	TrEMBL	100	100	100	2.59e-110	320	TRUE	NA	NA	COG5389	NA	Function unknown
OG0000705	HTCC1002_01169	HTCC1002	Q1V0L9	TrEMBL	100	100	100	1.5e-109	318	TRUE	NA	NA	COG5389	NA	Function unknown
OG0000705	HTCC1062_00115	HTCC1062	Q4FPF3	TrEMBL	100	100	100	2.13e-109	317	TRUE	NA	NA	COG5389	NA	Function unknown
OG0000706	HTCC1062_00148	HTCC1062	Q4FPC0	TrEMBL	100	100	100	5.54e-201	559	TRUE	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	COG0382	UbiA	Coenzyme transport and metabolism
OG0000706	NP1_01134	NP1	A0A6H1Q425	TrEMBL	100	100	100	3.2e-200	557	TRUE	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	COG0382	UbiA	Coenzyme transport and metabolism
OG0000706	HTCC1002_01136	HTCC1002	Q1V0Q2	TrEMBL	100	100	100	6.46e-200	556	TRUE	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	COG0382	UbiA	Coenzyme transport and metabolism
OG0000707	NP1_00967	NP1	A0A6H1Q2N0	TrEMBL	100	100	100	3.48e-146	414	TRUE	NA	NA	NA	NA	NA
OG0000707	HTCC1002_00967	HTCC1002	Q4FNV2	TrEMBL	100	100	100	1.42e-145	412	TRUE	NA	NA	NA	NA	NA
OG0000708	HTCC1002_00899	HTCC1002	A0A6H1Q3E0	TrEMBL	100	100	100	1.37e-88	263	TRUE	K03711	Fur family transcriptional regulator, ferric uptake regulator	COG0735	Fur	Inorganic ion transport and metabolism
OG0000709	HTCC1002_00177	HTCC1002	Q4FLM9	Swiss-Prot	100	100	100	4.38e-49	152	TRUE	K02895	large subunit ribosomal protein L24	COG0198	RplX	Translation, ribosomal structure and biogenesis
OG0000709	NP1_00100	NP1	A0A6H1Q0C1	TrEMBL	100	100	100	2.26e-46	152	TRUE	K02895	large subunit ribosomal protein L24	COG0198	RplX	Translation, ribosomal structure and biogenesis
OG0000710	HTCC1002_00537	HTCC1002	Q4FMN2	TrEMBL	100	100	100	6.41e-94	276	TRUE	K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	COG1959	IscR	Transcription
OG0000711	HTCC1002_00757	HTCC1002	Q1V1S6	TrEMBL	100	100	100	3.29e-97	285	TRUE	NA	NA	COG5319	NA	Function unknown
OG0000711	HTCC1040_00362	HTCC1040	Q4FNA3	TrEMBL	100	100	100	6.63e-97	284	TRUE	NA	NA	COG5319	NA	Function unknown
OG0000712	HTCC1002_00259	HTCC1002	Q1UZ75	TrEMBL	100	100	100	1.21e-59	186	TRUE	NA	NA	COG0350	AdaB	Replication, recombination and repair
OG0000712	HTCC1062_01029	HTCC1062	Q4FLW0	TrEMBL	100	100	96.8	1.33e-59	186	TRUE	NA	NA	COG0350	AdaB	Replication, recombination and repair
OG0000712	NP1_00187	NP1	A0A6H1Q0Y7	TrEMBL	100	100	96.8	1.1e-58	184	TRUE	NA	NA	COG0350	AdaB	Replication, recombination and repair
OG0000713	HTCC1002_00224	HTCC1002	Q1UZB0	TrEMBL	100	100	100	4.76e-136	388	TRUE	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	COG0461	PyrE	Nucleotide transport and metabolism
OG0000713	NP1_00151	NP1	A0A6H1Q084	TrEMBL	100	100	100	4.43e-134	382	TRUE	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	COG0461	PyrE	Nucleotide transport and metabolism
OG0000713	HTCC1013_00902	HTCC1013	Q4FLS5	TrEMBL	100	100	100	2.56e-133	380	TRUE	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	COG0461	PyrE	Nucleotide transport and metabolism
OG0000714	NP1_00214	NP1	A0A6H1Q1J7	TrEMBL	100	100	100	8.19e-139	395	TRUE	NA	NA	COG2928	NA	Function unknown
OG0000714	HTCC1002_00287	HTCC1002	Q1UZ50	TrEMBL	100	100	100	1.65e-138	394	TRUE	NA	NA	COG2928	NA	Function unknown
OG0000714	HTCC1062_00997	HTCC1062	Q4FLY9	TrEMBL	100	100	100	3.33e-138	394	TRUE	NA	NA	COG2928	NA	Function unknown
OG0000715	HTCC1002_00254	HTCC1002	Q1UZ80	TrEMBL	100	100	100	3e-243	671	TRUE	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	COG0002	ArgC	Amino acid transport and metabolism
OG0000715	HTCC1062_01034	HTCC1062	Q4FLV5	TrEMBL	100	100	100	4.26e-243	670	TRUE	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	COG0002	ArgC	Amino acid transport and metabolism
OG0000715	NP1_00182	NP1	A0A6H1Q0N9	TrEMBL	100	100	100	3.5e-242	668	TRUE	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	COG0002	ArgC	Amino acid transport and metabolism
OG0000716	ETNP2013_S02_SV82_300m_MAG_01_00130	ETNP2013_S02_SV82_300m_MAG_01	A0A381UBH0	TrEMBL	100	100	100	1.49e-116	336	TRUE	NA	NA	COG0801	FolK	Coenzyme transport and metabolism
OG0000716	NP1_00149	NP1	A0A6H1Q1D7	TrEMBL	100	100	100	1.65e-116	336	TRUE	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	COG0801	FolK	Coenzyme transport and metabolism
OG0000716	HTCC1013_00904	HTCC1013	Q4FLS3	TrEMBL	100	100	100	9.55e-116	334	TRUE	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	COG0801	FolK	Coenzyme transport and metabolism
OG0000717	NP1_01156	NP1	A0A6H1Q2W4	TrEMBL	100	100	100	7.86e-199	553	TRUE	NA	NA	COG1562	ERG9	Lipid transport and metabolism
OG0000717	HTCC1002_01160	HTCC1002	Q1V0M8	TrEMBL	100	100	100	1.52e-196	548	TRUE	NA	NA	COG1562	ERG9	Lipid transport and metabolism
OG0000717	HTCC1062_00124	HTCC1062	Q4FPE4	TrEMBL	100	100	100	1.52e-196	548	TRUE	NA	NA	COG1562	ERG9	Lipid transport and metabolism
OG0000718	NP1_00937	NP1	A0A6H1Q4N2	TrEMBL	100	100	100	1.54e-122	353	TRUE	K00859	dephospho-CoA kinase [EC:2.7.1.24]	COG0237	CoaE	Coenzyme transport and metabolism
OG0000718	HTCC1002_00940	HTCC1002	Q1V198	TrEMBL	100	100	100	5.16e-121	349	TRUE	K00859	dephospho-CoA kinase [EC:2.7.1.24]	COG0237	CoaE	Coenzyme transport and metabolism
OG0000718	HTCC1062_00342	HTCC1062	Q4FNS6	TrEMBL	100	100	100	5.16e-121	349	TRUE	K00859	dephospho-CoA kinase [EC:2.7.1.24]	COG0237	CoaE	Coenzyme transport and metabolism
OG0000719	HTCC1002_01135	HTCC1002	Q1V0Q3	TrEMBL	100	100	100	0	1069	TRUE	NA	NA	COG1132	MdlB	Cell wall/membrane/envelope biogenesis
