id	prokka_seq_name	COG_ID	COG_GENE_NAME	COG_NAME	COG_LETTER	KO	ko_definition
OG1786	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1787	hypothetical protein	COG1196	Smc	Chromosome segregation ATPase Smc	S	NA	NA
OG1788	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1789	hypothetical protein	COG0438	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	NA	NA
OG1790	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1791	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1792	Release factor glutamine methyltransferase	COG2890	HemK	Methylase of polypeptide chain release factors	J	K02687	ribosomal protein L11 methyltransferase
OG1793	Phenylacetate-coenzyme A ligase	COG1541	PaaK	"Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family"	H	K01912	phenylacetate-CoA ligase
OG1794	hypothetical protein	COG0579	LhgO	L-2-hydroxyglutarate oxidase LhgO	G	NA	NA
OG1795	hypothetical protein	COG1917	QdoI	Cupin domain protein related to quercetin dioxygenase	R	NA	NA
OG1796	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1797	6-phosphogluconolactonase	COG0363	NagB	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	G	K01057	6-phosphogluconolactonase
OG1798	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1799	hypothetical protein	COG1928	PMT1	Dolichyl-phosphate-mannose--protein O-mannosyl transferase	O	NA	NA
OG1800	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	NA	NA
OG1801	putative symporter YjmB	COG2211	MelB	Na+/melibiose symporter or related transporter	G	K03292	"glycoside/pentoside/hexuronide:cation symporter, GPH family"
OG1802	Ribonuclease BN	COG1234	ElaC	"Ribonuclease BN, tRNA processing enzyme"	J	K00784	ribonuclease Z
OG1803	hypothetical protein	COG3825	CoxE2	"Uncharacterized CoxE-like protein,  contains von Willebrand factor type A (vWA) domain"	S	K09989	uncharacterized protein
OG1804	Thiamine-binding periplasmic protein	COG4143	TbpA	"ABC-type thiamine transport system, periplasmic component TbpA"	H	K02064	thiamine transport system substrate-binding protein
OG1805	GTPase HflX	COG2262	HflX	50S ribosomal subunit-associated GTPase HflX	J	K03665	GTPase NA
OG1806	putative acyl-CoA thioester hydrolase	COG1607	YciA	Acyl-CoA hydrolase	I	K10806	acyl-CoA thioesterase YciA
OG1807	hypothetical protein	COG3772	RrrD	"Phage-related lysozyme (muramidase), GH24 family"	M	NA	NA
OG1808	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1809	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	COG1024	CaiD	Enoyl-CoA hydratase/carnithine racemase	I	K05605	3-hydroxyisobutyryl-CoA hydrolase
OG1810	hypothetical protein	COG5350	NA	Predicted protein tyrosine phosphatase	R	NA	NA
OG1811	hypothetical protein	COG3777	HTD2	"Hydroxyacyl-ACP dehydratase HTD2, hotdog domain"	I	K09709	3-methylfumaryl-CoA hydratase
OG1812	hypothetical protein	COG1488	PncB	Nicotinic acid phosphoribosyltransferase	H	K00763	nicotinate phosphoribosyltransferase
OG1813	hypothetical protein	COG4832	MA1133	"Cyclopropanoid cyclopropyl hydrolase, GyrI-like domain"	V	NA	NA
OG1814	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1815	hypothetical protein	COG3225	GldG	"ABC-type uncharacterized transport system involved in gliding motility, auxiliary component"	N	K25153	gliding motility-associatede transport system auxiliary component
OG1816	PKHD-type hydroxylase YbiX	COG3128	PiuC	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	R	K07336	PKHD-type hydroxylase
OG1817	HTH-type transcriptional repressor GlaR	COG1802	GntR	"DNA-binding transcriptional regulator, GntR family"	K	K15735	"GntR family transcriptional regulator, carbon starvation induced regulator"
OG1818	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	COG3626	PhnI	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	P	K06164	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
OG1819	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG	COG3624	PhnG	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG	P	K06166	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
OG1820	hypothetical protein	COG3625	PhnH	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH	P	NA	NA
OG1821	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	COG4778	PhnL	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	P	K05780	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
OG1822	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	COG3454	PhnM	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM	P	K06162	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
OG1823	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1824	Siroheme synthase	COG0007	CysG	Uroporphyrinogen-III methylase (siroheme synthase)	H	K02303	uroporphyrin-III C-methyltransferase
OG1825	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1826	hypothetical protein	COG1291	MotA	Flagellar motor component MotA	N	NA	NA
OG1827	RNA polymerase sigma-54 factor 1	COG1508	RpoN	"DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog"	K	K03092	RNA polymerase sigma-54 factor
OG1828	FAD:protein FMN transferase	COG1477	ApbE	FAD:protein FMN transferase ApbE	H	K03734	FAD:protein FMN transferase
OG1829	hypothetical protein	COG3153	yhbS	Predicted N-acetyltransferase YhbS	R	K03824	putative acetyltransferase
OG1830	hypothetical protein	COG3007	NA	Trans-2-enoyl-CoA reductase	I	NA	NA
OG1831	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1832	ATP-dependent RecD-like DNA helicase	COG0507	RecD	ATPase/5â€-3â€ helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V)	L	K15255	ATP-dependent DNA helicase PIF1
OG1833	hypothetical protein	COG0474	MgtA	"Asparagine N-glycosylation enzyme, membrane subunit Stt3"	O	NA	NA
OG1834	hypothetical protein	COG4122	TrmR	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	J	NA	NA
OG1835	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	COG1778	KdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	M	K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)
OG1836	hypothetical protein	COG3133	SlyB	Outer membrane lipoprotein SlyB	M	K06077	outer membrane lipoprotein SlyB
OG1837	hypothetical protein	COG3307	RfaL	O-antigen ligase	M	NA	NA
OG1838	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1839	hypothetical protein	COG1335	PncA	Nicotinamidase-related amidase	H	K08281	nicotinamidase/pyrazinamidase
OG1840	hypothetical protein	COG0525	ValS	Valyl-tRNA synthetase	J	NA	NA
OG1841	hypothetical protein	COG2959	HemX	"Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B. subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis)"	R	NA	NA
OG1842	Urease accessory protein UreF	COG0830	UreF	Urease accessory protein UreF	O	K03188	urease accessory protein
OG1843	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1844	hypothetical protein	COG3064	TolA	Membrane protein TolA involved in colicin uptake	M	NA	NA
OG1845	hypothetical protein	COG1305	YebA	"Transglutaminase-like enzyme, putative cysteine protease"	O	K22452	protein-glutamine gamma-glutamyltransferase
OG1846	hypothetical protein	COG0673	MviM	Predicted dehydrogenase	R	NA	NA
OG1847	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1848	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1849	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1850	hypothetical protein	COG0466	Lon	"ATP-dependent Lon protease, bacterial type"	O	NA	NA
OG1851	Amino-acid carrier protein AlsT	COG1115	AlsT	Na+/alanine symporter	E	K03310	"alanine or glycine:cation symporter, AGCS family"
OG1852	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1853	hypothetical protein	COG3957	XFP	Phosphoketolase	G	NA	NA
OG1854	hypothetical protein	COG1225	Bcp	Peroxiredoxin	O	NA	NA
OG1855	hypothetical protein	COG3071	HemYx	"Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)"	S	NA	NA
OG1856	hypothetical protein	COG4973	XerC	Site-specific recombinase XerC	L	NA	NA
OG1857	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1858	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1859	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1860	putative protein	NA	NA	NA	NA	NA	NA
OG1861	Corrinoid adenosyltransferase	COG2096	PduO	Cob(II)alamin adenosyltransferase	H	K00798	cob(I)alamin adenosyltransferase
OG1862	hypothetical protein	COG1387	HIS2	Histidinol phosphatase or related hydrolase of the PHP family	E	NA	NA
OG1863	Epoxyqueuosine reductase	COG1600	QueG	Epoxyqueuosine reductase QueG (queuosine biosynthesis)	J	K18979	epoxyqueuosine reductase
OG1864	hypothetical protein	COG3495	NA	"Uncharacterized conserved protein, DUF3299 family"	S	K09950	uncharacterized protein
OG1865	Urease accessory protein UreD	COG0829	UreH	Urease accessory protein UreH	O	K03190	urease accessory protein
OG1866	hypothetical protein	COG3898	HemYx	"Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to HemY-type protoporphyrinogen oxidase)"	S	K02498	HemY protein
OG1867	GTP cyclohydrolase-2	COG0807	RibA	GTP cyclohydrolase II	H	K01497	GTP cyclohydrolase II
OG1868	"6-carboxy-5,6,7,8-tetrahydropterin synthase"	COG0720	QueD	6-pyruvoyl-tetrahydropterin synthase	H	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase
OG1869	"D-tagatose-1,6-bisphosphate aldolase subunit GatY"	COG0191	Fba	Fructose/tagatose bisphosphate aldolase	G	K01624	"fructose-bisphosphate aldolase, class II"
OG1870	Putative transport protein	COG0628	PerM	Predicted PurR-regulated permease PerM	R	K11744	AI-2 transport protein TqsA
OG1871	"Selenide, water dikinase"	COG1252	Ndh	"NADH dehydrogenase, FAD-containing subunit"	C	K01008	"selenide, water dikinase"
OG1872	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1873	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1874	DNA-directed RNA polymerase subunit beta	COG0085	RpoB	"DNA-directed RNA polymerase, beta subunit/140 kD subunit"	K	K03043	DNA-directed RNA polymerase subunit beta
OG1875	hypothetical protein	COG3952	LABN	Uncharacterized N-terminal domain of lipid-A-disaccharide synthase	R	NA	NA
OG1876	hypothetical protein	COG1289	YccC	Uncharacterized membrane protein YccC	S	K01992	ABC-2 type transport system permease protein
OG1877	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1878	hypothetical protein	COG0474	MgtA	Magnesium-transporting ATPase (P-type)	O	K07052	CAAX protease family protein
OG1879	Ferrous-iron efflux pump FieF	COG0053	FieF	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	P	K13283	ferrous-iron efflux pump FieF
OG1880	hypothetical protein	COG1765	YhfA	Uncharacterized OsmC-related protein	R	K07397	putative redox protein
OG1881	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1882	hypothetical protein	COG3168	PilP	Type IV pilus assembly protein PilP	N	NA	NA
OG1883	Vitamin B12-binding protein	COG0614	FepB	"ABC-type Fe3+-hydroxamate transport system, periplasmic component"	P	K25132	heme transport system substrate-binding protein
OG1884	hypothetical protein	COG0456	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	NA	NA
OG1885	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1886	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1887	hypothetical protein	COG2244	RfbX	Membrane protein involved in the export of O-antigen and teichoic acid	M	NA	NA
OG1888	hypothetical protein	COG1867	TRM1	"tRNA G26 N,N-dimethylase Trm1"	J	NA	NA
OG1889	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1890	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1891	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1892	Glutamate synthase [NADPH] large chain	COG0070	GltB3	Glutamate synthase domain 3	E	NA	NA
OG1893	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1894	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1895	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1896	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1897	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1898	hypothetical protein	COG1553	DsrE	"Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family"	P	NA	NA
OG1899	hypothetical protein	COG3882	FkbH	Predicted enzyme involved in methoxymalonyl-ACP biosynthesis	I	NA	NA
OG1900	hypothetical protein	COG5255	NA	Uncharacterized conserved protein	S	NA	NA
OG1901	hypothetical protein	COG1404	AprE	"Serine protease, subtilisin family"	O	NA	NA
OG1902	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1903	Isoleucine--tRNA ligase	COG0060	IleS	Isoleucyl-tRNA synthetase	J	NA	NA
OG1904	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1905	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1906	Putative short-chain type dehydrogenase/reductase	COG1028	FabG	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"	I	NA	NA
OG1907	putative Nudix hydrolase NudL	COG0494	MutT	"8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family"	V	K17879	peroxisomal coenzyme A diphosphatase NUDT7
OG1908	hypothetical protein	COG3816	NA	"Uncharacterized conserved protein, DUF1285 family"	S	K09986	uncharacterized protein
OG1909	hypothetical protein	COG2020	STE14	Protein-S-isoprenylcysteine O-methyltransferase Ste14	O	NA	NA
OG1910	hypothetical protein	COG3488	NA	"Uncharacterized conserved protein with two CxxC motifs, DUF1111 family"	R	NA	NA
OG1911	hypothetical protein	COG2307	Alpha-E	"Uncharacterized conserved protein, Alpha-E superfamily"	S	NA	NA
OG1912	HTH-type transcriptional regulator BetI	COG1309	AcrR	"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA"	K	K02167	"TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
OG1913	Urease accessory protein UreE 1	COG2371	UreE	Urease accessory protein UreE	O	K03187	urease accessory protein
OG1914	hypothetical protein	COG2335	FAS1	Uncaracterized surface protein containing fasciclin (FAS1) repeats	R	NA	NA
OG1915	tRNA1(Val) (adenine(37)-N6)-methyltransferase	COG4123	TrmN6	tRNA1(Val) A37 N6-methylase TrmN6	J	K15460	tRNA1Val (adenine37-N6)-methyltransferase
OG1916	Bifunctional uridylyltransferase/uridylyl-removing enzyme	COG2844	GlnD	UTP:GlnB (protein PII) uridylyltransferase	O	K00990	[protein-PII] uridylyltransferase
OG1917	hypothetical protein	COG1664	CcmA	"Cytoskeletal protein CcmA, bactofilin family"	Z	NA	NA
OG1918	hypothetical protein	COG1196	Smc	Chromosome segregation ATPase Smc	D	NA	NA
OG1919	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1920	hypothetical protein	COG4391	NA	"Uncharacterized protein, contains Zn-finger domain"	S	NA	NA
OG1921	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1922	Sulfoacetaldehyde acetyltransferase	COG0028	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	E	NA	NA
OG1923	hypothetical protein	COG3877	NA	"Predicted DNA-binding transcriptional regulator with XRE-family HTH domain, DUF2089 family"	K	NA	NA
OG1924	Bifunctional protein PutA	COG4230	PutA2	Delta 1-pyrroline-5-carboxylate dehydrogenase	E	K13821	"RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase"
OG1925	hypothetical protein	COG3391	YncE	DNA-binding beta-propeller fold protein YncE	R	NA	NA
OG1926	hypothetical protein	COG0715	TauA	"ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component"	P	NA	NA
OG1927	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1928	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1929	hypothetical protein	COG2267	PldB	"Lysophospholipase, alpha-beta hydrolase superfamily"	I	NA	NA
OG1930	hypothetical protein	COG1961	SpoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	L	K06400	putative DNA-invertase from lambdoid prophage Rac
OG1931	hypothetical protein	COG2217	YejM	Cation-transporting P-type ATPase	M	NA	NA
OG1932	hypothetical protein	COG2227	UbiG	"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase"	H	NA	NA
OG1933	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1934	hypothetical protein	COG1541	PaaK	"Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family"	H	NA	NA
OG1935	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1936	hypothetical protein	COG0463	WcaA	Glycosyltransferase involved in cell wall bisynthesis	M	NA	NA
OG1937	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1938	Protein glycosylation K	COG1132	MdlB	"ABC-type multidrug transport system, ATPase and permease component"	V	NA	NA
OG1939	hypothetical protein	COG4122	TrmR	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	J	NA	NA
OG1940	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1941	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1942	hypothetical protein	COG3153	yhbS	Predicted N-acetyltransferase YhbS	R	NA	NA
OG1943	hypothetical protein	COG4338	NA	"Uncharacterized conserved protein, DUF2256 family"	S	NA	NA
OG1944	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1945	hypothetical protein	COG2766	PrkA	Predicted Ser/Thr protein kinase	T	NA	NA
OG1946	hypothetical protein	COG0584	UgpQ	Glycerophosphoryl diester phosphodiesterase	I	NA	NA
OG1947	hypothetical protein	COG1721	YeaD2	"Uncharacterized conserved protein, DUF58 family, contains vWF domain"	S	NA	NA
OG1948	hypothetical protein	COG2319	WD40	WD40 repeat	R	NA	NA
OG1949	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1950	Peptidoglycan O-acetyltransferase	COG1696	DltB	"D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily"	M	K19294	alginate O-acetyltransferase complex protein AlgI
OG1951	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1952	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1953	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1954	hypothetical protein	COG1034	NuoG	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	C	NA	NA
OG1955	hypothetical protein	COG1545	NA	"Uncharacterized OB-fold protein, contains Zn-ribbon domain"	R	NA	NA
OG1956	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1957	hypothetical protein	COG4852	NA	Uncharacterized membrane protein	S	NA	NA
OG1958	hypothetical protein	COG1305	YebA	"Transglutaminase-like enzyme, putative cysteine protease"	O	K22452	protein-glutamine gamma-glutamyltransferase
OG1959	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1960	Urease subunit beta	COG0832	UreB	Urease beta subunit	E	K01429	urease subunit beta
OG1961	Urease subunit gamma	COG0831	UreA	Urease gamma subunit	E	K01430	urease subunit gamma
OG1962	hypothetical protein	COG1028	FabG	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"	I	NA	NA
OG1963	Pyrimidine-specific ribonucleoside hydrolase RihA	COG1957	URH1	Inosine-uridine nucleoside N-ribohydrolase	F	K01239	purine nucleosidase
OG1964	hypothetical protein	COG3598	RepA	RecA-family ATPase	L	NA	NA
OG1965	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1966	Thiamine kinase	COG0510	CotS	Thiamine kinase or a related kinase	H	K07251	thiamine kinase
OG1967	Nucleoside triphosphate pyrophosphohydrolase	COG3956	YabN	"Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain"	R	NA	NA
OG1968	Peptidoglycan-associated lipoprotein	COG2885	OmpA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	M	NA	NA
OG1969	4-methylaminobutanoate oxidase (formaldehyde-forming)	COG0225	MsrA	Peptide methionine sulfoxide reductase MsrA	E	K07304	peptide-methionine (S)-S-oxide reductase
OG1970	hypothetical protein	COG0596	MenH	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold"	H	NA	NA
OG1971	hypothetical protein	COG0607	PspE	Rhodanese-related sulfurtransferase	P	NA	NA
OG1972	2-oxoglutarate oxidoreductase subunit KorA	COG0674	PorA	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit"	C	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha
OG1973	hypothetical protein	COG2044	NA	"Predicted peroxiredoxin, DsrE/DsrF-like family"	R	K07092	uncharacterized protein
OG1974	D-alanyl-D-alanine dipeptidase	COG2173	DdpX	D-alanyl-D-alanine dipeptidase	M	K08641	zinc D-Ala-D-Ala dipeptidase
OG1975	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1976	hypothetical protein	COG0683	LivK	"ABC-type branched-chain amino acid transport system, periplasmic component"	E	NA	NA
OG1977	hypothetical protein	COG4729	NA	"Uncharacterized conserved protein, DUF1850 family"	S	NA	NA
OG1978	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1979	DNA gyrase subunit B	COG0187	GyrB	"DNA gyrase/topoisomerase IV, subunit B"	L	NA	NA
OG1980	hypothetical protein	COG0438	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	NA	NA
OG1981	hypothetical protein	COG3788	YecN	"Uncharacterized membrane protein YecN, MAPEG domain"	S	K07136	uncharacterized protein
OG1982	hypothetical protein	COG4642	NA	Uncharacterized conserved protein	S	NA	NA
OG1983	Putative glutamate--cysteine ligase 2	COG2170	YbdK	"Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily"	O	K06048	glutamate---cysteine ligase / carboxylate-amine ligase
OG1984	hypothetical protein	COG0446	FadH2	"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase"	I	NA	NA
OG1985	Pyruvate dehydrogenase E1 component	COG2609	AceE	"Pyruvate dehydrogenase complex, dehydrogenase (E1) component"	C	K00163	pyruvate dehydrogenase E1 component
OG1986	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1987	4-methylaminobutanoate oxidase (formaldehyde-forming)	COG0404	GcvT	Glycine cleavage system protein T (aminomethyltransferase)	E	NA	NA
OG1988	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1989	hypothetical protein	COG0584	UgpQ	Glycerophosphoryl diester phosphodiesterase	I	K01002	phosphoglycerol transferase
OG1990	hypothetical protein	COG3183	NucS	"Predicted restriction endonuclease, HNH family"	V	K07451	5-methylcytosine-specific restriction enzyme A
OG1991	hypothetical protein	COG0013	AlaS	Alanyl-tRNA synthetase	J	NA	NA
OG1992	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1993	hypothetical protein	COG3868	NA	"Predicted glycosyl hydrolase, GH114 family"	G	NA	NA
OG1994	hypothetical protein	COG1858	MauG	Cytochrome c peroxidase	O	K00428	cytochrome c peroxidase
OG1995	hypothetical protein	COG0236	AcpP	Acyl carrier protein	I	NA	NA
OG1996	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1997	hypothetical protein	COG0265	DegQ	"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain"	O	NA	NA
OG1998	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1999	Delta(1)-pyrroline-2-carboxylate reductase	COG2423	OCDMu	"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family"	E	K19244	alanine dehydrogenase
OG2000	hypothetical protein	COG4123	TrmN6	tRNA1(Val) A37 N6-methylase TrmN6	J	NA	NA
OG2001	hypothetical protein	COG0500	SmtA	SAM-dependent methyltransferase	H	NA	NA
OG2002	hypothetical protein	COG1074	RecB	3â€-5â€ helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	L	NA	NA
OG2003	hypothetical protein	COG1208	GCD1	"NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s"	J	NA	NA
OG2004	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2005	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2006	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2007	Heme/hemopexin transporter protein HuxB	COG2831	FhaC	Hemolysin activation/secretion protein	U	NA	NA
OG2008	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2009	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2010	hypothetical protein	COG0399	WecE	"dTDP-4-amino-4,6-dideoxygalactose transaminase"	M	NA	NA
OG2011	hypothetical protein	COG1359	YgiN	Quinol monooxygenase YgiN	C	K11530	"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"
OG2012	hypothetical protein	COG5349	NA	"Uncharacterized conserved protein, DUF983 family"	S	NA	NA
OG2013	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2014	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2015	hypothetical protein	COG1653	UgpB	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	G	K10232	alpha-glucoside transport system substrate-binding protein
OG2016	hypothetical protein	COG3146	NA	Predicted N-acyltransferase	R	K09919	uncharacterized protein
OG2017	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2018	"dCTP deaminase, dUMP-forming"	COG0717	Dcd	dCTP deaminase	F	K01494	dCTP deaminase
OG2019	5-deoxy-glucuronate isomerase	COG3718	IolB	5-deoxy-D-glucuronate isomerase	G	K03337	5-deoxy-glucuronate isomerase
OG2020	Carboxypeptidase 1	COG2317	YpwA	"Zn-dependent carboxypeptidase, M32 family"	O	K01299	carboxypeptidase Taq
OG2021	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2022	ATP phosphoribosyltransferase regulatory subunit	COG0124	HisS	Histidyl-tRNA synthetase	J	NA	NA
OG2023	hypothetical protein	COG0707	MurG	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	M	NA	NA
OG2024	Dihydrofolate reductase	COG0262	FolA	Dihydrofolate reductase	H	NA	NA
OG2025	hypothetical protein	COG1664	CcmA	"Cytoskeletal protein CcmA, bactofilin family"	Z	NA	NA
OG2026	hypothetical protein	COG4745	PMT	"Predicted membrane-bound mannosyltransferase, involved in protein glycosylation"	R	NA	NA
OG2027	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2028	hypothetical protein	COG5465	YbjN	"Uncharacterized conserved protein YbjN, helps stabilize unstable proteins"	R	NA	NA
OG2029	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2030	hypothetical protein	COG2890	HemK	Methylase of polypeptide chain release factors	J	NA	NA
OG2031	hypothetical protein	COG3728	XtmA	"Phage terminase, small subunit"	X	K07474	phage terminase small subunit
OG2032	hypothetical protein	NA	NA	NA	NA	NA	NA
OG2033	hypothetical protein	NA	NA	NA	NA	NA	NA
