OG_ID	Sequence_ID	Sequence_length	Gap_count	Identity_count	Difference_count	Percent_change
OG0002497	HIMB1444_HIMB1444_01256	356	37	267	53	32.061069
OG0002498	AG-914-N11_AG-914-N11_00758	256	25	165	70	41.281139
OG0002499	SAG-MED01_SAG-MED01_00999	111	2	85	18	24.778761
OG0002500	AG-325-G21_AG-325-G21_00383	121	0	94	14	22.314049
OG0002501	AG-430-F16_AG-430-F16_00867	684	0	596	50	12.865497
OG0002502	GOM-A1_GOM-A1_00685	96	2	76	13	22.448980
OG0002503	HIMB4_HIMB4_00598	630	23	362	206	44.563553
OG0002504	AG-404-J20_AG-404-J20_00819	387	3	346	23	11.282051
OG0002505	AG-439-C18_AG-439-C18_01052	108	0	100	6	7.407407
OG0002506	AG-365-L04_AG-365-L04_00320	261	46	132	103	57.003258
OG0002507	AG-917-M15_AG-917-M15_00721	188	10	112	60	43.434345
OG0002508	AG-894-B07_AG-894-B07_00089	423	47	309	73	34.255318
OG0002509	Uisw_090_Uisw_090_00842	278	18	160	83	45.945946
OG0002510	AG-911-G13_AG-911-G13_00364	41	0	35	5	14.634147
OG0002511	AG-918-K13_AG-918-K13_01240	238	17	192	37	24.705883
OG0002512	AG-913-A04_AG-913-A04_00892	334	44	190	97	49.735451
OG0002513	AG-422-C20_AG-422-C20_01237	75	12	74	1	14.942529
OG0002514	AG-903-D02_AG-903-D02_01114	284	42	90	153	72.392639
OG0002515	HIMB2226_HIMB2226_00690	427	52	268	118	44.050106
OG0002516	HIMB1490_HIMB1490_01001	301	33	218	53	34.730537
OG0002517	HTCC1040_HTCC1040_01219	329	9	286	35	15.384615
OG0002518	AG-914-B14_AG-914-B14_01171	225	26	153	51	39.043823
OG0002519	ME-18_ME-18_00113	282	7	244	33	15.570934
OG0002520	HIMB1559_HIMB1559_00738	132	52	86	30	53.260868
OG0002521	HIMB1494_HIMB1494_01005	104	4	67	33	37.962963
OG0002522	AG-390-J21_AG-390-J21_00027	45	0	37	7	17.777779
OG0002523	AG-916-N14_AG-916-N14_00265	266	36	236	16	21.854305
OG0002524	AG-899-N21_AG-899-N21_00619	91	1	60	21	34.782608
OG0002525	AG-913-G10_AG-913-G10_00368	200	70	55	127	79.629631
OG0002526	AG-920-L11_AG-920-L11_00124	384	0	377	3	1.822917
OG0002527	Uisw_101_Uisw_101_00842	257	47	94	127	69.078949
OG0002528	AG-422-C21_AG-422-C21_01352	271	0	220	29	18.819189
OG0002529	AG-917-D09_AG-917-D09_00439	260	0	249	7	4.230769
OG0002530	AG-470-D02_AG-470-D02_00370	122	19	52	59	63.120567
OG0002531	HIMB1526_HIMB1526_00990	557	42	557	0	7.011686
OG0002532	AG-426-F15_AG-426-F15_00664	265	51	111	129	64.873421
OG0002533	AG-916-D16_AG-916-D16_00984	151	1	129	17	15.131579
OG0002534	AG-426-F15_AG-426-F15_01363	97	6	92	3	10.679611
OG0002535	AG-916-D16_AG-916-D16_00973	133	8	115	10	18.439716
OG0002536	AG-426-F15_AG-426-F15_01417	538	15	452	55	18.264015
OG0002537	AG-426-K09_AG-426-K09_01317	139	48	90	44	51.871658
OG0002538	HIMB1527_HIMB1527_01160	47	0	46	0	2.127660
OG0002539	HIMB1483_HIMB1483_00910	163	11	113	36	35.057472
OG0002540	HIMB1492_HIMB1492_00953	610	1	597	8	2.291326
OG0002541	Uisw_106_Uisw_106_00853	127	29	80	36	48.717949
OG0002542	BACL5_MAG-120820-bin39_BACL5_MAG-120820-bin39_00260	138	4	134	2	5.633803
OG0002543	HIMB1702_HIMB1702_01136	199	0	187	4	6.030151
OG0002544	AG-891-C15_AG-891-C15_00032	450	0	401	23	10.888889
OG0002545	Uisw_099_02_Uisw_099_02_01277	59	0	50	6	15.254237
OG0002546	AG-914-B14_AG-914-B14_00652	186	17	161	11	20.689655
OG0002547	HIMB1611_HIMB1611_00339	117	5	100	12	18.032787
OG0002548	AG-913-I14_AG-913-I14_00385	499	15	244	180	52.529182
OG0002549	HIMB109_HIMB109_00429	170	2	169	1	1.744186
OG0002550	HIMB109_HIMB109_00106	64	2	64	0	3.030303
OG0002551	HIMB1526_HIMB1526_01396	364	48	364	0	11.650485
OG0002552	HIMB109_HIMB109_00828	142	1	139	2	2.797203
OG0002553	HIMB122_HIMB122_01429	197	4	197	0	1.990050
OG0002554	HIMB109_HIMB109_00252	56	0	54	1	3.571429
OG0002555	HIMB1746_HIMB1746_01002	171	2	169	2	2.312139
OG0002556	ME-18_ME-18_00454	107	12	106	1	10.924370
OG0002557	AG-918-G15_AG-918-G15_00578	292	103	53	215	86.582275
OG0002558	AG-908-C18_AG-908-C18_00125	201	198	160	28	59.899750
OG0002559	HIMB1838_HIMB1838_01258	222	147	125	79	66.124664
OG0002560	SAG-MED11_SAG-MED11_00644	413	40	325	53	28.256071
OG0002561	AG-414-O09_AG-414-O09_00803	85	7	79	3	14.130435
OG0002562	HIMB083_HIMB083_00205	307	50	222	66	37.815125
OG0002563	AG-325-E20_AG-325-E20_01080	44	1	43	1	4.444445
OG0002564	AG-899-M07_AG-899-M07_00865	265	28	161	76	45.051193
OG0002565	AG-911-G13_AG-911-G13_00549	109	14	58	37	52.845528
OG0002566	AG-325-E13_AG-325-E13_00198	61	0	41	15	32.786884
OG0002567	AG-893-M22_AG-893-M22_00244	434	52	237	153	51.234570
OG0002568	AG-919-L02_AG-919-L02_00207	498	20	298	132	42.471043
OG0002569	AG-325-C18_AG-325-C18_01000	50	0	47	0	6.000000
OG0002570	AG-900-K21_AG-900-K21_00033	37	0	31	6	16.216217
OG0002571	AG-893-F11_AG-893-F11_01053	169	10	93	60	48.044693
OG0002572	AG-325-L05_AG-325-L05_00904	449	35	287	122	40.702480
OG0002573	HIMB1402_HIMB1402_01159	122	1	115	5	6.504065
OG0002574	HIMB1577_HIMB1577_01116	82	13	46	26	51.578949
OG0002575	AG-365-L04_AG-365-L04_00116	279	13	167	81	42.808220
OG0002576	HIMB1413_HIMB1413_00967	123	4	109	7	14.173228
OG0002577	AG-337-D16_AG-337-D16_00081	280	7	195	54	32.055748
OG0002578	AG-426-F15_AG-426-F15_01229	150	28	52	78	70.786514
OG0002579	AG-337-E15_AG-337-E15_00741	271	15	151	84	47.202797
OG0002580	HIMB1709_HIMB1709_01232	199	28	98	76	56.828194
OG0002581	AG-461-L09_AG-461-L09_00212	264	0	262	1	0.757576
OG0002582	AG-414-O09_AG-414-O09_01163	287	0	286	1	0.348432
OG0002583	AG-439-D15_AG-439-D15_00842	54	0	54	0	0.000000
OG0002584	AG-899-O02_AG-899-O02_01080	355	8	350	5	3.581267
OG0002585	AG-909-G09_AG-909-G09_01264	383	68	204	152	54.767185
OG0002586	AG-901-G03_AG-901-G03_00055	237	12	123	100	50.602409
OG0002587	AG-337-G11_AG-337-G11_00341	44	0	21	20	52.272728
OG0002588	HIMB1492_HIMB1492_00550	85	5	83	2	7.777778
OG0002589	SAG-MED08_SAG-MED08_00183	314	86	102	188	74.500000
OG0002590	AG-899-N21_AG-899-N21_00842	376	67	95	248	78.555305
OG0002591	AG-359-G17_AG-359-G17_01251	91	1	56	33	39.130436
OG0002592	AG-913-L03_AG-913-L03_00308	33	0	12	19	63.636364
OG0002593	SAG-MED22_SAG-MED22_00006	51	0	51	0	0.000000
OG0002594	AH-324-J07_AH-324-J07_01256	93	0	48	42	48.387096
OG0002595	AG-359-O11_AG-359-O11_00350	131	0	112	15	14.503817
OG0002596	AG-365-D07_AG-365-D07_00061	63	14	33	25	57.142857
OG0002597	AG-907-E04_AG-907-E04_01003	97	3	75	14	25.000000
OG0002598	HIMB1559_HIMB1559_00846	398	11	307	68	24.938875
OG0002599	HIMB1577_HIMB1577_01336	680	37	487	162	32.078102
OG0002600	HIMB1685_HIMB1685_00827	83	0	66	8	20.481928
OG0002601	HIMB1492_HIMB1492_01295	272	53	232	40	28.615385
OG0002602	HIMB1494_HIMB1494_00999	126	34	56	63	65.000000
OG0002603	HTCC1016_HTCC1016_01097	57	9	33	22	50.000000
OG0002604	AG-895-K10_AG-895-K10_00878	330	10	247	43	27.352942
OG0002605	ME-31_ME-31_00033	535	11	535	0	2.014652
OG0002606	AG-917-D09_AG-917-D09_00643	84	5	75	8	15.730337
OG0002607	AG-920-L19_AG-920-L19_00261	151	13	114	20	30.487804
OG0002608	AG-896-L20_AG-896-L20_00938	321	64	174	107	54.805195
OG0002609	AG-917-D23_AG-917-D23_00579	556	51	239	247	60.626030
OG0002610	AG-917-D23_AG-917-D23_00578	318	32	149	140	57.428570
OG0002611	AG-916-D16_AG-916-D16_00967	125	3	89	30	30.468750
OG0002612	NP1_NP1_01456	445	212	148	238	77.473366
OG0002613	AG-426-F15_AG-426-F15_01431	196	0	157	24	19.897959
OG0002614	AG-916-D16_AG-916-D16_01102	90	1	74	14	18.681318
OG0002615	AG-916-D16_AG-916-D16_01104	95	10	70	22	33.333332
OG0002616	AG-892-E08_AG-892-E08_00398	1048	300	681	320	49.480713
OG0002617	AG-892-E08_AG-892-E08_00399	638	85	403	217	44.260029
OG0002618	AG-916-B06_AG-916-B06_00340	323	62	148	148	61.558441
OG0002619	MED602_MED602_01251	88	17	61	20	41.904762
OG0002620	AH-324-J07_AH-324-J07_00033	102	1	83	15	19.417477
OG0002621	HIMB1702_HIMB1702_01137	234	0	229	4	2.136752
OG0002622	AH-287-E08_AH-287-E08_01023	363	49	125	198	69.660194
OG0002623	AG-899-E14_AG-899-E14_00520	71	0	71	0	0.000000
OG0002624	AG-899-B09_AG-899-B09_00217	92	0	92	0	0.000000
OG0002625	AG-447-P03_AG-447-P03_00883	378	50	113	220	73.598129
OG0002626	HIMB122_HIMB122_01092	134	31	105	21	36.363636
OG0002627	HIMB2304_HIMB2304_00810	86	0	47	36	45.348839
OG0002628	AG-899-B09_AG-899-B09_00507	423	29	256	126	43.362831
OG0002629	AG-892-F02_AG-892-F02_01046	60	0	44	14	26.666666
OG0002630	AG-899-M07_AG-899-M07_00879	556	183	381	137	48.443844
OG0002631	MED605_MED605_00744	78	14	18	52	80.434784
OG0002632	AG-893-M22_AG-893-M22_00238	181	7	140	25	25.531916
OG0002633	ME-18_ME-18_00115	182	0	167	5	8.241758
OG0002634	AG-899-N21_AG-899-N21_00949	474	84	246	179	55.913979
OG0002635	SP27_SP27_00899	445	36	343	66	28.690229
OG0002636	Uisw_106_Uisw_106_00513	128	0	118	6	7.812500
OG0002637	HIMB1559_HIMB1559_00990	57	1	56	1	3.448276
OG0002638	HIMB109_HIMB109_00945	30	0	30	0	0.000000
OG0002639	HIMB1526_HIMB1526_01413	196	0	196	0	0.000000
OG0002640	ME-17_ME-17_00628	122	12	122	0	8.955224
OG0002641	HIMB114_HIMB114_01107	316	5	249	46	22.429907
OG0002642	Uisw_094_Uisw_094_00908	83	0	83	0	0.000000
OG0002643	Uisw_101_Uisw_101_00903	115	0	112	3	2.608696
OG0002644	HIMB1430_HIMB1430_00669	83	0	81	0	2.409639
OG0002645	HIMB1506_HIMB1506_01538	361	0	359	2	0.554017
OG0002646	HIMB1513_HIMB1513_00611	655	0	652	2	0.458015
OG0002647	HIMB1513_HIMB1513_00612	125	0	124	0	0.800000
OG0002648	ME-17_ME-17_00390	84	0	84	0	0.000000
OG0002649	ME-20_ME-20_00183	294	0	293	0	0.340136
OG0002650	ME-17_ME-17_00121	149	7	144	5	7.692307
OG0002651	Uisw_090_Uisw_090_01103	59	0	58	0	1.694915
OG0002652	AG-414-B08_AG-414-B08_00374	368	15	299	44	21.932116
OG0002653	ME-17_ME-17_00914	156	134	155	1	46.551723
OG0002654	AH-324-N03_AH-324-N03_00646	785	137	649	77	29.609545
OG0002655	AG-325-C18_AG-325-C18_01001	71	2	63	6	13.698630
OG0002656	AG-359-F04_AG-359-F04_01136	424	30	301	87	33.700439
OG0002657	AG-447-P22_AG-447-P22_00989	322	33	139	153	60.845070
OG0002658	AG-325-L02_AG-325-L02_00601	65	0	47	16	27.692308
OG0002659	AG-410-K05_AG-410-K05_00273	192	3	112	68	42.564102
OG0002660	AG-899-J23_AG-899-J23_00276	327	11	200	89	40.828403
OG0002661	AG-900-I13_AG-900-I13_01106	301	0	290	3	3.654485
OG0002662	AG-893-L07_AG-893-L07_00336	305	70	158	126	57.866665
OG0002663	AG-430-J21_AG-430-J21_00637	289	36	182	76	44.000000
OG0002664	AG-892-F15_AG-892-F15_00480	465	73	240	187	55.390335
OG0002665	BACL5_MAG-120820-bin39_BACL5_MAG-120820-bin39_01139	44	0	39	2	11.363636
OG0002666	AG-337-C19_AG-337-C19_00036	68	0	56	8	17.647058
OG0002667	AG-916-A21_AG-916-A21_00307	47	0	46	0	2.127660
OG0002668	Uisw_127_Uisw_127_01194	171	4	126	30	28.000000
OG0002669	AG-894-K14_AG-894-K14_00033	236	51	226	3	21.254354
OG0002670	AG-349-O05_AG-349-O05_01192	94	0	75	16	20.212767
OG0002671	ME-20_ME-20_00707	528	54	525	3	9.793815
OG0002672	HIMB1709_HIMB1709_01243	299	14	182	90	41.853035
OG0002673	HIMB1490_HIMB1490_00597	314	67	224	59	41.207348
OG0002674	AG-892-M06_AG-892-M06_00658	125	0	125	0	0.000000
OG0002675	AG-337-G06_AG-337-G06_00678	90	0	90	0	0.000000
OG0002676	AG-905-D16_AG-905-D16_00358	225	0	214	7	4.888889
OG0002677	AG-422-C21_AG-422-C21_00837	43	0	41	1	4.651163
OG0002678	AG-916-N14_AG-916-N14_00277	512	50	362	97	35.587189
OG0002679	AG-893-M22_AG-893-M22_01163	222	7	151	55	34.061134
OG0002680	AH-321-L23_AH-321-L23_00350	504	31	423	58	20.934580
OG0002681	AG-898-C07_AG-898-C07_00961	379	29	217	120	46.813725
OG0002682	AG-359-P18_AG-359-P18_00515	424	162	191	201	67.406143
OG0002683	AG-439-C18_AG-439-C18_00409	541	131	192	273	71.428574
OG0002684	HIMB1559_HIMB1559_00866	121	4	102	12	18.400000
OG0002685	AG-390-C17_AG-390-C17_01165	299	81	144	126	62.105263
OG0002686	HIMB1505_HIMB1505_00450	276	8	183	63	35.563381
OG0002687	AG-426-O05_AG-426-O05_01063	343	40	135	156	64.751961
OG0002688	HTCC8051_HTCC8051_00293	61	0	54	5	11.475410
OG0002689	HTCC1002_HTCC1002_01013	131	2	109	11	18.045113
OG0002690	BACL5_MAG-121015-bin10_BACL5_MAG-121015-bin10_00805	428	2	402	16	6.511628
OG0002691	BACL5_MAG-120820-bin39_BACL5_MAG-120820-bin39_01209	43	0	30	7	30.232557
OG0002692	AH-287-E08_AH-287-E08_00934	614	89	292	253	58.463726
OG0002693	HIMB1564_HIMB1564_00466	133	3	131	1	3.676471
OG0002694	HIMB1492_HIMB1492_00207	561	74	396	140	37.637794
OG0002695	LSUCC0723_LSUCC0723_00826	342	13	279	39	21.408451
OG0002696	NP1_NP1_00772	284	47	121	116	63.444107
OG0002697	AG-917-C08_AG-917-C08_00272	212	0	156	42	26.415094
OG0002698	HIMB1559_HIMB1559_00994	105	0	99	3	5.714286
OG0002699	AG-422-C21_AG-422-C21_00752	95	1	86	6	10.416667
OG0002700	AG-913-F03_AG-913-F03_01237	74	0	67	5	9.459459
OG0002701	HIMB1506_HIMB1506_00347	98	0	98	0	0.000000
OG0002702	AG-422-B22_AG-422-B22_00124	182	0	182	0	0.000000
OG0002703	HIMB1506_HIMB1506_00345	109	0	109	0	0.000000
OG0002704	AG-422-B22_AG-422-B22_00126	143	0	143	0	0.000000
OG0002705	AG-914-P23_AG-914-P23_00160	197	20	177	10	18.433180
OG0002706	AG-918-E02_AG-918-E02_00983	110	2	88	17	21.428572
OG0002707	AG-892-C18_AG-892-C18_00955	147	0	112	24	23.809525
OG0002708	AG-892-C18_AG-892-C18_00970	135	10	104	19	28.275862
OG0002709	AG-892-C18_AG-892-C18_00972	171	5	137	23	22.159090
OG0002710	AG-917-D23_AG-917-D23_00598	169	7	142	22	19.318182
OG0002711	AG-892-J03_AG-892-J03_00326	337	38	234	67	37.599998
OG0002712	AG-916-D16_AG-916-D16_01105	84	1	62	16	27.058823
OG0002713	AG-917-D23_AG-917-D23_00610	95	0	85	8	10.526316
OG0002714	AG-892-C18_AG-892-C18_00987	424	22	237	139	46.860985
OG0002715	AG-894-O09_AG-894-O09_01002	65	7	33	24	54.166668
OG0002716	AG-894-A03_AG-894-A03_00936	578	44	158	404	74.598068
OG0002717	MED602_MED602_01288	108	27	76	20	43.703705
OG0002718	AG-892-J03_AG-892-J03_00291	126	11	115	3	16.058393
OG0002719	MED602_MED602_01254	59	13	43	13	40.277779
OG0002720	AG-897-G09_AG-897-G09_00177	112	18	79	22	39.230770
OG0002721	AG-457-B14_AG-457-B14_01118	401	123	247	116	52.862595
OG0002722	AH-321-N11_AH-321-N11_00130	592	31	370	149	40.609951
OG0002723	AG-447-K11_AG-447-K11_00560	505	0	492	4	2.574257
OG0002724	AG-447-F10_AG-447-F10_00102	259	15	211	36	22.992701
OG0002725	HIMB1559_HIMB1559_00871	268	13	246	17	12.455516
OG0002726	HTCC1016_HTCC1016_01106	344	75	172	122	58.949883
OG0002727	AG-912-A14_AG-912-A14_00001	52	0	51	1	1.923077
OG0002728	AG-917-D23_AG-917-D23_01036	100	2	75	16	26.470589
OG0002729	AG-470-D02_AG-470-D02_01115	57	0	49	6	14.035088
OG0002730	HIMB1863_HIMB1863_00435	115	17	111	3	15.909091
OG0002731	AG-891-J04_AG-891-J04_00935	420	27	420	0	6.040268
OG0002732	HIMB1430_HIMB1430_00902	155	2	155	0	1.273885
OG0002733	AG-893-M22_AG-893-M22_00858	154	10	152	1	7.317073
OG0002734	HIMB1430_HIMB1430_00941	106	1	66	26	38.317757
OG0002735	CPC289_CPC289_00353	53	0	41	10	22.641510
OG0002736	LSUCC0723_LSUCC0723_01096	107	0	101	3	5.607477
OG0002737	LSUCC0723_LSUCC0723_01099	58	0	57	0	1.724138
OG0002738	HIMB114_HIMB114_00325	155	0	146	4	5.806452
OG0002739	HIMB2250_HIMB2250_01341	145	13	117	22	25.949368
OG0002740	AG-919-A21_AG-919-A21_00227	35	0	32	2	8.571428
OG0002741	AG-901-I06_AG-901-I06_01215	238	61	108	95	63.879601
OG0002742	HIMB2305_HIMB2305_01067	108	0	107	1	0.925926
OG0002743	AH-287-G05_AH-287-G05_01180	52	0	44	5	15.384615
OG0002744	HTCC7217_HTCC7217_00050	119	0	118	0	0.840336
OG0002745	ME-20_ME-20_00107	113	0	113	0	0.000000
OG0002746	HIMB114_HIMB114_01030	40	0	40	0	0.000000
OG0002747	HIMB109_HIMB109_00061	56	0	53	3	5.357143
OG0002748	HIMB109_HIMB109_00064	67	10	43	18	44.155846
OG0002749	HIMB1623_HIMB1623_00661	40	3	31	7	27.906977
OG0002750	ME-31_ME-31_00758	313	5	312	0	1.886792
OG0002751	ME-31_ME-31_00032	52	0	52	0	0.000000
OG0002752	MiE-29_MiE-29_00036	325	0	307	10	5.538462
OG0002753	ME-18_ME-18_00042	44	0	44	0	0.000000
OG0002754	LSUCC0530_LSUCC0530_00045	621	7	608	7	3.184713
OG0002755	ME-33_ME-33_00060	370	0	367	2	0.810811
OG0002756	ME-18_ME-18_00062	59	0	59	0	0.000000
OG0002757	ME-17_ME-17_00075	61	0	60	0	1.639344
OG0002758	ME-17_ME-17_00095	248	0	244	2	1.612903
OG0002759	ME-18_ME-18_00121	68	0	68	0	0.000000
OG0002760	ME-18_ME-18_00143	287	0	282	2	1.742160
OG0002761	ME-17_ME-17_00129	88	2	81	4	10.000000
OG0002762	ME-17_ME-17_00298	63	0	63	0	0.000000
OG0002763	ME-17_ME-17_00378	121	0	120	1	0.826446
OG0002764	ME-17_ME-17_00383	207	0	206	1	0.483092
OG0002765	MKE-138_MKE-138_00880	109	0	100	6	8.256881
OG0002766	ME-17_ME-17_00725	280	0	279	0	0.357143
OG0002767	ME-33_ME-33_00749	417	0	411	1	1.438849
OG0002768	ME-17_ME-17_00727	84	0	84	0	0.000000
OG0002769	ME-18_ME-18_00765	121	0	120	0	0.826446
OG0002770	ME-17_ME-17_00916	142	0	140	0	1.408451
OG0002771	ME-31_ME-31_00951	85	0	84	0	1.176471
OG0002772	MKE-138_MKE-138_00684	149	0	147	1	1.342282
OG0002773	ME-20_ME-20_00934	304	0	295	6	2.960526
OG0002774	ME-17_ME-17_00099	140	5	107	27	26.206896
OG0002775	HIMB2226_HIMB2226_00696	300	140	236	43	46.363636
OG0002776	AG-333-A04_AG-333-A04_01402	73	44	22	48	81.196579
OG0002777	HIMB1505_HIMB1505_00535	335	63	326	4	18.090452
OG0002778	ARS1_ARS1_00361	384	5	356	15	8.483291
OG0002779	AG-916-G19_AG-916-G19_00035	411	40	317	60	29.711752
OG0002780	AG-917-F18_AG-917-F18_00289	73	0	63	6	13.698630
OG0002781	AG-917-F18_AG-917-F18_00301	555	25	355	164	38.793102
OG0002782	AG-899-M07_AG-899-M07_00855	191	4	141	41	27.692308
OG0002783	AG-899-M07_AG-899-M07_00856	167	6	117	44	32.369942
OG0002784	AAA795-D22_AAA795-D22_00383	205	0	154	35	24.878048
OG0002785	AG-899-M07_AG-899-M07_00859	317	51	237	59	35.597828
OG0002786	AAA795-D22_AAA795-D22_00389	237	4	174	44	27.800829
OG0002787	AG-917-D03_AG-917-D03_00188	146	2	76	57	48.648647
OG0002788	AG-892-F15_AG-892-F15_00499	69	3	55	7	23.611111
OG0002789	AG-915-G13_AG-915-G13_00269	458	4	318	101	31.168831
OG0002790	HIMB1490_HIMB1490_00708	181	20	103	54	48.756218
OG0002791	Uisw_106_Uisw_106_00846	113	14	108	3	14.960629
OG0002792	AG-895-G15_AG-895-G15_00800	178	43	101	72	54.298641
OG0002793	AG-337-D17_AG-337-D17_00216	300	53	171	99	51.558075
OG0002794	HIMB1444_HIMB1444_00774	69	2	55	8	22.535212
OG0002795	AG-426-K09_AG-426-K09_00287	346	38	149	166	61.197918
OG0002796	HIMB1593_HIMB1593_00083	709	73	340	300	56.521740
OG0002797	AG-333-D08_AG-333-D08_00266	275	16	121	127	58.419243
OG0002798	HIMB1559_HIMB1559_00911	294	32	250	37	23.312883
OG0002799	AG-390-J21_AG-390-J21_00635	114	58	95	12	44.767441
OG0002800	HIMB1765_HIMB1765_00857	326	12	217	80	35.798817
OG0002801	AG-359-O11_AG-359-O11_00169	53	0	53	0	0.000000
OG0002802	HIMB1488_HIMB1488_00651	193	21	75	102	64.953270
OG0002803	AH-321-I23_AH-321-I23_00033	332	41	204	89	45.308311
OG0002804	HIMB1490_HIMB1490_00598	398	78	192	154	59.663864
OG0002805	AG-891-J04_AG-891-J04_01414	88	2	87	1	3.333333
OG0002806	Uisw_114_Uisw_114_00940	321	67	123	163	68.298965
OG0002807	HIMB140_HIMB140_00198	275	20	237	17	19.661016
OG0002808	AG-430-G11_AG-430-G11_00747	341	7	193	99	44.540230
OG0002809	HIMB1509_HIMB1509_00792	196	7	118	56	41.871922
OG0002810	AG-359-M21_AG-359-M21_01187	417	101	175	213	66.216217
OG0002811	AG-911-G13_AG-911-G13_00448	524	165	260	205	62.264153
OG0002812	HIMB1559_HIMB1559_00864	409	3	330	57	19.902912
OG0002813	AG-422-C20_AG-422-C20_01233	370	27	132	218	66.750633
OG0002814	AG-917-C08_AG-917-C08_00819	85	0	83	0	2.352941
OG0002815	AG-390-G23_AG-390-G23_01066	76	2	74	1	5.128205
OG0002816	HIMB1505_HIMB1505_01404	219	21	153	47	36.250000
OG0002817	AG-891-E06_AG-891-E06_00729	224	26	123	86	50.799999
OG0002818	Uisw_127_Uisw_127_00560	67	3	50	11	28.571428
OG0002819	AG-414-B08_AG-414-B08_01046	197	1	174	18	12.121212
OG0002820	AG-894-K14_AG-894-K14_00277	225	67	106	98	63.698631
OG0002821	ME-17_ME-17_00369	50	12	18	28	70.967743
OG0002822	AG-422-B15_AG-422-B15_00241	280	0	274	2	2.142857
OG0002823	RIS-SAG-41_RIS-SAG-41_01054	216	17	159	38	31.759657
OG0002824	AH-324-J07_AH-324-J07_01356	55	0	27	28	50.909092
OG0002825	AG-422-G03_AG-422-G03_01174	166	0	153	8	7.831326
OG0002826	AG-426-E13_AG-426-E13_00082	254	47	173	61	42.524918
OG0002827	AG-426-E13_AG-426-E13_00095	374	32	182	156	55.172413
OG0002828	AG-907-C04_AG-907-C04_00937	41	0	29	12	29.268293
OG0002829	AG-426-E17_AG-426-E17_00834	380	1	379	0	0.524934
OG0002830	AG-426-F15_AG-426-F15_01347	200	3	173	20	14.778325
OG0002831	AG-426-F15_AG-426-F15_01362	63	0	63	0	0.000000
OG0002832	AG-426-F15_AG-426-F15_01422	68	0	43	20	36.764706
OG0002833	AG-917-D23_AG-917-D23_00596	152	1	127	11	16.993464
OG0002834	AG-892-C18_AG-892-C18_00984	57	2	41	11	30.508474
OG0002835	HIMB1559_HIMB1559_00534	131	9	87	42	37.857143
OG0002836	AG-918-M15_AG-918-M15_00657	148	6	122	14	20.779221
OG0002837	BACL5_MAG-121015-bin10_BACL5_MAG-121015-bin10_01067	42	0	38	3	9.523809
OG0002838	MED602_MED602_01004	94	0	78	10	17.021276
OG0002839	MED602_MED602_00982	379	93	71	290	84.957626
OG0002840	Uisw_106_Uisw_106_00657	90	18	64	17	40.740742
OG0002841	AG-896-L20_AG-896-L20_01115	71	0	54	14	23.943663
OG0002842	LSUCC0723_LSUCC0723_00613	157	10	82	64	50.898205
OG0002843	HIMB1321_HIMB1321_00854	213	10	163	36	26.905830
OG0002844	AG-447-M05_AG-447-M05_00467	196	0	185	7	5.612245
OG0002845	HTCC7214_HTCC7214_01001	276	0	268	5	2.898551
OG0002846	HIMB1492_HIMB1492_00555	200	6	200	0	2.912621
OG0002847	AG-899-E14_AG-899-E14_00312	228	0	167	39	26.754387
OG0002848	HIMB1492_HIMB1492_00995	192	20	179	13	15.566038
OG0002849	AG-893-L07_AG-893-L07_01184	108	3	54	41	51.351353
OG0002850	AG-898-G21_AG-898-G21_00652	187	2	143	33	24.338625
OG0002851	AG-917-D23_AG-917-D23_00589	71	0	41	19	42.253521
OG0002852	AG-899-N21_AG-899-N21_00839	169	6	99	54	43.428570
OG0002853	AG-899-M07_AG-899-M07_00877	143	4	107	31	27.210884
OG0002854	HIMB1577_HIMB1577_01344	83	12	77	5	18.947369
OG0002855	AG-894-K14_AG-894-K14_00791	696	0	695	1	0.143678
OG0002856	HIMB1556_HIMB1556_00998	342	1	336	0	2.040816
OG0002857	HIMB2211_HIMB2211_01143	125	18	66	45	53.846153
OG0002858	HIMB109_HIMB109_00100	33	0	30	2	9.090909
OG0002859	HIMB1506_HIMB1506_00935	195	24	133	47	39.269405
OG0002860	HIMB1506_HIMB1506_00665	108	0	104	2	3.703704
OG0002861	Uisw_104_Uisw_104_00497	133	20	53	67	65.359474
OG0002862	HIMB109_HIMB109_00929	410	1	386	10	6.082725
OG0002863	ARS1_ARS1_00239	53	4	26	20	54.385963
OG0002864	HIMB109_HIMB109_00079	32	0	32	0	0.000000
OG0002865	HIMB1695_HIMB1695_00799	263	81	257	5	25.290697
OG0002866	HIMB1492_HIMB1492_01307	422	8	415	3	3.488372
OG0002867	HIMB1505_HIMB1505_01395	331	0	323	2	2.416919
OG0002868	HIMB1559_HIMB1559_00973	654	39	544	84	21.500721
OG0002869	ME-20_ME-20_00714	32	0	32	0	0.000000
OG0002870	ME-17_ME-17_00103	65	0	65	0	0.000000
OG0002871	ME-17_ME-17_00969	211	0	211	0	0.000000
OG0002872	ME-17_ME-17_00115	39	0	39	0	0.000000
OG0002873	MED602_MED602_00550	116	6	54	50	55.737705
OG0002874	AG-893-L13_AG-893-L13_01105	320	25	319	0	7.536232
OG0002875	HIMB114_HIMB114_00245	191	26	190	1	12.442396
OG0002876	AG-899-M07_AG-899-M07_00867	79	3	66	11	19.512196
